Seconds Since Midnight,Heartbeat,Time HH:MM:SS
37487,79,10:24:47
37488,79,10:24:48
37489,79,10:24:49
37490,77,10:24:50
37491,77,10:24:51
37492,75,10:24:52
37493,75,10:24:53
37494,75,10:24:54
37495,75,10:24:55
37496,77,10:24:56
37497,76,10:24:57
37498,76,10:24:58
37499,74,10:24:59
37500,73,10:25:00
37501,73,10:25:01
37502,71,10:25:02
37503,71,10:25:03
37504,71,10:25:04
37505,71,10:25:05
37506,68,10:25:06
37507,68,10:25:07
37508,68,10:25:08
37509,68,10:25:09
37510,70,10:25:10
37511,70,10:25:11
37512,68,10:25:12
37513,68,10:25:13
37514,68,10:25:14
37515,68,10:25:15
37516,68,10:25:16
37517,68,10:25:17
37518,72,10:25:18
37519,72,10:25:19
37520,75,10:25:20
37521,74,10:25:21
37522,74,10:25:22
37523,73,10:25:23
37524,73,10:25:24
37525,73,10:25:25
37526,72,10:25:26
37527,72,10:25:27
37528,72,10:25:28
37529,72,10:25:29
37530,72,10:25:30
37531,70,10:25:31
37532,70,10:25:32
37533,69,10:25:33
37534,69,10:25:34
37535,70,10:25:35
37536,70,10:25:36
37537,69,10:25:37
37538,69,10:25:38
37539,68,10:25:39
37540,68,10:25:40
37541,68,10:25:41
37542,67,10:25:42
37543,66,10:25:43
37544,66,10:25:44
37545,67,10:25:45
37546,67,10:25:46
37547,67,10:25:47
37548,67,10:25:48
37549,68,10:25:49
37550,68,10:25:50
37551,69,10:25:51
37552,69,10:25:52
37553,72,10:25:53
37554,70,10:25:54
37555,70,10:25:55
37556,70,10:25:56
37557,72,10:25:57
37558,72,10:25:58
37559,75,10:25:59
37560,77,10:26:00
37561,77,10:26:01
37562,77,10:26:02
37563,77,10:26:03
37564,77,10:26:04
37565,77,10:26:05
37566,76,10:26:06
37567,75,10:26:07
37568,75,10:26:08
37569,74,10:26:09
37570,74,10:26:10
37571,71,10:26:11
37572,71,10:26:12
37573,71,10:26:13
37574,71,10:26:14
37575,71,10:26:15
37576,70,10:26:16
37577,70,10:26:17
37578,71,10:26:18
37579,71,10:26:19
37580,70,10:26:20
37581,70,10:26:21
37582,68,10:26:22
37583,68,10:26:23
37584,68,10:26:24
37585,68,10:26:25
37586,69,10:26:26
37587,69,10:26:27
37588,68,10:26:28
37589,68,10:26:29
37590,68,10:26:30
37591,68,10:26:31
37592,68,10:26:32
37593,69,10:26:33
37594,69,10:26:34
37595,69,10:26:35
37596,69,10:26:36
37597,69,10:26:37
37598,67,10:26:38
37599,67,10:26:39
37600,67,10:26:40
37601,67,10:26:41
37602,67,10:26:42
37603,67,10:26:43
37604,67,10:26:44
37605,67,10:26:45
37606,67,10:26:46
37607,67,10:26:47
37608,73,10:26:48
37609,73,10:26:49
37610,75,10:26:50
37611,75,10:26:51
37612,73,10:26:52
37613,73,10:26:53
37614,71,10:26:54
37615,71,10:26:55
37616,70,10:26:56
37617,69,10:26:57
37618,68,10:26:58
37619,68,10:26:59
37620,66,10:27:00
37621,66,10:27:01
37622,65,10:27:02
37623,65,10:27:03
37624,65,10:27:04
37625,68,10:27:05
37626,68,10:27:06
37627,68,10:27:07
37628,69,10:27:08
37629,75,10:27:09
37630,75,10:27:10
37631,76,10:27:11
37632,76,10:27:12
37633,76,10:27:13
37634,75,10:27:14
37635,75,10:27:15
37636,74,10:27:16
37637,74,10:27:17
37638,75,10:27:18
37639,75,10:27:19
37640,74,10:27:20
37641,72,10:27:21
37642,72,10:27:22
37643,71,10:27:23
37644,71,10:27:24
37645,69,10:27:25
37646,69,10:27:26
37647,69,10:27:27
37648,69,10:27:28
37649,69,10:27:29
37650,69,10:27:30
37651,67,10:27:31
37652,67,10:27:32
37653,66,10:27:33
37654,66,10:27:34
37655,66,10:27:35
37656,66,10:27:36
37657,67,10:27:37
37658,67,10:27:38
37659,67,10:27:39
37660,67,10:27:40
37661,69,10:27:41
37662,69,10:27:42
37663,68,10:27:43
37664,68,10:27:44
37665,68,10:27:45
37666,69,10:27:46
37667,70,10:27:47
37668,70,10:27:48
