Seconds Since Midnight,Heartbeat,Time HH:MM:SS
33498,96,9:18:18
33499,95,9:18:19
33500,95,9:18:20
33501,94,9:18:21
33502,92,9:18:22
33503,91,9:18:23
33504,90,9:18:24
33505,90,9:18:25
33506,89,9:18:26
33507,87,9:18:27
33508,77,9:18:28
33509,75,9:18:29
33510,75,9:18:30
33511,74,9:18:31
33512,74,9:18:32
33513,74,9:18:33
33514,74,9:18:34
33515,74,9:18:35
33516,74,9:18:36
33517,74,9:18:37
33518,74,9:18:38
33519,73,9:18:39
33520,72,9:18:40
33521,72,9:18:41
33522,72,9:18:42
33523,72,9:18:43
33524,72,9:18:44
33525,72,9:18:45
33526,72,9:18:46
33527,72,9:18:47
33528,72,9:18:48
33529,72,9:18:49
33530,72,9:18:50
33531,72,9:18:51
33532,71,9:18:52
33533,71,9:18:53
33534,72,9:18:54
33535,73,9:18:55
33536,74,9:18:56
33537,74,9:18:57
33538,73,9:18:58
33539,72,9:18:59
33540,72,9:19:00
33541,73,9:19:01
33542,73,9:19:02
33543,73,9:19:03
33544,73,9:19:04
33545,72,9:19:05
33546,71,9:19:06
33547,70,9:19:07
33548,68,9:19:08
33549,68,9:19:09
33550,68,9:19:10
33551,68,9:19:11
33552,68,9:19:12
33553,69,9:19:13
33554,69,9:19:14
33555,69,9:19:15
33556,69,9:19:16
33557,71,9:19:17
33558,71,9:19:18
33559,72,9:19:19
33560,74,9:19:20
33561,75,9:19:21
33562,75,9:19:22
33563,75,9:19:23
33564,75,9:19:24
33565,75,9:19:25
33566,76,9:19:26
33567,77,9:19:27
33568,77,9:19:28
33569,78,9:19:29
33570,79,9:19:30
33571,79,9:19:31
33572,79,9:19:32
33573,80,9:19:33
33574,80,9:19:34
33575,80,9:19:35
33576,80,9:19:36
33577,80,9:19:37
33578,77,9:19:38
33579,77,9:19:39
33580,76,9:19:40
33581,75,9:19:41
33582,75,9:19:42
33583,74,9:19:43
33584,73,9:19:44
33585,73,9:19:45
33586,72,9:19:46
33587,71,9:19:47
33588,71,9:19:48
33589,70,9:19:49
33590,70,9:19:50
33591,69,9:19:51
33592,70,9:19:52
33593,70,9:19:53
33594,70,9:19:54
33595,70,9:19:55
33596,71,9:19:56
33597,72,9:19:57
33598,73,9:19:58
33599,74,9:19:59
33600,74,9:20:00
33601,74,9:20:01
33602,74,9:20:02
33603,73,9:20:03
33604,73,9:20:04
33605,72,9:20:05
33606,72,9:20:06
33607,72,9:20:07
33608,72,9:20:08
33609,72,9:20:09
33610,72,9:20:10
33611,72,9:20:11
33612,73,9:20:12
33613,73,9:20:13
33614,73,9:20:14
33615,73,9:20:15
33616,75,9:20:16
33617,75,9:20:17
33618,78,9:20:18
33619,79,9:20:19
33620,79,9:20:20
33621,80,9:20:21
33622,81,9:20:22
33623,83,9:20:23
33624,84,9:20:24
33625,83,9:20:25
33626,83,9:20:26
33627,82,9:20:27
33628,80,9:20:28
33629,79,9:20:29
33630,80,9:20:30
33631,80,9:20:31
33632,80,9:20:32
33633,80,9:20:33
33634,79,9:20:34
33635,78,9:20:35
33636,78,9:20:36
33637,78,9:20:37
33638,78,9:20:38
33639,78,9:20:39
33640,79,9:20:40
33641,79,9:20:41
33642,79,9:20:42
33643,79,9:20:43
33644,78,9:20:44
33645,77,9:20:45
33646,77,9:20:46
33647,77,9:20:47
33648,77,9:20:48
33649,78,9:20:49
33650,79,9:20:50
33651,80,9:20:51
33652,82,9:20:52
33653,82,9:20:53
33654,82,9:20:54
33655,81,9:20:55
33656,80,9:20:56
33657,80,9:20:57
33658,80,9:20:58
33659,80,9:20:59
33660,79,9:21:00
33661,78,9:21:01
33662,77,9:21:02
33663,77,9:21:03
33664,77,9:21:04
33665,77,9:21:05
33666,77,9:21:06
33667,77,9:21:07
33668,77,9:21:08
33669,78,9:21:09
33670,78,9:21:10
33671,78,9:21:11
33672,78,9:21:12
33673,80,9:21:13
33674,80,9:21:14
33675,81,9:21:15
33676,81,9:21:16
33677,79,9:21:17
33678,78,9:21:18
33679,78,9:21:19
33680,78,9:21:20
33681,77,9:21:21
33682,77,9:21:22
33683,78,9:21:23
33684,78,9:21:24
33685,79,9:21:25
33686,80,9:21:26
33687,81,9:21:27
33688,84,9:21:28
33689,85,9:21:29
33690,86,9:21:30
33691,88,9:21:31
33692,87,9:21:32
33693,86,9:21:33
33694,85,9:21:34
33695,84,9:21:35
33696,83,9:21:36
33697,83,9:21:37
33698,84,9:21:38
33699,84,9:21:39
33700,85,9:21:40
33701,86,9:21:41
33702,86,9:21:42
33703,86,9:21:43
33704,85,9:21:44
33705,84,9:21:45
33706,81,9:21:46
33707,80,9:21:47
33708,79,9:21:48
33709,79,9:21:49
