Seconds Since Midnight,Heartbeat,Time HH:MM:SS
37552,84,10:25:52
37553,84,10:25:53
37554,85,10:25:54
37555,87,10:25:55
37556,87,10:25:56
37557,93,10:25:57
37558,96,10:25:58
37559,96,10:25:59
37560,101,10:26:00
37561,103,10:26:01
37562,103,10:26:02
37563,104,10:26:03
37564,99,10:26:04
37565,99,10:26:05
37566,99,10:26:06
37567,95,10:26:07
37568,95,10:26:08
37569,90,10:26:09
37570,90,10:26:10
37571,90,10:26:11
37572,90,10:26:12
37573,90,10:26:13
37574,88,10:26:14
37575,85,10:26:15
37576,85,10:26:16
37577,85,10:26:17
37578,89,10:26:18
37579,89,10:26:19
37580,86,10:26:20
37581,86,10:26:21
37582,87,10:26:22
37583,88,10:26:23
37584,88,10:26:24
37585,82,10:26:25
37586,81,10:26:26
37587,81,10:26:27
37588,86,10:26:28
37589,86,10:26:29
37590,96,10:26:30
37591,93,10:26:31
37592,93,10:26:32
37593,93,10:26:33
37594,93,10:26:34
37595,93,10:26:35
37596,93,10:26:36
37597,93,10:26:37
37598,91,10:26:38
37599,91,10:26:39
37600,91,10:26:40
37601,88,10:26:41
37602,88,10:26:42
37603,84,10:26:43
37604,83,10:26:44
37605,83,10:26:45
37606,80,10:26:46
37607,80,10:26:47
37608,79,10:26:48
37609,79,10:26:49
37610,80,10:26:50
37611,80,10:26:51
37612,80,10:26:52
37613,79,10:26:53
37614,79,10:26:54
37615,79,10:26:55
37616,80,10:26:56
37617,80,10:26:57
37618,82,10:26:58
37619,85,10:26:59
37620,85,10:27:00
37621,85,10:27:01
37622,84,10:27:02
37623,82,10:27:03
37624,82,10:27:04
37625,82,10:27:05
37626,84,10:27:06
37627,84,10:27:07
37628,84,10:27:08
37629,84,10:27:09
37630,84,10:27:10
37631,85,10:27:11
37632,84,10:27:12
37633,84,10:27:13
37634,85,10:27:14
37635,85,10:27:15
37636,85,10:27:16
37637,83,10:27:17
37638,84,10:27:18
37639,84,10:27:19
37640,86,10:27:20
37641,86,10:27:21
37642,85,10:27:22
37643,85,10:27:23
37644,87,10:27:24
37645,87,10:27:25
37646,87,10:27:26
37647,89,10:27:27
37648,91,10:27:28
37649,91,10:27:29
37650,92,10:27:30
37651,92,10:27:31
37652,90,10:27:32
37653,90,10:27:33
37654,90,10:27:34
37655,90,10:27:35
37656,96,10:27:36
37657,96,10:27:37
37658,92,10:27:38
37659,89,10:27:39
37660,89,10:27:40
37661,89,10:27:41
37662,90,10:27:42
37663,90,10:27:43
37664,86,10:27:44
37665,84,10:27:45
37666,84,10:27:46
