Seconds Since Midnight,Heartbeat,Time HH:MM:SS
40200,77,11:10:00
40201,75,11:10:01
40202,75,11:10:02
40203,76,11:10:03
40204,76,11:10:04
40205,79,11:10:05
40206,79,11:10:06
40207,79,11:10:07
40208,78,11:10:08
40209,78,11:10:09
40210,77,11:10:10
40211,75,11:10:11
40212,75,11:10:12
40213,76,11:10:13
40214,76,11:10:14
40215,77,11:10:15
40216,77,11:10:16
40217,77,11:10:17
40218,76,11:10:18
40219,72,11:10:19
40220,72,11:10:20
40221,72,11:10:21
40222,73,11:10:22
40223,75,11:10:23
40224,75,11:10:24
40225,77,11:10:25
40226,77,11:10:26
40227,75,11:10:27
40228,75,11:10:28
40229,75,11:10:29
40230,87,11:10:30
40231,87,11:10:31
40232,90,11:10:32
40233,90,11:10:33
40234,89,11:10:34
40235,89,11:10:35
40236,89,11:10:36
40237,89,11:10:37
40238,84,11:10:38
40239,84,11:10:39
40240,83,11:10:40
40241,82,11:10:41
40242,82,11:10:42
40243,82,11:10:43
40244,82,11:10:44
40245,82,11:10:45
40246,82,11:10:46
40247,81,11:10:47
40248,81,11:10:48
40249,84,11:10:49
40250,84,11:10:50
40251,87,11:10:51
40252,87,11:10:52
40253,87,11:10:53
40254,88,11:10:54
40255,87,11:10:55
40256,87,11:10:56
40257,84,11:10:57
40258,82,11:10:58
40259,82,11:10:59
40260,82,11:11:00
40261,82,11:11:01
40262,81,11:11:02
40263,81,11:11:03
40264,78,11:11:04
40265,78,11:11:05
40266,77,11:11:06
40267,77,11:11:07
40268,77,11:11:08
40269,79,11:11:09
40270,78,11:11:10
40271,78,11:11:11
40272,78,11:11:12
40273,76,11:11:13
40274,76,11:11:14
40275,77,11:11:15
40276,77,11:11:16
40277,80,11:11:17
40278,80,11:11:18
40279,80,11:11:19
40280,79,11:11:20
40281,79,11:11:21
40282,78,11:11:22
40283,78,11:11:23
40284,78,11:11:24
40285,78,11:11:25
40286,78,11:11:26
40287,78,11:11:27
40288,78,11:11:28
40289,77,11:11:29
40290,75,11:11:30
40291,75,11:11:31
40292,75,11:11:32
40293,75,11:11:33
40294,75,11:11:34
40295,75,11:11:35
40296,75,11:11:36
40297,75,11:11:37
40298,75,11:11:38
40299,74,11:11:39
40300,74,11:11:40
40301,75,11:11:41
40302,75,11:11:42
40303,77,11:11:43
40304,77,11:11:44
40305,77,11:11:45
40306,83,11:11:46
40307,83,11:11:47
40308,83,11:11:48
40309,83,11:11:49
40310,81,11:11:50
40311,82,11:11:51
40312,82,11:11:52
40313,82,11:11:53
40314,81,11:11:54
40315,81,11:11:55
40316,81,11:11:56
40317,78,11:11:57
40318,78,11:11:58
40319,78,11:11:59
40320,78,11:12:00
40321,74,11:12:01
40322,74,11:12:02
40323,74,11:12:03
40324,75,11:12:04
40325,75,11:12:05
40326,73,11:12:06
40327,73,11:12:07
40328,73,11:12:08
40329,73,11:12:09
40330,73,11:12:10
40331,75,11:12:11
40332,75,11:12:12
40333,75,11:12:13
40334,74,11:12:14
40335,74,11:12:15
40336,75,11:12:16
40337,75,11:12:17
40338,75,11:12:18
40339,76,11:12:19
40340,76,11:12:20
40341,79,11:12:21
40342,79,11:12:22
40343,79,11:12:23
40344,80,11:12:24
40345,80,11:12:25
40346,81,11:12:26
40347,80,11:12:27
40348,80,11:12:28
40349,83,11:12:29
40350,83,11:12:30
40351,83,11:12:31
40352,87,11:12:32
40353,87,11:12:33
40354,94,11:12:34
40355,94,11:12:35
40356,94,11:12:36
40357,91,11:12:37
40358,90,11:12:38
40359,91,11:12:39
40360,91,11:12:40
40361,94,11:12:41
40362,94,11:12:42
40363,94,11:12:43
40364,94,11:12:44
40365,90,11:12:45
40366,89,11:12:46
40367,89,11:12:47
40368,88,11:12:48
40369,88,11:12:49
40370,87,11:12:50
40371,87,11:12:51
40372,87,11:12:52
40373,80,11:12:53
40374,80,11:12:54
40375,80,11:12:55
40376,80,11:12:56
40377,81,11:12:57
40378,81,11:12:58
40379,80,11:12:59
40380,80,11:13:00
40381,79,11:13:01
40382,79,11:13:02
40383,79,11:13:03
40384,79,11:13:04
40385,79,11:13:05
40386,78,11:13:06
40387,78,11:13:07
40388,76,11:13:08
40389,76,11:13:09
40390,76,11:13:10
40391,76,11:13:11
40392,75,11:13:12
40393,75,11:13:13
40394,75,11:13:14
40395,77,11:13:15
40396,78,11:13:16
40397,78,11:13:17
40398,80,11:13:18
40399,80,11:13:19
40400,80,11:13:20
40401,80,11:13:21
40402,79,11:13:22
40403,79,11:13:23
40404,80,11:13:24
40405,80,11:13:25
40406,82,11:13:26
40407,83,11:13:27
40408,83,11:13:28
40409,81,11:13:29
40410,81,11:13:30
40411,81,11:13:31
40412,81,11:13:32
40413,82,11:13:33
40414,82,11:13:34
40415,81,11:13:35
40416,81,11:13:36
40417,80,11:13:37
40418,80,11:13:38
40419,80,11:13:39
40420,82,11:13:40
40421,82,11:13:41
40422,82,11:13:42
40423,82,11:13:43
40424,79,11:13:44
40425,79,11:13:45
40426,79,11:13:46
40427,79,11:13:47
40428,79,11:13:48
40429,79,11:13:49
40430,79,11:13:50
40431,82,11:13:51
40432,82,11:13:52
40433,87,11:13:53
40434,87,11:13:54
40435,87,11:13:55
40436,93,11:13:56
40437,97,11:13:57
40438,97,11:13:58
40439,97,11:13:59
40440,100,11:14:00
40441,102,11:14:01
40442,102,11:14:02
40443,101,11:14:03
40444,101,11:14:04
40445,101,11:14:05
40446,93,11:14:06
40447,93,11:14:07
40448,89,11:14:08
40449,88,11:14:09
40450,88,11:14:10
