Seconds Since Midnight,Heartbeat,Time HH:MM:SS
37468,124,10:24:28
37469,124,10:24:29
37470,124,10:24:30
37471,124,10:24:31
37472,124,10:24:32
37473,124,10:24:33
37474,124,10:24:34
37475,124,10:24:35
37476,124,10:24:36
37477,123,10:24:37
37478,119,10:24:38
37479,119,10:24:39
37480,118,10:24:40
37481,118,10:24:41
37482,118,10:24:42
37483,118,10:24:43
37484,116,10:24:44
37485,116,10:24:45
37486,122,10:24:46
37487,122,10:24:47
37488,125,10:24:48
37489,125,10:24:49
37490,126,10:24:50
37491,126,10:24:51
37492,127,10:24:52
37493,128,10:24:53
37494,130,10:24:54
37495,131,10:24:55
37496,131,10:24:56
37497,131,10:24:57
37498,131,10:24:58
37499,131,10:24:59
37500,131,10:25:00
37501,131,10:25:01
37502,129,10:25:02
37503,129,10:25:03
37504,129,10:25:04
37505,129,10:25:05
37506,131,10:25:06
37507,131,10:25:07
37508,124,10:25:08
37509,124,10:25:09
37510,116,10:25:10
37511,117,10:25:11
37512,117,10:25:12
37513,119,10:25:13
37514,119,10:25:14
37515,119,10:25:15
37516,118,10:25:16
37517,121,10:25:17
37518,122,10:25:18
37519,123,10:25:19
37520,123,10:25:20
37521,123,10:25:21
37522,123,10:25:22
37523,123,10:25:23
37524,123,10:25:24
37525,123,10:25:25
37526,118,10:25:26
37527,118,10:25:27
37528,116,10:25:28
37529,116,10:25:29
37530,118,10:25:30
37531,118,10:25:31
37532,122,10:25:32
37533,122,10:25:33
37534,119,10:25:34
37535,119,10:25:35
37536,119,10:25:36
37537,116,10:25:37
37538,116,10:25:38
37539,116,10:25:39
37540,116,10:25:40
37541,115,10:25:41
37542,114,10:25:42
37543,112,10:25:43
37544,108,10:25:44
37545,108,10:25:45
37546,108,10:25:46
37547,107,10:25:47
37548,109,10:25:48
37549,109,10:25:49
37550,110,10:25:50
37551,109,10:25:51
37552,109,10:25:52
37553,109,10:25:53
37554,108,10:25:54
37555,108,10:25:55
37556,111,10:25:56
37557,111,10:25:57
37558,111,10:25:58
37559,111,10:25:59
37560,111,10:26:00
37561,111,10:26:01
37562,107,10:26:02
37563,108,10:26:03
37564,108,10:26:04
37565,108,10:26:05
37566,111,10:26:06
37567,111,10:26:07
37568,108,10:26:08
37569,108,10:26:09
37570,111,10:26:10
37571,111,10:26:11
37572,111,10:26:12
37573,109,10:26:13
37574,109,10:26:14
37575,110,10:26:15
37576,110,10:26:16
37577,109,10:26:17
37578,109,10:26:18
37579,109,10:26:19
37580,108,10:26:20
37581,108,10:26:21
37582,110,10:26:22
37583,110,10:26:23
37584,114,10:26:24
37585,114,10:26:25
37586,114,10:26:26
37587,121,10:26:27
37588,121,10:26:28
37589,121,10:26:29
37590,121,10:26:30
37591,120,10:26:31
37592,118,10:26:32
37593,118,10:26:33
37594,118,10:26:34
37595,117,10:26:35
37596,117,10:26:36
37597,117,10:26:37
37598,117,10:26:38
37599,115,10:26:39
37600,111,10:26:40
37601,110,10:26:41
37602,110,10:26:42
37603,113,10:26:43
37604,113,10:26:44
37605,116,10:26:45
37606,116,10:26:46
37607,113,10:26:47
37608,110,10:26:48
37609,110,10:26:49
37610,110,10:26:50
37611,108,10:26:51
37612,108,10:26:52
37613,112,10:26:53
37614,113,10:26:54
37615,113,10:26:55
37616,109,10:26:56
37617,109,10:26:57
37618,97,10:26:58
37619,99,10:26:59
37620,103,10:27:00
37621,105,10:27:01
37622,105,10:27:02
37623,111,10:27:03
37624,111,10:27:04
37625,110,10:27:05
37626,107,10:27:06
37627,105,10:27:07
37628,105,10:27:08
37629,107,10:27:09
37630,107,10:27:10
37631,108,10:27:11
37632,108,10:27:12
37633,108,10:27:13
37634,109,10:27:14
37635,110,10:27:15
37636,110,10:27:16
37637,111,10:27:17
37638,110,10:27:18
37639,109,10:27:19
37640,109,10:27:20
37641,109,10:27:21
37642,108,10:27:22
37643,108,10:27:23
37644,107,10:27:24
37645,109,10:27:25
37646,109,10:27:26
37647,111,10:27:27
37648,111,10:27:28
37649,111,10:27:29
37650,107,10:27:30
37651,107,10:27:31
37652,106,10:27:32
37653,106,10:27:33
37654,106,10:27:34
37655,113,10:27:35
37656,113,10:27:36
37657,115,10:27:37
37658,115,10:27:38
37659,115,10:27:39
37660,116,10:27:40
37661,117,10:27:41
37662,117,10:27:42
37663,114,10:27:43
37664,111,10:27:44
37665,111,10:27:45
37666,109,10:27:46
37667,109,10:27:47
37668,113,10:27:48
37669,113,10:27:49
37670,116,10:27:50
37671,116,10:27:51
37672,116,10:27:52
37673,116,10:27:53
37674,109,10:27:54
37675,109,10:27:55
37676,109,10:27:56
37677,109,10:27:57
37678,110,10:27:58
37679,111,10:27:59
37680,111,10:28:00
37681,112,10:28:01
37682,112,10:28:02
37683,112,10:28:03
37684,112,10:28:04
37685,110,10:28:05
37686,110,10:28:06
37687,110,10:28:07
37688,110,10:28:08
37689,113,10:28:09
37690,114,10:28:10
37691,114,10:28:11
37692,114,10:28:12
37693,109,10:28:13
37694,109,10:28:14
