Seconds Since Midnight,Heartbeat,Time HH:MM:SS
49800,93,13:50:00
49801,90,13:50:01
49802,90,13:50:02
49803,90,13:50:03
49804,90,13:50:04
49805,90,13:50:05
49806,90,13:50:06
49807,88,13:50:07
49808,87,13:50:08
49809,87,13:50:09
49810,87,13:50:10
49811,89,13:50:11
49812,93,13:50:12
49813,94,13:50:13
49814,94,13:50:14
49815,97,13:50:15
49816,97,13:50:16
49817,102,13:50:17
49818,103,13:50:18
49819,106,13:50:19
49820,106,13:50:20
49821,104,13:50:21
49822,93,13:50:22
49823,93,13:50:23
49824,89,13:50:24
49825,89,13:50:25
49826,91,13:50:26
49827,93,13:50:27
49828,97,13:50:28
49829,97,13:50:29
49830,104,13:50:30
49831,105,13:50:31
49832,105,13:50:32
49833,103,13:50:33
49834,103,13:50:34
49835,102,13:50:35
49836,103,13:50:36
49837,103,13:50:37
49838,100,13:50:38
49839,100,13:50:39
49840,103,13:50:40
49841,106,13:50:41
49842,107,13:50:42
49843,105,13:50:43
49844,105,13:50:44
49845,102,13:50:45
49846,100,13:50:46
49847,100,13:50:47
49848,100,13:50:48
49849,101,13:50:49
49850,102,13:50:50
49851,102,13:50:51
49852,103,13:50:52
49853,109,13:50:53
49854,109,13:50:54
49855,112,13:50:55
49856,112,13:50:56
49857,113,13:50:57
49858,110,13:50:58
49859,110,13:50:59
49860,106,13:51:00
49861,105,13:51:01
49862,105,13:51:02
49863,106,13:51:03
49864,106,13:51:04
49865,112,13:51:05
49866,114,13:51:06
49867,114,13:51:07
49868,112,13:51:08
49869,111,13:51:09
49870,111,13:51:10
49871,103,13:51:11
49872,93,13:51:12
49873,93,13:51:13
49874,93,13:51:14
49875,95,13:51:15
49876,100,13:51:16
49877,100,13:51:17
49878,113,13:51:18
49879,114,13:51:19
49880,114,13:51:20
49881,114,13:51:21
49882,113,13:51:22
49883,113,13:51:23
49884,107,13:51:24
49885,107,13:51:25
49886,107,13:51:26
49887,106,13:51:27
49888,106,13:51:28
49889,107,13:51:29
49890,107,13:51:30
49891,107,13:51:31
49892,106,13:51:32
49893,106,13:51:33
49894,99,13:51:34
49895,96,13:51:35
49896,96,13:51:36
49897,92,13:51:37
49898,92,13:51:38
49899,92,13:51:39
49900,93,13:51:40
49901,93,13:51:41
49902,97,13:51:42
49903,97,13:51:43
49904,99,13:51:44
49905,97,13:51:45
49906,96,13:51:46
49907,95,13:51:47
49908,95,13:51:48
49909,95,13:51:49
49910,93,13:51:50
49911,93,13:51:51
49912,94,13:51:52
49913,94,13:51:53
49914,94,13:51:54
49915,97,13:51:55
49916,97,13:51:56
49917,97,13:51:57
49918,97,13:51:58
49919,97,13:51:59
49920,94,13:52:00
49921,93,13:52:01
