Seconds Since Midnight,Heartbeat,Time HH:MM:SS
56700,76,15:45:00
56701,80,15:45:01
56702,80,15:45:02
56703,88,15:45:03
56704,88,15:45:04
56705,88,15:45:05
56706,88,15:45:06
56707,88,15:45:07
56708,88,15:45:08
56709,88,15:45:09
56710,89,15:45:10
56711,89,15:45:11
56712,91,15:45:12
56713,91,15:45:13
56714,91,15:45:14
56715,90,15:45:15
56716,89,15:45:16
56717,89,15:45:17
56718,84,15:45:18
56719,84,15:45:19
56720,84,15:45:20
56721,84,15:45:21
56722,83,15:45:22
56723,83,15:45:23
56724,83,15:45:24
56725,83,15:45:25
56726,83,15:45:26
56727,85,15:45:27
56728,85,15:45:28
56729,87,15:45:29
56730,87,15:45:30
56731,87,15:45:31
56732,88,15:45:32
56733,88,15:45:33
56734,92,15:45:34
56735,94,15:45:35
56736,94,15:45:36
56737,95,15:45:37
56738,94,15:45:38
56739,94,15:45:39
56740,94,15:45:40
56741,94,15:45:41
56742,95,15:45:42
56743,93,15:45:43
56744,93,15:45:44
56745,87,15:45:45
56746,87,15:45:46
56747,87,15:45:47
56748,88,15:45:48
56749,88,15:45:49
56750,88,15:45:50
56751,89,15:45:51
56752,89,15:45:52
56753,90,15:45:53
56754,90,15:45:54
56755,91,15:45:55
56756,91,15:45:56
56757,90,15:45:57
56758,92,15:45:58
56759,94,15:45:59
56760,94,15:46:00
56761,100,15:46:01
56762,100,15:46:02
56763,100,15:46:03
56764,102,15:46:04
56765,102,15:46:05
56766,100,15:46:06
56767,100,15:46:07
56768,99,15:46:08
56769,100,15:46:09
56770,101,15:46:10
56771,101,15:46:11
56772,101,15:46:12
56773,105,15:46:13
56774,106,15:46:14
56775,106,15:46:15
56776,105,15:46:16
56777,96,15:46:17
56778,96,15:46:18
56779,96,15:46:19
56780,96,15:46:20
56781,100,15:46:21
56782,100,15:46:22
56783,99,15:46:23
56784,99,15:46:24
56785,96,15:46:25
56786,96,15:46:26
56787,95,15:46:27
56788,95,15:46:28
56789,94,15:46:29
56790,98,15:46:30
56791,98,15:46:31
56792,101,15:46:32
56793,104,15:46:33
56794,104,15:46:34
56795,104,15:46:35
56796,103,15:46:36
56797,103,15:46:37
56798,103,15:46:38
56799,98,15:46:39
56800,99,15:46:40
56801,101,15:46:41
