Seconds Since Midnight,Heartbeat,Time HH:MM:SS
37200,112,10:20:00
37201,111,10:20:01
37202,111,10:20:02
37203,109,10:20:03
37204,108,10:20:04
37205,108,10:20:05
37206,106,10:20:06
37207,106,10:20:07
37208,107,10:20:08
37209,107,10:20:09
37210,105,10:20:10
37211,104,10:20:11
37212,104,10:20:12
37213,105,10:20:13
37214,105,10:20:14
37215,106,10:20:15
37216,106,10:20:16
37217,106,10:20:17
37218,105,10:20:18
37219,105,10:20:19
37220,105,10:20:20
37221,102,10:20:21
37222,102,10:20:22
37223,101,10:20:23
37224,101,10:20:24
37225,101,10:20:25
37226,101,10:20:26
37227,100,10:20:27
37228,98,10:20:28
37229,98,10:20:29
37230,94,10:20:30
37231,94,10:20:31
37232,94,10:20:32
37233,101,10:20:33
37234,103,10:20:34
37235,103,10:20:35
37236,104,10:20:36
37237,104,10:20:37
37238,95,10:20:38
37239,95,10:20:39
37240,95,10:20:40
37241,101,10:20:41
37242,102,10:20:42
37243,102,10:20:43
37244,103,10:20:44
37245,103,10:20:45
37246,101,10:20:46
37247,99,10:20:47
37248,99,10:20:48
37249,96,10:20:49
37250,98,10:20:50
37251,98,10:20:51
37252,99,10:20:52
37253,99,10:20:53
37254,99,10:20:54
37255,99,10:20:55
37256,100,10:20:56
37257,100,10:20:57
37258,97,10:20:58
37259,96,10:20:59
37260,96,10:21:00
37261,98,10:21:01
37262,99,10:21:02
37263,99,10:21:03
37264,98,10:21:04
37265,98,10:21:05
37266,98,10:21:06
37267,98,10:21:07
37268,102,10:21:08
37269,102,10:21:09
37270,102,10:21:10
37271,100,10:21:11
37272,98,10:21:12
37273,98,10:21:13
37274,98,10:21:14
37275,107,10:21:15
37276,107,10:21:16
37277,107,10:21:17
37278,103,10:21:18
37279,103,10:21:19
37280,103,10:21:20
37281,101,10:21:21
37282,101,10:21:22
37283,107,10:21:23
37284,108,10:21:24
37285,110,10:21:25
37286,110,10:21:26
37287,110,10:21:27
37288,100,10:21:28
37289,100,10:21:29
37290,95,10:21:30
37291,96,10:21:31
37292,96,10:21:32
37293,97,10:21:33
37294,93,10:21:34
37295,93,10:21:35
37296,93,10:21:36
37297,92,10:21:37
37298,92,10:21:38
37299,97,10:21:39
37300,103,10:21:40
37301,105,10:21:41
37302,105,10:21:42
37303,106,10:21:43
37304,106,10:21:44
37305,100,10:21:45
37306,98,10:21:46
37307,98,10:21:47
37308,100,10:21:48
37309,100,10:21:49
37310,102,10:21:50
37311,102,10:21:51
37312,107,10:21:52
37313,107,10:21:53
37314,108,10:21:54
37315,108,10:21:55
37316,111,10:21:56
37317,111,10:21:57
37318,112,10:21:58
37319,112,10:21:59
37320,112,10:22:00
37321,111,10:22:01
37322,111,10:22:02
37323,111,10:22:03
37324,113,10:22:04
37325,113,10:22:05
37326,110,10:22:06
37327,110,10:22:07
37328,106,10:22:08
37329,106,10:22:09
37330,101,10:22:10
37331,101,10:22:11
37332,101,10:22:12
37333,102,10:22:13
37334,102,10:22:14
37335,102,10:22:15
37336,102,10:22:16
37337,102,10:22:17
37338,103,10:22:18
37339,103,10:22:19
37340,100,10:22:20
37341,100,10:22:21
37342,101,10:22:22
37343,101,10:22:23
37344,108,10:22:24
37345,109,10:22:25
37346,109,10:22:26
37347,110,10:22:27
37348,110,10:22:28
37349,110,10:22:29
37350,110,10:22:30
37351,111,10:22:31
37352,111,10:22:32
37353,114,10:22:33
37354,114,10:22:34
37355,112,10:22:35
37356,112,10:22:36
37357,109,10:22:37
37358,109,10:22:38
37359,109,10:22:39
37360,109,10:22:40
37361,109,10:22:41
37362,110,10:22:42
37363,110,10:22:43
37364,112,10:22:44
37365,112,10:22:45
37366,112,10:22:46
37367,111,10:22:47
37368,111,10:22:48
37369,108,10:22:49
37370,109,10:22:50
37371,109,10:22:51
37372,110,10:22:52
