Seconds Since Midnight,Heartbeat,Time HH:MM:SS
35507,81,9:51:47
35508,81,9:51:48
35509,83,9:51:49
35510,83,9:51:50
35511,83,9:51:51
35512,83,9:51:52
35513,83,9:51:53
35514,84,9:51:54
35515,84,9:51:55
35516,85,9:51:56
35517,86,9:51:57
35518,86,9:51:58
35519,91,9:51:59
35520,91,9:52:00
35521,92,9:52:01
35522,88,9:52:02
35523,88,9:52:03
35524,88,9:52:04
35525,91,9:52:05
35526,91,9:52:06
35527,91,9:52:07
35528,89,9:52:08
35529,89,9:52:09
35530,90,9:52:10
35531,90,9:52:11
35532,90,9:52:12
35533,90,9:52:13
35534,90,9:52:14
35535,93,9:52:15
35536,94,9:52:16
35537,95,9:52:17
35538,95,9:52:18
35539,97,9:52:19
35540,97,9:52:20
35541,98,9:52:21
35542,99,9:52:22
35543,101,9:52:23
35544,99,9:52:24
35545,99,9:52:25
35546,83,9:52:26
35547,83,9:52:27
35548,83,9:52:28
35549,88,9:52:29
35550,88,9:52:30
35551,91,9:52:31
35552,91,9:52:32
35553,91,9:52:33
35554,93,9:52:34
35555,93,9:52:35
35556,96,9:52:36
35557,96,9:52:37
35558,100,9:52:38
35559,100,9:52:39
35560,105,9:52:40
35561,105,9:52:41
35562,102,9:52:42
35563,102,9:52:43
35564,88,9:52:44
35565,88,9:52:45
35566,88,9:52:46
35567,90,9:52:47
35568,90,9:52:48
35569,94,9:52:49
35570,94,9:52:50
35571,96,9:52:51
35572,99,9:52:52
35573,99,9:52:53
35574,99,9:52:54
35575,99,9:52:55
35576,90,9:52:56
35577,87,9:52:57
35578,87,9:52:58
35579,89,9:52:59
35580,89,9:53:00
35581,93,9:53:01
35582,93,9:53:02
35583,97,9:53:03
35584,99,9:53:04
35585,98,9:53:05
35586,96,9:53:06
35587,95,9:53:07
35588,95,9:53:08
35589,94,9:53:09
35590,95,9:53:10
35591,96,9:53:11
35592,96,9:53:12
35593,95,9:53:13
35594,91,9:53:14
35595,91,9:53:15
35596,92,9:53:16
35597,94,9:53:17
35598,94,9:53:18
35599,94,9:53:19
35600,95,9:53:20
35601,95,9:53:21
35602,95,9:53:22
35603,91,9:53:23
35604,91,9:53:24
35605,86,9:53:25
35606,81,9:53:26
35607,81,9:53:27
35608,81,9:53:28
35609,82,9:53:29
35610,82,9:53:30
35611,83,9:53:31
35612,83,9:53:32
35613,85,9:53:33
35614,85,9:53:34
35615,84,9:53:35
35616,86,9:53:36
35617,86,9:53:37
35618,90,9:53:38
35619,90,9:53:39
35620,93,9:53:40
35621,92,9:53:41
35622,91,9:53:42
35623,91,9:53:43
35624,86,9:53:44
35625,85,9:53:45
35626,85,9:53:46
35627,87,9:53:47
35628,89,9:53:48
35629,89,9:53:49
35630,92,9:53:50
35631,94,9:53:51
35632,94,9:53:52
35633,92,9:53:53
35634,92,9:53:54
35635,92,9:53:55
35636,87,9:53:56
35637,83,9:53:57
35638,83,9:53:58
35639,81,9:53:59
35640,80,9:54:00
35641,80,9:54:01
35642,80,9:54:02
35643,80,9:54:03
35644,81,9:54:04
35645,81,9:54:05
35646,81,9:54:06
35647,79,9:54:07
35648,78,9:54:08
35649,78,9:54:09
35650,77,9:54:10
35651,77,9:54:11
35652,77,9:54:12
35653,77,9:54:13
35654,77,9:54:14
35655,77,9:54:15
35656,77,9:54:16
35657,78,9:54:17
35658,78,9:54:18
35659,80,9:54:19
35660,80,9:54:20
35661,80,9:54:21
35662,81,9:54:22
35663,82,9:54:23
35664,82,9:54:24
35665,82,9:54:25
35666,82,9:54:26
35667,82,9:54:27
35668,82,9:54:28
35669,84,9:54:29
35670,85,9:54:30
35671,86,9:54:31
35672,86,9:54:32
35673,88,9:54:33
35674,91,9:54:34
35675,91,9:54:35
35676,94,9:54:36
35677,94,9:54:37
35678,95,9:54:38
35679,95,9:54:39
35680,93,9:54:40
35681,89,9:54:41
35682,89,9:54:42
35683,89,9:54:43
35684,91,9:54:44
35685,91,9:54:45
35686,91,9:54:46
35687,97,9:54:47
35688,95,9:54:48
35689,91,9:54:49
35690,91,9:54:50
35691,89,9:54:51
35692,88,9:54:52
35693,88,9:54:53
35694,89,9:54:54
35695,90,9:54:55
35696,90,9:54:56
35697,92,9:54:57
35698,93,9:54:58
35699,93,9:54:59
35700,96,9:55:00
35701,96,9:55:01
35702,99,9:55:02
35703,99,9:55:03
35704,98,9:55:04
35705,98,9:55:05
35706,97,9:55:06
35707,93,9:55:07
35708,93,9:55:08
35709,91,9:55:09
35710,92,9:55:10
35711,92,9:55:11
35712,92,9:55:12
35713,96,9:55:13
35714,98,9:55:14
35715,98,9:55:15
35716,98,9:55:16
35717,98,9:55:17
35718,86,9:55:18
35719,84,9:55:19
35720,84,9:55:20
35721,85,9:55:21
35722,85,9:55:22
35723,87,9:55:23
35724,86,9:55:24
35725,86,9:55:25
35726,85,9:55:26
35727,85,9:55:27
35728,83,9:55:28
35729,83,9:55:29
35730,83,9:55:30
35731,83,9:55:31
35732,87,9:55:32
35733,87,9:55:33
35734,89,9:55:34
35735,90,9:55:35
35736,91,9:55:36
35737,91,9:55:37
35738,93,9:55:38
35739,93,9:55:39
35740,93,9:55:40
35741,92,9:55:41
35742,91,9:55:42
35743,91,9:55:43
35744,91,9:55:44
35745,84,9:55:45
35746,84,9:55:46
35747,84,9:55:47
35748,84,9:55:48
35749,88,9:55:49
35750,89,9:55:50
35751,86,9:55:51
35752,86,9:55:52
35753,82,9:55:53
35754,83,9:55:54
35755,85,9:55:55
35756,85,9:55:56
35757,88,9:55:57
35758,88,9:55:58
35759,89,9:55:59
35760,89,9:56:00
35761,93,9:56:01
35762,94,9:56:02
35763,94,9:56:03
35764,94,9:56:04
35765,93,9:56:05
35766,89,9:56:06
35767,89,9:56:07
35768,89,9:56:08
35769,90,9:56:09
35770,96,9:56:10
35771,98,9:56:11
35772,100,9:56:12
35773,99,9:56:13
35774,96,9:56:14
35775,96,9:56:15
35776,94,9:56:16
35777,94,9:56:17
35778,94,9:56:18
35779,98,9:56:19
35780,94,9:56:20
35781,94,9:56:21
35782,90,9:56:22
35783,87,9:56:23
35784,87,9:56:24
35785,87,9:56:25
35786,88,9:56:26
35787,88,9:56:27
35788,88,9:56:28
35789,88,9:56:29
35790,88,9:56:30
35791,88,9:56:31
35792,87,9:56:32
35793,87,9:56:33
35794,88,9:56:34
35795,88,9:56:35
35796,88,9:56:36
35797,86,9:56:37
35798,86,9:56:38
35799,88,9:56:39
35800,88,9:56:40
35801,88,9:56:41
35802,91,9:56:42
35803,89,9:56:43
35804,89,9:56:44
35805,86,9:56:45
35806,86,9:56:46
35807,86,9:56:47
35808,91,9:56:48
35809,91,9:56:49
35810,93,9:56:50
35811,92,9:56:51
35812,92,9:56:52
35813,91,9:56:53
35814,91,9:56:54
35815,91,9:56:55
35816,91,9:56:56
35817,91,9:56:57
35818,91,9:56:58
35819,91,9:56:59
35820,87,9:57:00
35821,86,9:57:01
35822,87,9:57:02
35823,87,9:57:03
35824,87,9:57:04
35825,89,9:57:05
35826,89,9:57:06
35827,90,9:57:07
35828,90,9:57:08
35829,83,9:57:09
35830,83,9:57:10
35831,81,9:57:11
35832,83,9:57:12
35833,83,9:57:13
35834,83,9:57:14
35835,93,9:57:15
35836,93,9:57:16
35837,95,9:57:17
35838,95,9:57:18
35839,95,9:57:19
35840,101,9:57:20
35841,101,9:57:21
35842,105,9:57:22
35843,105,9:57:23
35844,105,9:57:24
35845,106,9:57:25
35846,108,9:57:26
35847,108,9:57:27
35848,111,9:57:28
35849,111,9:57:29
35850,111,9:57:30
35851,113,9:57:31
35852,113,9:57:32
35853,115,9:57:33
35854,114,9:57:34
35855,113,9:57:35
35856,113,9:57:36
35857,113,9:57:37
35858,113,9:57:38
35859,113,9:57:39
35860,113,9:57:40
35861,111,9:57:41
35862,111,9:57:42
35863,102,9:57:43
35864,102,9:57:44
35865,97,9:57:45
35866,97,9:57:46
35867,97,9:57:47
35868,94,9:57:48
35869,94,9:57:49
35870,94,9:57:50
35871,94,9:57:51
35872,99,9:57:52
35873,99,9:57:53
35874,101,9:57:54
35875,102,9:57:55
35876,101,9:57:56
35877,101,9:57:57
35878,100,9:57:58
35879,100,9:57:59
35880,95,9:58:00
35881,94,9:58:01
35882,94,9:58:02
35883,94,9:58:03
35884,91,9:58:04
35885,91,9:58:05
35886,91,9:58:06
35887,91,9:58:07
35888,95,9:58:08
35889,95,9:58:09
35890,100,9:58:10
35891,100,9:58:11
35892,100,9:58:12
35893,101,9:58:13
35894,101,9:58:14
35895,98,9:58:15
35896,97,9:58:16
35897,97,9:58:17
35898,96,9:58:18
35899,95,9:58:19
35900,95,9:58:20
35901,95,9:58:21
35902,98,9:58:22
35903,98,9:58:23
35904,104,9:58:24
35905,104,9:58:25
35906,105,9:58:26
35907,101,9:58:27
35908,101,9:58:28
35909,80,9:58:29
35910,80,9:58:30
35911,79,9:58:31
35912,80,9:58:32
35913,80,9:58:33
35914,80,9:58:34
35915,82,9:58:35
35916,85,9:58:36
35917,87,9:58:37
35918,87,9:58:38
35919,90,9:58:39
35920,92,9:58:40
35921,96,9:58:41
35922,96,9:58:42
35923,96,9:58:43
35924,99,9:58:44
35925,99,9:58:45
35926,95,9:58:46
35927,95,9:58:47
35928,94,9:58:48
35929,92,9:58:49
35930,92,9:58:50
35931,92,9:58:51
35932,88,9:58:52
35933,88,9:58:53
35934,87,9:58:54
35935,87,9:58:55
35936,87,9:58:56
35937,88,9:58:57
35938,90,9:58:58
35939,93,9:58:59
35940,93,9:59:00
35941,93,9:59:01
35942,89,9:59:02
35943,89,9:59:03
35944,90,9:59:04
35945,90,9:59:05
35946,93,9:59:06
35947,93,9:59:07
35948,94,9:59:08
35949,93,9:59:09
35950,93,9:59:10
35951,93,9:59:11
35952,94,9:59:12
35953,97,9:59:13
35954,97,9:59:14
35955,97,9:59:15
35956,99,9:59:16
35957,94,9:59:17
35958,93,9:59:18
35959,93,9:59:19
35960,93,9:59:20
35961,94,9:59:21
35962,94,9:59:22
