Seconds Since Midnight,Heartbeat,Time HH:MM:SS
49800,98,13:50:00
49801,98,13:50:01
49802,101,13:50:02
49803,101,13:50:03
49804,101,13:50:04
49805,101,13:50:05
49806,99,13:50:06
49807,99,13:50:07
49808,99,13:50:08
49809,100,13:50:09
49810,101,13:50:10
49811,101,13:50:11
49812,106,13:50:12
49813,106,13:50:13
49814,108,13:50:14
49815,108,13:50:15
49816,108,13:50:16
49817,110,13:50:17
49818,109,13:50:18
49819,109,13:50:19
49820,109,13:50:20
49821,109,13:50:21
49822,111,13:50:22
49823,112,13:50:23
49824,114,13:50:24
49825,115,13:50:25
49826,115,13:50:26
49827,109,13:50:27
49828,109,13:50:28
49829,109,13:50:29
49830,92,13:50:30
49831,92,13:50:31
49832,93,13:50:32
49833,95,13:50:33
49834,97,13:50:34
49835,99,13:50:35
49836,99,13:50:36
49837,103,13:50:37
49838,99,13:50:38
49839,99,13:50:39
49840,100,13:50:40
49841,100,13:50:41
49842,95,13:50:42
49843,95,13:50:43
49844,95,13:50:44
49845,95,13:50:45
49846,99,13:50:46
49847,99,13:50:47
49848,105,13:50:48
49849,105,13:50:49
49850,106,13:50:50
49851,106,13:50:51
49852,110,13:50:52
49853,110,13:50:53
49854,114,13:50:54
49855,117,13:50:55
49856,117,13:50:56
49857,119,13:50:57
49858,119,13:50:58
49859,116,13:50:59
49860,116,13:51:00
49861,113,13:51:01
49862,109,13:51:02
49863,109,13:51:03
49864,109,13:51:04
49865,107,13:51:05
49866,109,13:51:06
49867,109,13:51:07
49868,109,13:51:08
49869,115,13:51:09
49870,121,13:51:10
49871,121,13:51:11
49872,124,13:51:12
49873,124,13:51:13
49874,124,13:51:14
49875,124,13:51:15
49876,121,13:51:16
49877,117,13:51:17
49878,117,13:51:18
49879,114,13:51:19
49880,114,13:51:20
49881,114,13:51:21
49882,114,13:51:22
49883,119,13:51:23
49884,119,13:51:24
49885,119,13:51:25
49886,128,13:51:26
49887,128,13:51:27
49888,130,13:51:28
49889,130,13:51:29
49890,130,13:51:30
49891,128,13:51:31
49892,127,13:51:32
49893,127,13:51:33
49894,108,13:51:34
49895,108,13:51:35
49896,109,13:51:36
49897,109,13:51:37
49898,111,13:51:38
49899,115,13:51:39
49900,115,13:51:40
49901,118,13:51:41
49902,119,13:51:42
49903,119,13:51:43
49904,120,13:51:44
49905,119,13:51:45
49906,119,13:51:46
49907,119,13:51:47
49908,119,13:51:48
49909,119,13:51:49
49910,119,13:51:50
49911,118,13:51:51
49912,118,13:51:52
49913,115,13:51:53
49914,115,13:51:54
49915,116,13:51:55
49916,118,13:51:56
49917,118,13:51:57
49918,120,13:51:58
49919,120,13:51:59
49920,120,13:52:00
49921,120,13:52:01
49922,118,13:52:02
49923,118,13:52:03
49924,118,13:52:04
49925,120,13:52:05
49926,120,13:52:06
49927,121,13:52:07
49928,122,13:52:08
49929,123,13:52:09
49930,123,13:52:10
49931,123,13:52:11
49932,128,13:52:12
49933,128,13:52:13
49934,132,13:52:14
49935,131,13:52:15
49936,128,13:52:16
49937,128,13:52:17
49938,125,13:52:18
49939,121,13:52:19
49940,117,13:52:20
49941,117,13:52:21
49942,116,13:52:22
49943,116,13:52:23
49944,119,13:52:24
49945,119,13:52:25
49946,120,13:52:26
49947,119,13:52:27
49948,119,13:52:28
49949,119,13:52:29
49950,119,13:52:30
49951,120,13:52:31
49952,120,13:52:32
49953,119,13:52:33
49954,119,13:52:34
49955,121,13:52:35
49956,122,13:52:36
49957,123,13:52:37
49958,123,13:52:38
49959,122,13:52:39
49960,122,13:52:40
49961,123,13:52:41
49962,123,13:52:42
49963,121,13:52:43
49964,120,13:52:44
49965,120,13:52:45
49966,119,13:52:46
49967,119,13:52:47
49968,119,13:52:48
49969,124,13:52:49
49970,124,13:52:50
49971,124,13:52:51
49972,124,13:52:52
49973,124,13:52:53
49974,122,13:52:54
49975,122,13:52:55
49976,118,13:52:56
49977,117,13:52:57
49978,117,13:52:58
49979,117,13:52:59
49980,117,13:53:00
49981,118,13:53:01
49982,116,13:53:02
49983,116,13:53:03
49984,116,13:53:04
49985,118,13:53:05
49986,117,13:53:06
49987,117,13:53:07
49988,117,13:53:08
49989,115,13:53:09
49990,115,13:53:10
49991,116,13:53:11
49992,116,13:53:12
49993,116,13:53:13
49994,114,13:53:14
49995,114,13:53:15
49996,116,13:53:16
49997,116,13:53:17
49998,116,13:53:18
49999,116,13:53:19
50000,109,13:53:20
50001,109,13:53:21
50002,109,13:53:22
50003,109,13:53:23
50004,108,13:53:24
50005,108,13:53:25
50006,108,13:53:26
50007,108,13:53:27
50008,105,13:53:28
50009,105,13:53:29
50010,101,13:53:30
50011,101,13:53:31
50012,101,13:53:32
50013,104,13:53:33
50014,106,13:53:34
50015,105,13:53:35
50016,105,13:53:36
50017,102,13:53:37
50018,102,13:53:38
50019,102,13:53:39
50020,102,13:53:40
50021,106,13:53:41
50022,105,13:53:42
50023,107,13:53:43
50024,107,13:53:44
50025,109,13:53:45
50026,111,13:53:46
50027,111,13:53:47
50028,117,13:53:48
50029,117,13:53:49
50030,122,13:53:50
50031,122,13:53:51
50032,123,13:53:52
50033,123,13:53:53
50034,123,13:53:54
50035,122,13:53:55
50036,122,13:53:56
50037,102,13:53:57
50038,106,13:53:58
50039,106,13:53:59
50040,110,13:54:00
50041,110,13:54:01
50042,107,13:54:02
50043,102,13:54:03
50044,102,13:54:04
50045,98,13:54:05
50046,99,13:54:06
50047,99,13:54:07
50048,99,13:54:08
50049,98,13:54:09
50050,96,13:54:10
50051,95,13:54:11
50052,95,13:54:12
50053,93,13:54:13
50054,94,13:54:14
50055,94,13:54:15
50056,94,13:54:16
50057,94,13:54:17
50058,91,13:54:18
50059,91,13:54:19
50060,88,13:54:20
50061,91,13:54:21
50062,91,13:54:22
50063,94,13:54:23
50064,94,13:54:24
50065,90,13:54:25
50066,90,13:54:26
50067,87,13:54:27
50068,87,13:54:28
50069,90,13:54:29
50070,90,13:54:30
50071,90,13:54:31
50072,89,13:54:32
50073,89,13:54:33
50074,91,13:54:34
50075,92,13:54:35
50076,92,13:54:36
50077,91,13:54:37
50078,93,13:54:38
50079,93,13:54:39
50080,93,13:54:40
50081,93,13:54:41
50082,89,13:54:42
50083,89,13:54:43
50084,89,13:54:44
50085,93,13:54:45
50086,94,13:54:46
50087,94,13:54:47
50088,95,13:54:48
50089,97,13:54:49
50090,98,13:54:50
50091,101,13:54:51
50092,101,13:54:52
50093,101,13:54:53
50094,100,13:54:54
50095,100,13:54:55
50096,101,13:54:56
50097,101,13:54:57
50098,102,13:54:58
50099,107,13:54:59
50100,107,13:55:00
50101,107,13:55:01
50102,108,13:55:02
50103,108,13:55:03
50104,103,13:55:04
50105,103,13:55:05
50106,105,13:55:06
50107,104,13:55:07
50108,103,13:55:08
50109,102,13:55:09
50110,104,13:55:10
50111,104,13:55:11
50112,105,13:55:12
50113,105,13:55:13
50114,92,13:55:14
50115,91,13:55:15
50116,91,13:55:16
50117,91,13:55:17
50118,95,13:55:18
50119,97,13:55:19
50120,98,13:55:20
50121,100,13:55:21
50122,100,13:55:22
50123,100,13:55:23
50124,99,13:55:24
50125,99,13:55:25
50126,98,13:55:26
50127,97,13:55:27
50128,93,13:55:28
50129,91,13:55:29
50130,91,13:55:30
50131,91,13:55:31
50132,92,13:55:32
50133,92,13:55:33
50134,93,13:55:34
50135,92,13:55:35
50136,93,13:55:36
50137,93,13:55:37
50138,94,13:55:38
50139,94,13:55:39
50140,95,13:55:40
50141,95,13:55:41
50142,95,13:55:42
50143,95,13:55:43
50144,96,13:55:44
50145,96,13:55:45
50146,96,13:55:46
50147,96,13:55:47
50148,96,13:55:48
50149,96,13:55:49
50150,95,13:55:50
50151,94,13:55:51
50152,93,13:55:52
50153,93,13:55:53
50154,94,13:55:54
50155,94,13:55:55
50156,97,13:55:56
50157,98,13:55:57
50158,98,13:55:58
50159,101,13:55:59
50160,101,13:56:00
50161,101,13:56:01
50162,100,13:56:02
50163,100,13:56:03
50164,97,13:56:04
50165,97,13:56:05
50166,99,13:56:06
50167,99,13:56:07
50168,102,13:56:08
50169,104,13:56:09
50170,104,13:56:10
50171,103,13:56:11
50172,102,13:56:12
50173,100,13:56:13
50174,98,13:56:14
50175,98,13:56:15
50176,97,13:56:16
50177,97,13:56:17
50178,98,13:56:18
50179,98,13:56:19
50180,98,13:56:20
50181,99,13:56:21
50182,99,13:56:22
50183,100,13:56:23
50184,100,13:56:24
50185,102,13:56:25
50186,104,13:56:26
50187,104,13:56:27
50188,104,13:56:28
50189,104,13:56:29
50190,104,13:56:30
50191,104,13:56:31
50192,102,13:56:32
50193,102,13:56:33
50194,100,13:56:34
50195,100,13:56:35
50196,98,13:56:36
50197,97,13:56:37
50198,96,13:56:38
50199,96,13:56:39
50200,94,13:56:40
50201,94,13:56:41
50202,94,13:56:42
50203,94,13:56:43
50204,93,13:56:44
50205,93,13:56:45
50206,93,13:56:46
50207,95,13:56:47
50208,95,13:56:48
50209,96,13:56:49
50210,98,13:56:50
50211,97,13:56:51
50212,92,13:56:52
50213,90,13:56:53
50214,90,13:56:54
50215,91,13:56:55
50216,91,13:56:56
50217,94,13:56:57
50218,95,13:56:58
50219,93,13:56:59
50220,93,13:57:00
50221,91,13:57:01
50222,93,13:57:02
50223,93,13:57:03
50224,96,13:57:04
50225,96,13:57:05
50226,96,13:57:06
50227,96,13:57:07
50228,96,13:57:08
50229,96,13:57:09
50230,96,13:57:10
50231,98,13:57:11
50232,99,13:57:12
50233,99,13:57:13
50234,101,13:57:14
50235,102,13:57:15
50236,103,13:57:16
50237,103,13:57:17
50238,103,13:57:18
50239,104,13:57:19
50240,105,13:57:20
50241,105,13:57:21
50242,101,13:57:22
50243,97,13:57:23
50244,95,13:57:24
50245,95,13:57:25
50246,95,13:57:26
50247,95,13:57:27
50248,95,13:57:28
50249,95,13:57:29
50250,97,13:57:30
50251,97,13:57:31
50252,97,13:57:32
50253,98,13:57:33
50254,98,13:57:34
50255,97,13:57:35
50256,98,13:57:36
50257,99,13:57:37
50258,99,13:57:38
50259,100,13:57:39
50260,104,13:57:40
50261,105,13:57:41
50262,106,13:57:42
50263,106,13:57:43
50264,107,13:57:44
50265,106,13:57:45
50266,106,13:57:46
50267,106,13:57:47
50268,107,13:57:48
50269,107,13:57:49
50270,107,13:57:50
50271,108,13:57:51
50272,108,13:57:52
50273,108,13:57:53
50274,108,13:57:54
50275,101,13:57:55
50276,101,13:57:56
50277,98,13:57:57
50278,98,13:57:58
50279,98,13:57:59
50280,100,13:58:00
50281,102,13:58:01
50282,102,13:58:02
50283,104,13:58:03
50284,103,13:58:04
50285,103,13:58:05
50286,103,13:58:06
50287,103,13:58:07
50288,101,13:58:08
50289,101,13:58:09
50290,98,13:58:10
50291,98,13:58:11
50292,98,13:58:12
50293,98,13:58:13
50294,99,13:58:14
50295,99,13:58:15
50296,100,13:58:16
50297,100,13:58:17
50298,101,13:58:18
50299,101,13:58:19
50300,102,13:58:20
50301,103,13:58:21
50302,103,13:58:22
50303,107,13:58:23
50304,109,13:58:24
50305,109,13:58:25
50306,101,13:58:26
50307,101,13:58:27
50308,96,13:58:28
50309,96,13:58:29
50310,98,13:58:30
50311,98,13:58:31
50312,99,13:58:32
50313,100,13:58:33
50314,100,13:58:34
50315,100,13:58:35
50316,98,13:58:36
50317,98,13:58:37
50318,97,13:58:38
50319,97,13:58:39
50320,99,13:58:40
50321,100,13:58:41
50322,100,13:58:42
50323,102,13:58:43
50324,103,13:58:44
50325,103,13:58:45
50326,105,13:58:46
50327,105,13:58:47
50328,104,13:58:48
50329,104,13:58:49
50330,101,13:58:50
50331,100,13:58:51
50332,100,13:58:52
50333,105,13:58:53
50334,105,13:58:54
50335,105,13:58:55
50336,107,13:58:56
50337,107,13:58:57
50338,107,13:58:58
50339,101,13:58:59
50340,101,13:59:00
50341,99,13:59:01
50342,99,13:59:02
50343,99,13:59:03
50344,99,13:59:04
50345,99,13:59:05
50346,99,13:59:06
50347,99,13:59:07
50348,94,13:59:08
50349,94,13:59:09
50350,93,13:59:10
50351,92,13:59:11
50352,92,13:59:12
50353,92,13:59:13
50354,92,13:59:14
50355,92,13:59:15
50356,92,13:59:16
50357,92,13:59:17
50358,94,13:59:18
50359,94,13:59:19
50360,93,13:59:20
50361,92,13:59:21
50362,92,13:59:22
50363,97,13:59:23
50364,97,13:59:24
50365,101,13:59:25
50366,107,13:59:26
50367,107,13:59:27
50368,107,13:59:28
50369,107,13:59:29
50370,101,13:59:30
50371,98,13:59:31
50372,98,13:59:32
50373,98,13:59:33
50374,97,13:59:34
50375,97,13:59:35
50376,100,13:59:36
50377,100,13:59:37
50378,101,13:59:38
50379,101,13:59:39
50380,102,13:59:40
50381,102,13:59:41
50382,105,13:59:42
50383,105,13:59:43
50384,105,13:59:44
50385,102,13:59:45
50386,100,13:59:46
50387,100,13:59:47
50388,96,13:59:48
50389,97,13:59:49
50390,100,13:59:50
50391,100,13:59:51
50392,100,13:59:52
50393,98,13:59:53
50394,97,13:59:54
50395,98,13:59:55
50396,100,13:59:56
50397,101,13:59:57
50398,101,13:59:58
50399,101,13:59:59
50400,103,14:00:00
50401,103,14:00:01
50402,102,14:00:02
50403,102,14:00:03
50404,103,14:00:04
50405,103,14:00:05
50406,103,14:00:06
50407,101,14:00:07
50408,101,14:00:08
50409,101,14:00:09
50410,102,14:00:10
50411,105,14:00:11
50412,105,14:00:12
50413,105,14:00:13
50414,105,14:00:14
50415,105,14:00:15
50416,105,14:00:16
50417,103,14:00:17
50418,103,14:00:18
50419,99,14:00:19
50420,99,14:00:20
50421,99,14:00:21
50422,98,14:00:22
50423,98,14:00:23
50424,101,14:00:24
50425,105,14:00:25
50426,105,14:00:26
50427,102,14:00:27
50428,102,14:00:28
50429,98,14:00:29
50430,95,14:00:30
50431,95,14:00:31
50432,93,14:00:32
50433,93,14:00:33
50434,96,14:00:34
50435,99,14:00:35
50436,99,14:00:36
50437,96,14:00:37
50438,93,14:00:38
50439,93,14:00:39
50440,90,14:00:40
50441,91,14:00:41
50442,93,14:00:42
50443,94,14:00:43
50444,94,14:00:44
50445,98,14:00:45
