Seconds Since Midnight,Heartbeat,Time HH:MM:SS
30300,105,8:25:00
30301,109,8:25:01
30302,113,8:25:02
30303,113,8:25:03
30304,119,8:25:04
30305,119,8:25:05
30306,121,8:25:06
30307,119,8:25:07
30308,119,8:25:08
30309,115,8:25:09
30310,115,8:25:10
30311,119,8:25:11
30312,118,8:25:12
30313,118,8:25:13
30314,117,8:25:14
30315,117,8:25:15
30316,117,8:25:16
30317,118,8:25:17
30318,115,8:25:18
30319,110,8:25:19
30320,110,8:25:20
30321,111,8:25:21
30322,112,8:25:22
30323,112,8:25:23
30324,112,8:25:24
30325,112,8:25:25
30326,114,8:25:26
30327,114,8:25:27
30328,117,8:25:28
30329,117,8:25:29
30330,118,8:25:30
30331,116,8:25:31
30332,114,8:25:32
30333,114,8:25:33
30334,109,8:25:34
30335,111,8:25:35
30336,111,8:25:36
30337,117,8:25:37
30338,118,8:25:38
30339,118,8:25:39
30340,119,8:25:40
30341,118,8:25:41
30342,115,8:25:42
30343,115,8:25:43
30344,115,8:25:44
30345,115,8:25:45
30346,117,8:25:46
30347,117,8:25:47
30348,117,8:25:48
30349,118,8:25:49
30350,118,8:25:50
30351,116,8:25:51
30352,116,8:25:52
30353,116,8:25:53
30354,110,8:25:54
30355,110,8:25:55
30356,112,8:25:56
30357,114,8:25:57
30358,114,8:25:58
30359,114,8:25:59
30360,110,8:26:00
30361,109,8:26:01
30362,113,8:26:02
30363,113,8:26:03
30364,113,8:26:04
30365,121,8:26:05
30366,121,8:26:06
30367,124,8:26:07
30368,129,8:26:08
30369,131,8:26:09
30370,131,8:26:10
30371,132,8:26:11
30372,132,8:26:12
30373,130,8:26:13
30374,130,8:26:14
30375,128,8:26:15
30376,124,8:26:16
30377,123,8:26:17
30378,123,8:26:18
30379,123,8:26:19
30380,125,8:26:20
30381,125,8:26:21
30382,125,8:26:22
30383,119,8:26:23
30384,119,8:26:24
30385,114,8:26:25
30386,114,8:26:26
30387,114,8:26:27
30388,114,8:26:28
30389,117,8:26:29
30390,119,8:26:30
30391,119,8:26:31
30392,121,8:26:32
30393,121,8:26:33
30394,121,8:26:34
30395,115,8:26:35
30396,115,8:26:36
30397,113,8:26:37
30398,114,8:26:38
30399,114,8:26:39
30400,118,8:26:40
30401,118,8:26:41
30402,121,8:26:42
30403,121,8:26:43
30404,121,8:26:44
30405,123,8:26:45
30406,123,8:26:46
30407,119,8:26:47
30408,119,8:26:48
30409,118,8:26:49
30410,113,8:26:50
30411,112,8:26:51
30412,112,8:26:52
30413,114,8:26:53
30414,114,8:26:54
30415,118,8:26:55
30416,120,8:26:56
30417,122,8:26:57
30418,120,8:26:58
30419,120,8:26:59
30420,119,8:27:00
30421,118,8:27:01
30422,118,8:27:02
30423,120,8:27:03
30424,120,8:27:04
30425,120,8:27:05
30426,120,8:27:06
30427,120,8:27:07
30428,119,8:27:08
30429,119,8:27:09
30430,116,8:27:10
30431,117,8:27:11
30432,117,8:27:12
30433,117,8:27:13
30434,110,8:27:14
