Seconds Since Midnight,Heartbeat,Time HH:MM:SS
37200,102,10:20:00
37201,106,10:20:01
37202,106,10:20:02
37203,108,10:20:03
37204,108,10:20:04
37205,108,10:20:05
37206,108,10:20:06
37207,108,10:20:07
37208,109,10:20:08
37209,109,10:20:09
37210,108,10:20:10
37211,108,10:20:11
37212,103,10:20:12
37213,103,10:20:13
37214,103,10:20:14
37215,100,10:20:15
37216,99,10:20:16
37217,99,10:20:17
37218,95,10:20:18
37219,95,10:20:19
37220,95,10:20:20
37221,99,10:20:21
37222,99,10:20:22
37223,107,10:20:23
37224,107,10:20:24
37225,108,10:20:25
37226,108,10:20:26
37227,108,10:20:27
37228,106,10:20:28
37229,103,10:20:29
37230,102,10:20:30
37231,102,10:20:31
37232,100,10:20:32
37233,100,10:20:33
37234,97,10:20:34
37235,97,10:20:35
37236,95,10:20:36
37237,97,10:20:37
37238,97,10:20:38
37239,98,10:20:39
37240,97,10:20:40
37241,96,10:20:41
37242,96,10:20:42
37243,96,10:20:43
37244,97,10:20:44
37245,96,10:20:45
37246,99,10:20:46
37247,99,10:20:47
37248,100,10:20:48
37249,100,10:20:49
37250,104,10:20:50
37251,104,10:20:51
37252,106,10:20:52
37253,106,10:20:53
37254,106,10:20:54
37255,100,10:20:55
37256,94,10:20:56
37257,94,10:20:57
37258,91,10:20:58
37259,91,10:20:59
37260,92,10:21:00
37261,92,10:21:01
37262,99,10:21:02
37263,99,10:21:03
37264,101,10:21:04
37265,102,10:21:05
37266,102,10:21:06
37267,104,10:21:07
37268,105,10:21:08
37269,105,10:21:09
37270,100,10:21:10
37271,100,10:21:11
37272,97,10:21:12
37273,96,10:21:13
37274,98,10:21:14
37275,98,10:21:15
37276,102,10:21:16
37277,102,10:21:17
37278,106,10:21:18
37279,106,10:21:19
37280,100,10:21:20
37281,100,10:21:21
37282,98,10:21:22
37283,98,10:21:23
37284,98,10:21:24
37285,99,10:21:25
37286,100,10:21:26
37287,103,10:21:27
37288,103,10:21:28
37289,105,10:21:29
37290,104,10:21:30
37291,104,10:21:31
37292,103,10:21:32
37293,103,10:21:33
37294,103,10:21:34
37295,98,10:21:35
37296,95,10:21:36
37297,94,10:21:37
37298,95,10:21:38
37299,95,10:21:39
37300,97,10:21:40
37301,99,10:21:41
37302,99,10:21:42
37303,99,10:21:43
37304,103,10:21:44
37305,105,10:21:45
37306,106,10:21:46
37307,107,10:21:47
37308,109,10:21:48
37309,109,10:21:49
37310,113,10:21:50
37311,114,10:21:51
37312,114,10:21:52
37313,106,10:21:53
37314,106,10:21:54
37315,94,10:21:55
37316,94,10:21:56
37317,96,10:21:57
37318,98,10:21:58
37319,101,10:21:59
37320,101,10:22:00
37321,104,10:22:01
37322,104,10:22:02
37323,107,10:22:03
37324,107,10:22:04
37325,107,10:22:05
37326,100,10:22:06
37327,99,10:22:07
37328,99,10:22:08
37329,103,10:22:09
37330,106,10:22:10
37331,108,10:22:11
37332,108,10:22:12
37333,109,10:22:13
37334,107,10:22:14
37335,109,10:22:15
37336,109,10:22:16
37337,111,10:22:17
37338,114,10:22:18
37339,114,10:22:19
37340,113,10:22:20
37341,113,10:22:21
37342,114,10:22:22
37343,114,10:22:23
37344,115,10:22:24
37345,115,10:22:25
37346,117,10:22:26
37347,116,10:22:27
37348,116,10:22:28
37349,99,10:22:29
37350,99,10:22:30
37351,98,10:22:31
37352,98,10:22:32
37353,100,10:22:33
37354,106,10:22:34
37355,106,10:22:35
37356,106,10:22:36
37357,107,10:22:37
37358,108,10:22:38
37359,108,10:22:39
37360,109,10:22:40
37361,105,10:22:41
37362,105,10:22:42
37363,105,10:22:43
37364,105,10:22:44
37365,105,10:22:45
37366,105,10:22:46
37367,105,10:22:47
37368,105,10:22:48
37369,104,10:22:49
37370,103,10:22:50
37371,102,10:22:51
37372,102,10:22:52
37373,104,10:22:53
37374,102,10:22:54
37375,99,10:22:55
37376,99,10:22:56
37377,99,10:22:57
37378,99,10:22:58
37379,99,10:22:59
37380,98,10:23:00
37381,98,10:23:01
37382,98,10:23:02
37383,97,10:23:03
37384,97,10:23:04
37385,99,10:23:05
37386,99,10:23:06
37387,99,10:23:07
37388,99,10:23:08
37389,101,10:23:09
37390,103,10:23:10
37391,106,10:23:11
37392,106,10:23:12
37393,108,10:23:13
37394,105,10:23:14
37395,105,10:23:15
37396,98,10:23:16
37397,98,10:23:17
37398,94,10:23:18
37399,93,10:23:19
37400,92,10:23:20
37401,92,10:23:21
37402,92,10:23:22
37403,92,10:23:23
37404,87,10:23:24
37405,87,10:23:25
37406,87,10:23:26
37407,87,10:23:27
37408,87,10:23:28
37409,87,10:23:29
37410,87,10:23:30
37411,88,10:23:31
37412,88,10:23:32
37413,88,10:23:33
37414,89,10:23:34
37415,89,10:23:35
37416,90,10:23:36
37417,92,10:23:37
37418,92,10:23:38
37419,91,10:23:39
37420,93,10:23:40
37421,93,10:23:41
37422,96,10:23:42
37423,98,10:23:43
37424,98,10:23:44
37425,98,10:23:45
37426,100,10:23:46
37427,100,10:23:47
37428,99,10:23:48
37429,99,10:23:49
37430,96,10:23:50
37431,95,10:23:51
37432,94,10:23:52
37433,94,10:23:53
37434,93,10:23:54
37435,92,10:23:55
37436,92,10:23:56
37437,92,10:23:57
37438,92,10:23:58
37439,91,10:23:59
37440,91,10:24:00
37441,91,10:24:01
37442,91,10:24:02
37443,91,10:24:03
37444,91,10:24:04
37445,91,10:24:05
37446,91,10:24:06
37447,91,10:24:07
37448,93,10:24:08
37449,93,10:24:09
37450,96,10:24:10
37451,95,10:24:11
37452,95,10:24:12
37453,85,10:24:13
37454,86,10:24:14
37455,88,10:24:15
37456,88,10:24:16
37457,83,10:24:17
37458,83,10:24:18
37459,81,10:24:19
37460,81,10:24:20
37461,81,10:24:21
37462,80,10:24:22
37463,80,10:24:23
37464,80,10:24:24
37465,78,10:24:25
37466,78,10:24:26
37467,80,10:24:27
37468,83,10:24:28
37469,85,10:24:29
37470,85,10:24:30
37471,89,10:24:31
37472,93,10:24:32
37473,93,10:24:33
37474,97,10:24:34
37475,98,10:24:35
37476,101,10:24:36
37477,101,10:24:37
37478,107,10:24:38
37479,107,10:24:39
37480,105,10:24:40
37481,105,10:24:41
37482,97,10:24:42
37483,97,10:24:43
37484,100,10:24:44
37485,100,10:24:45
37486,100,10:24:46
37487,100,10:24:47
37488,98,10:24:48
37489,96,10:24:49
37490,96,10:24:50
37491,94,10:24:51
37492,93,10:24:52
37493,93,10:24:53
37494,91,10:24:54
37495,91,10:24:55
37496,89,10:24:56
37497,84,10:24:57
37498,84,10:24:58
37499,82,10:24:59
37500,82,10:25:00
37501,82,10:25:01
37502,82,10:25:02
37503,81,10:25:03
37504,81,10:25:04
37505,81,10:25:05
37506,85,10:25:06
37507,85,10:25:07
37508,87,10:25:08
37509,87,10:25:09
37510,85,10:25:10
37511,84,10:25:11
37512,84,10:25:12
37513,85,10:25:13
37514,87,10:25:14
37515,87,10:25:15
37516,86,10:25:16
37517,86,10:25:17
37518,85,10:25:18
37519,82,10:25:19
37520,82,10:25:20
37521,81,10:25:21
37522,82,10:25:22
37523,84,10:25:23
37524,84,10:25:24
