Seconds Since Midnight,Heartbeat,Time HH:MM:SS
54028,75,15:00:28
54029,75,15:00:29
54030,76,15:00:30
54031,76,15:00:31
54032,76,15:00:32
54033,76,15:00:33
54034,76,15:00:34
54035,76,15:00:35
54036,76,15:00:36
54037,76,15:00:37
54038,76,15:00:38
54039,77,15:00:39
54040,77,15:00:40
54041,76,15:00:41
54042,77,15:00:42
54043,77,15:00:43
54044,77,15:00:44
54045,78,15:00:45
54046,78,15:00:46
54047,78,15:00:47
54048,77,15:00:48
54049,77,15:00:49
54050,77,15:00:50
54051,77,15:00:51
54052,79,15:00:52
54053,79,15:00:53
54054,79,15:00:54
54055,79,15:00:55
54056,79,15:00:56
54057,79,15:00:57
54058,77,15:00:58
54059,77,15:00:59
54060,77,15:01:00
54061,77,15:01:01
54062,77,15:01:02
54063,77,15:01:03
54064,77,15:01:04
54065,77,15:01:05
54066,76,15:01:06
54067,76,15:01:07
54068,76,15:01:08
54069,75,15:01:09
54070,74,15:01:10
54071,74,15:01:11
54072,74,15:01:12
54073,74,15:01:13
54074,74,15:01:14
54075,74,15:01:15
54076,74,15:01:16
54077,72,15:01:17
54078,72,15:01:18
54079,72,15:01:19
54080,72,15:01:20
54081,72,15:01:21
54082,72,15:01:22
54083,72,15:01:23
54084,72,15:01:24
54085,71,15:01:25
54086,72,15:01:26
54087,72,15:01:27
54088,74,15:01:28
54089,74,15:01:29
54090,76,15:01:30
54091,76,15:01:31
54092,76,15:01:32
54093,80,15:01:33
54094,80,15:01:34
54095,84,15:01:35
54096,84,15:01:36
54097,85,15:01:37
54098,86,15:01:38
54099,86,15:01:39
54100,86,15:01:40
54101,86,15:01:41
54102,86,15:01:42
54103,83,15:01:43
54104,78,15:01:44
54105,76,15:01:45
54106,76,15:01:46
54107,76,15:01:47
54108,76,15:01:48
54109,76,15:01:49
54110,79,15:01:50
54111,80,15:01:51
54112,80,15:01:52
54113,80,15:01:53
54114,79,15:01:54
54115,79,15:01:55
54116,76,15:01:56
54117,74,15:01:57
54118,74,15:01:58
54119,73,15:01:59
54120,73,15:02:00
54121,74,15:02:01
54122,74,15:02:02
54123,75,15:02:03
54124,75,15:02:04
54125,75,15:02:05
54126,74,15:02:06
54127,73,15:02:07
54128,73,15:02:08
54129,72,15:02:09
54130,71,15:02:10
54131,73,15:02:11
54132,73,15:02:12
54133,74,15:02:13
54134,74,15:02:14
54135,74,15:02:15
54136,74,15:02:16
54137,74,15:02:17
54138,74,15:02:18
54139,74,15:02:19
54140,74,15:02:20
54141,74,15:02:21
54142,74,15:02:22
54143,76,15:02:23
54144,76,15:02:24
54145,77,15:02:25
54146,77,15:02:26
54147,77,15:02:27
54148,77,15:02:28
54149,77,15:02:29
54150,77,15:02:30
54151,77,15:02:31
54152,80,15:02:32
54153,80,15:02:33
54154,82,15:02:34
54155,82,15:02:35
54156,82,15:02:36
54157,81,15:02:37
54158,80,15:02:38
54159,80,15:02:39
54160,79,15:02:40
54161,79,15:02:41
54162,77,15:02:42
54163,77,15:02:43
54164,76,15:02:44
54165,76,15:02:45
54166,76,15:02:46
54167,76,15:02:47
54168,75,15:02:48
54169,75,15:02:49
54170,74,15:02:50
54171,74,15:02:51
54172,73,15:02:52
54173,73,15:02:53
54174,73,15:02:54
54175,73,15:02:55
54176,73,15:02:56
54177,74,15:02:57
54178,74,15:02:58
54179,75,15:02:59
54180,76,15:03:00
54181,78,15:03:01
54182,78,15:03:02
54183,79,15:03:03
54184,80,15:03:04
54185,81,15:03:05
54186,81,15:03:06
54187,81,15:03:07
54188,82,15:03:08
54189,80,15:03:09
54190,80,15:03:10
54191,80,15:03:11
54192,73,15:03:12
54193,73,15:03:13
54194,70,15:03:14
54195,70,15:03:15
54196,70,15:03:16
54197,70,15:03:17
54198,74,15:03:18
54199,74,15:03:19
54200,72,15:03:20
54201,72,15:03:21
54202,72,15:03:22
54203,74,15:03:23
54204,74,15:03:24
54205,75,15:03:25
54206,75,15:03:26
54207,74,15:03:27
54208,74,15:03:28
54209,74,15:03:29
54210,74,15:03:30
54211,74,15:03:31
54212,76,15:03:32
54213,76,15:03:33
54214,76,15:03:34
54215,78,15:03:35
54216,78,15:03:36
54217,78,15:03:37
54218,77,15:03:38
54219,76,15:03:39
54220,76,15:03:40
54221,76,15:03:41
54222,76,15:03:42
54223,77,15:03:43
54224,77,15:03:44
54225,76,15:03:45
54226,76,15:03:46
54227,74,15:03:47
54228,74,15:03:48
54229,75,15:03:49
54230,75,15:03:50
54231,77,15:03:51
54232,77,15:03:52
