Seconds Since Midnight,Heartbeat,Time HH:MM:SS
55053,74,15:17:33
55054,74,15:17:34
55055,73,15:17:35
55056,74,15:17:36
55057,75,15:17:37
55058,75,15:17:38
55059,75,15:17:39
55060,75,15:17:40
55061,75,15:17:41
55062,75,15:17:42
55063,75,15:17:43
55064,75,15:17:44
55065,76,15:17:45
55066,75,15:17:46
55067,75,15:17:47
55068,77,15:17:48
55069,78,15:17:49
55070,78,15:17:50
55071,80,15:17:51
55072,80,15:17:52
55073,79,15:17:53
55074,79,15:17:54
55075,79,15:17:55
55076,79,15:17:56
55077,80,15:17:57
55078,80,15:17:58
55079,80,15:17:59
55080,79,15:18:00
55081,79,15:18:01
55082,77,15:18:02
55083,77,15:18:03
55084,77,15:18:04
55085,76,15:18:05
55086,75,15:18:06
55087,75,15:18:07
55088,75,15:18:08
55089,75,15:18:09
55090,75,15:18:10
55091,76,15:18:11
55092,76,15:18:12
55093,77,15:18:13
55094,77,15:18:14
55095,76,15:18:15
55096,76,15:18:16
55097,75,15:18:17
55098,75,15:18:18
55099,75,15:18:19
55100,75,15:18:20
55101,76,15:18:21
55102,76,15:18:22
55103,76,15:18:23
55104,73,15:18:24
55105,73,15:18:25
55106,73,15:18:26
55107,71,15:18:27
55108,71,15:18:28
55109,71,15:18:29
55110,71,15:18:30
55111,71,15:18:31
55112,73,15:18:32
55113,73,15:18:33
55114,72,15:18:34
55115,72,15:18:35
55116,71,15:18:36
55117,71,15:18:37
55118,71,15:18:38
55119,73,15:18:39
55120,73,15:18:40
55121,74,15:18:41
55122,74,15:18:42
55123,74,15:18:43
55124,74,15:18:44
55125,74,15:18:45
55126,74,15:18:46
55127,73,15:18:47
55128,72,15:18:48
55129,72,15:18:49
55130,72,15:18:50
55131,72,15:18:51
55132,72,15:18:52
55133,72,15:18:53
55134,72,15:18:54
55135,71,15:18:55
55136,71,15:18:56
55137,71,15:18:57
55138,72,15:18:58
55139,72,15:18:59
55140,73,15:19:00
55141,73,15:19:01
55142,73,15:19:02
55143,71,15:19:03
55144,71,15:19:04
55145,70,15:19:05
55146,69,15:19:06
55147,69,15:19:07
55148,69,15:19:08
55149,69,15:19:09
55150,69,15:19:10
55151,69,15:19:11
55152,68,15:19:12
55153,68,15:19:13
55154,67,15:19:14
55155,67,15:19:15
55156,66,15:19:16
55157,66,15:19:17
55158,66,15:19:18
55159,66,15:19:19
55160,66,15:19:20
55161,67,15:19:21
55162,69,15:19:22
55163,69,15:19:23
55164,69,15:19:24
55165,69,15:19:25
55166,70,15:19:26
55167,71,15:19:27
55168,71,15:19:28
55169,72,15:19:29
55170,72,15:19:30
55171,73,15:19:31
55172,73,15:19:32
55173,74,15:19:33
55174,75,15:19:34
55175,75,15:19:35
55176,75,15:19:36
55177,74,15:19:37
55178,74,15:19:38
55179,75,15:19:39
55180,75,15:19:40
55181,76,15:19:41
55182,76,15:19:42
55183,75,15:19:43
55184,74,15:19:44
55185,74,15:19:45
55186,73,15:19:46
55187,73,15:19:47
55188,74,15:19:48
55189,74,15:19:49
55190,75,15:19:50
55191,76,15:19:51
55192,76,15:19:52
55193,76,15:19:53
55194,76,15:19:54
55195,76,15:19:55
55196,75,15:19:56
55197,76,15:19:57
55198,76,15:19:58
55199,75,15:19:59
55200,73,15:20:00
55201,73,15:20:01
55202,73,15:20:02
55203,73,15:20:03
55204,73,15:20:04
55205,75,15:20:05
55206,75,15:20:06
55207,73,15:20:07
55208,72,15:20:08
55209,74,15:20:09
55210,74,15:20:10
55211,75,15:20:11
55212,76,15:20:12
55213,76,15:20:13
55214,76,15:20:14
55215,78,15:20:15
55216,79,15:20:16
55217,79,15:20:17
55218,79,15:20:18
55219,79,15:20:19
55220,78,15:20:20
55221,78,15:20:21
55222,76,15:20:22
55223,76,15:20:23
55224,76,15:20:24
55225,74,15:20:25
55226,74,15:20:26
55227,72,15:20:27
55228,72,15:20:28
55229,72,15:20:29
55230,75,15:20:30
55231,75,15:20:31
55232,75,15:20:32
55233,76,15:20:33
55234,76,15:20:34
55235,76,15:20:35
55236,76,15:20:36
55237,72,15:20:37
55238,72,15:20:38
55239,71,15:20:39
55240,71,15:20:40
55241,71,15:20:41
55242,80,15:20:42
55243,80,15:20:43
55244,80,15:20:44
55245,81,15:20:45
55246,80,15:20:46
55247,77,15:20:47
55248,77,15:20:48
55249,76,15:20:49
55250,76,15:20:50
55251,76,15:20:51
55252,76,15:20:52
55253,74,15:20:53
55254,74,15:20:54
55255,74,15:20:55
55256,74,15:20:56
55257,75,15:20:57
55258,73,15:20:58
55259,73,15:20:59
55260,73,15:21:00
55261,73,15:21:01
55262,73,15:21:02
55263,72,15:21:03
55264,71,15:21:04
55265,71,15:21:05
55266,71,15:21:06
55267,72,15:21:07
55268,72,15:21:08
55269,72,15:21:09
55270,72,15:21:10
55271,73,15:21:11
55272,73,15:21:12
55273,71,15:21:13
55274,71,15:21:14
55275,71,15:21:15
55276,71,15:21:16
55277,70,15:21:17
55278,72,15:21:18
55279,73,15:21:19
55280,74,15:21:20
55281,76,15:21:21
55282,77,15:21:22
55283,77,15:21:23
55284,77,15:21:24
55285,77,15:21:25
55286,77,15:21:26
55287,80,15:21:27
55288,81,15:21:28
55289,81,15:21:29
55290,79,15:21:30
55291,79,15:21:31
55292,80,15:21:32
55293,80,15:21:33
55294,80,15:21:34
55295,80,15:21:35
55296,80,15:21:36
55297,80,15:21:37
55298,80,15:21:38
55299,78,15:21:39
55300,77,15:21:40
55301,77,15:21:41
55302,77,15:21:42
55303,74,15:21:43
55304,74,15:21:44
55305,74,15:21:45
55306,71,15:21:46
55307,71,15:21:47
55308,71,15:21:48
55309,71,15:21:49
55310,71,15:21:50
55311,71,15:21:51
55312,71,15:21:52
55313,72,15:21:53
55314,72,15:21:54
55315,69,15:21:55
55316,69,15:21:56
55317,70,15:21:57
55318,70,15:21:58
55319,70,15:21:59
55320,70,15:22:00
55321,69,15:22:01
55322,69,15:22:02
55323,68,15:22:03
55324,68,15:22:04
55325,69,15:22:05
55326,69,15:22:06
55327,69,15:22:07
55328,69,15:22:08
55329,69,15:22:09
55330,68,15:22:10
55331,66,15:22:11
55332,66,15:22:12
55333,66,15:22:13
55334,67,15:22:14
55335,69,15:22:15
55336,69,15:22:16
55337,71,15:22:17
55338,71,15:22:18
55339,71,15:22:19
55340,71,15:22:20
55341,69,15:22:21
55342,69,15:22:22
55343,69,15:22:23
55344,71,15:22:24
55345,72,15:22:25
55346,73,15:22:26
55347,73,15:22:27
55348,76,15:22:28
55349,76,15:22:29
55350,77,15:22:30
55351,77,15:22:31
55352,76,15:22:32
55353,76,15:22:33
55354,76,15:22:34
55355,75,15:22:35
55356,75,15:22:36
55357,75,15:22:37
55358,75,15:22:38
55359,75,15:22:39
55360,76,15:22:40
55361,76,15:22:41
55362,77,15:22:42
55363,77,15:22:43
55364,76,15:22:44
55365,75,15:22:45
55366,75,15:22:46
55367,76,15:22:47
55368,76,15:22:48
55369,75,15:22:49
55370,75,15:22:50
55371,75,15:22:51
55372,75,15:22:52
55373,75,15:22:53
55374,75,15:22:54
55375,76,15:22:55
55376,75,15:22:56
55377,75,15:22:57
55378,75,15:22:58
55379,75,15:22:59
55380,74,15:23:00
55381,74,15:23:01
55382,73,15:23:02
55383,71,15:23:03
55384,70,15:23:04
55385,70,15:23:05
55386,70,15:23:06
55387,70,15:23:07
55388,70,15:23:08
55389,70,15:23:09
55390,70,15:23:10
55391,70,15:23:11
55392,71,15:23:12
55393,71,15:23:13
55394,71,15:23:14
55395,73,15:23:15
55396,73,15:23:16
55397,73,15:23:17
55398,73,15:23:18
55399,73,15:23:19
55400,73,15:23:20
55401,73,15:23:21
55402,73,15:23:22
55403,72,15:23:23
55404,72,15:23:24
55405,73,15:23:25
55406,73,15:23:26
55407,71,15:23:27
55408,71,15:23:28
55409,71,15:23:29
55410,71,15:23:30
55411,72,15:23:31
55412,72,15:23:32
55413,72,15:23:33
55414,71,15:23:34
55415,71,15:23:35
55416,71,15:23:36
55417,72,15:23:37
55418,72,15:23:38
55419,72,15:23:39
55420,70,15:23:40
55421,69,15:23:41
55422,69,15:23:42
55423,69,15:23:43
55424,69,15:23:44
55425,69,15:23:45
55426,71,15:23:46
55427,71,15:23:47
55428,73,15:23:48
55429,74,15:23:49
55430,73,15:23:50
55431,72,15:23:51
55432,72,15:23:52
55433,72,15:23:53
55434,72,15:23:54
55435,72,15:23:55
55436,72,15:23:56
55437,73,15:23:57
55438,73,15:23:58
55439,75,15:23:59
55440,75,15:24:00
55441,75,15:24:01
55442,75,15:24:02
55443,75,15:24:03
55444,75,15:24:04
55445,75,15:24:05
55446,75,15:24:06
55447,75,15:24:07
55448,75,15:24:08
55449,73,15:24:09
55450,74,15:24:10
55451,74,15:24:11
55452,74,15:24:12
55453,74,15:24:13
55454,73,15:24:14
55455,72,15:24:15
55456,71,15:24:16
55457,71,15:24:17
55458,71,15:24:18
55459,70,15:24:19
55460,70,15:24:20
55461,70,15:24:21
55462,72,15:24:22
55463,72,15:24:23
55464,75,15:24:24
55465,74,15:24:25
55466,74,15:24:26
55467,74,15:24:27
55468,74,15:24:28
55469,74,15:24:29
55470,75,15:24:30
55471,75,15:24:31
55472,75,15:24:32
55473,74,15:24:33
55474,74,15:24:34
55475,74,15:24:35
55476,73,15:24:36
55477,73,15:24:37
55478,73,15:24:38
55479,74,15:24:39
55480,73,15:24:40
55481,72,15:24:41
55482,71,15:24:42
55483,71,15:24:43
55484,69,15:24:44
55485,69,15:24:45
55486,69,15:24:46
55487,70,15:24:47
55488,70,15:24:48
55489,76,15:24:49
55490,78,15:24:50
55491,78,15:24:51
55492,80,15:24:52
55493,80,15:24:53
55494,80,15:24:54
55495,80,15:24:55
55496,80,15:24:56
55497,80,15:24:57
55498,80,15:24:58
55499,80,15:24:59
55500,80,15:25:00
55501,84,15:25:01
55502,84,15:25:02
55503,84,15:25:03
55504,84,15:25:04
55505,83,15:25:05
55506,83,15:25:06
55507,77,15:25:07
55508,76,15:25:08
55509,76,15:25:09
55510,73,15:25:10
55511,73,15:25:11
55512,73,15:25:12
