Seconds Since Midnight,Heartbeat,Time HH:MM:SS
47513,103,13:11:53
47514,101,13:11:54
47515,101,13:11:55
47516,101,13:11:56
47517,104,13:11:57
47518,104,13:11:58
47519,105,13:11:59
47520,105,13:12:00
47521,99,13:12:01
47522,94,13:12:02
47523,96,13:12:03
47524,96,13:12:04
47525,98,13:12:05
47526,98,13:12:06
47527,107,13:12:07
47528,107,13:12:08
47529,113,13:12:09
47530,113,13:12:10
47531,113,13:12:11
47532,115,13:12:12
47533,114,13:12:13
47534,112,13:12:14
47535,112,13:12:15
47536,109,13:12:16
47537,109,13:12:17
47538,108,13:12:18
47539,108,13:12:19
47540,108,13:12:20
47541,107,13:12:21
47542,107,13:12:22
47543,102,13:12:23
47544,97,13:12:24
47545,97,13:12:25
47546,97,13:12:26
47547,98,13:12:27
47548,98,13:12:28
47549,98,13:12:29
47550,98,13:12:30
47551,97,13:12:31
47552,97,13:12:32
47553,95,13:12:33
47554,95,13:12:34
47555,95,13:12:35
47556,95,13:12:36
47557,98,13:12:37
47558,98,13:12:38
47559,102,13:12:39
47560,104,13:12:40
47561,104,13:12:41
47562,106,13:12:42
47563,106,13:12:43
47564,106,13:12:44
47565,105,13:12:45
47566,104,13:12:46
47567,104,13:12:47
47568,103,13:12:48
47569,103,13:12:49
47570,103,13:12:50
47571,103,13:12:51
47572,103,13:12:52
47573,103,13:12:53
47574,103,13:12:54
47575,103,13:12:55
47576,103,13:12:56
47577,103,13:12:57
47578,103,13:12:58
47579,103,13:12:59
47580,103,13:13:00
47581,103,13:13:01
47582,103,13:13:02
47583,103,13:13:03
47584,103,13:13:04
47585,103,13:13:05
47586,103,13:13:06
47587,103,13:13:07
47588,101,13:13:08
47589,99,13:13:09
47590,99,13:13:10
47591,98,13:13:11
47592,98,13:13:12
47593,98,13:13:13
47594,86,13:13:14
47595,85,13:13:15
47596,85,13:13:16
47597,83,13:13:17
47598,84,13:13:18
47599,85,13:13:19
47600,85,13:13:20
47601,89,13:13:21
47602,90,13:13:22
47603,90,13:13:23
47604,90,13:13:24
47605,90,13:13:25
47606,89,13:13:26
47607,89,13:13:27
47608,90,13:13:28
47609,90,13:13:29
47610,95,13:13:30
47611,95,13:13:31
47612,96,13:13:32
47613,96,13:13:33
47614,86,13:13:34
47615,86,13:13:35
47616,87,13:13:36
47617,87,13:13:37
47618,89,13:13:38
47619,90,13:13:39
47620,90,13:13:40
47621,93,13:13:41
47622,93,13:13:42
47623,98,13:13:43
47624,99,13:13:44
47625,99,13:13:45
47626,100,13:13:46
47627,100,13:13:47
47628,97,13:13:48
47629,95,13:13:49
47630,94,13:13:50
47631,95,13:13:51
47632,95,13:13:52
47633,95,13:13:53
47634,95,13:13:54
47635,95,13:13:55
47636,95,13:13:56
47637,93,13:13:57
47638,95,13:13:58
47639,95,13:13:59
47640,95,13:14:00
47641,93,13:14:01
47642,93,13:14:02
47643,92,13:14:03
47644,92,13:14:04
47645,91,13:14:05
47646,89,13:14:06
47647,89,13:14:07
47648,88,13:14:08
47649,88,13:14:09
47650,85,13:14:10
47651,85,13:14:11
47652,81,13:14:12
47653,81,13:14:13
47654,81,13:14:14
47655,81,13:14:15
47656,81,13:14:16
47657,84,13:14:17
47658,84,13:14:18
47659,84,13:14:19
47660,86,13:14:20
47661,85,13:14:21
47662,85,13:14:22
47663,85,13:14:23
47664,85,13:14:24
47665,85,13:14:25
47666,86,13:14:26
47667,88,13:14:27
47668,88,13:14:28
47669,88,13:14:29
47670,87,13:14:30
47671,87,13:14:31
47672,87,13:14:32
47673,87,13:14:33
47674,88,13:14:34
47675,88,13:14:35
47676,88,13:14:36
47677,94,13:14:37
47678,94,13:14:38
47679,94,13:14:39
47680,95,13:14:40
47681,93,13:14:41
47682,91,13:14:42
47683,91,13:14:43
47684,91,13:14:44
47685,91,13:14:45
47686,91,13:14:46
47687,91,13:14:47
47688,90,13:14:48
47689,90,13:14:49
47690,87,13:14:50
47691,87,13:14:51
47692,88,13:14:52
47693,88,13:14:53
47694,91,13:14:54
47695,91,13:14:55
47696,92,13:14:56
47697,92,13:14:57
47698,92,13:14:58
47699,91,13:14:59
47700,91,13:15:00
47701,93,13:15:01
47702,95,13:15:02
47703,96,13:15:03
47704,96,13:15:04
47705,99,13:15:05
47706,99,13:15:06
47707,101,13:15:07
47708,99,13:15:08
47709,97,13:15:09
47710,90,13:15:10
47711,87,13:15:11
47712,87,13:15:12
47713,86,13:15:13
47714,86,13:15:14
47715,86,13:15:15
47716,89,13:15:16
47717,90,13:15:17
47718,90,13:15:18
47719,86,13:15:19
47720,86,13:15:20
47721,86,13:15:21
47722,85,13:15:22
47723,85,13:15:23
47724,87,13:15:24
47725,87,13:15:25
47726,86,13:15:26
47727,86,13:15:27
47728,86,13:15:28
47729,83,13:15:29
47730,83,13:15:30
47731,84,13:15:31
47732,86,13:15:32
47733,86,13:15:33
47734,85,13:15:34
47735,85,13:15:35
47736,85,13:15:36
47737,83,13:15:37
47738,83,13:15:38
47739,83,13:15:39
47740,82,13:15:40
47741,82,13:15:41
47742,82,13:15:42
47743,82,13:15:43
47744,82,13:15:44
47745,82,13:15:45
47746,82,13:15:46
47747,82,13:15:47
47748,82,13:15:48
47749,82,13:15:49
47750,82,13:15:50
47751,84,13:15:51
47752,84,13:15:52
47753,87,13:15:53
47754,90,13:15:54
47755,90,13:15:55
47756,92,13:15:56
47757,92,13:15:57
47758,90,13:15:58
47759,90,13:15:59
47760,90,13:16:00
47761,91,13:16:01
47762,91,13:16:02
47763,88,13:16:03
47764,88,13:16:04
47765,88,13:16:05
47766,88,13:16:06
47767,88,13:16:07
47768,88,13:16:08
47769,88,13:16:09
47770,88,13:16:10
47771,88,13:16:11
47772,90,13:16:12
47773,90,13:16:13
47774,91,13:16:14
47775,91,13:16:15
47776,91,13:16:16
47777,90,13:16:17
47778,90,13:16:18
47779,92,13:16:19
47780,92,13:16:20
47781,92,13:16:21
47782,95,13:16:22
47783,95,13:16:23
47784,94,13:16:24
47785,94,13:16:25
47786,91,13:16:26
47787,88,13:16:27
47788,87,13:16:28
47789,87,13:16:29
47790,88,13:16:30
47791,88,13:16:31
47792,88,13:16:32
47793,88,13:16:33
47794,85,13:16:34
47795,85,13:16:35
47796,84,13:16:36
47797,84,13:16:37
47798,84,13:16:38
47799,83,13:16:39
47800,83,13:16:40
47801,83,13:16:41
47802,83,13:16:42
47803,84,13:16:43
47804,84,13:16:44
47805,85,13:16:45
47806,85,13:16:46
47807,88,13:16:47
47808,88,13:16:48
47809,90,13:16:49
47810,90,13:16:50
47811,90,13:16:51
47812,91,13:16:52
47813,91,13:16:53
47814,92,13:16:54
47815,92,13:16:55
47816,93,13:16:56
47817,92,13:16:57
47818,91,13:16:58
47819,91,13:16:59
47820,87,13:17:00
47821,87,13:17:01
47822,85,13:17:02
47823,85,13:17:03
47824,85,13:17:04
47825,85,13:17:05
47826,85,13:17:06
47827,88,13:17:07
47828,88,13:17:08
47829,86,13:17:09
47830,85,13:17:10
47831,85,13:17:11
47832,85,13:17:12
47833,86,13:17:13
47834,86,13:17:14
47835,87,13:17:15
47836,87,13:17:16
47837,87,13:17:17
47838,88,13:17:18
47839,89,13:17:19
47840,89,13:17:20
47841,92,13:17:21
47842,92,13:17:22
47843,96,13:17:23
47844,96,13:17:24
47845,93,13:17:25
47846,93,13:17:26
47847,92,13:17:27
47848,92,13:17:28
47849,95,13:17:29
47850,95,13:17:30
47851,96,13:17:31
47852,96,13:17:32
47853,97,13:17:33
47854,97,13:17:34
47855,92,13:17:35
47856,91,13:17:36
47857,90,13:17:37
47858,90,13:17:38
47859,90,13:17:39
47860,90,13:17:40
47861,90,13:17:41
47862,93,13:17:42
47863,90,13:17:43
47864,90,13:17:44
47865,89,13:17:45
47866,89,13:17:46
47867,89,13:17:47
47868,89,13:17:48
47869,89,13:17:49
47870,89,13:17:50
47871,93,13:17:51
47872,93,13:17:52
47873,97,13:17:53
47874,97,13:17:54
47875,97,13:17:55
47876,84,13:17:56
47877,83,13:17:57
47878,84,13:17:58
47879,91,13:17:59
47880,95,13:18:00
47881,98,13:18:01
47882,98,13:18:02
47883,100,13:18:03
47884,98,13:18:04
47885,93,13:18:05
47886,90,13:18:06
47887,90,13:18:07
47888,91,13:18:08
47889,91,13:18:09
47890,91,13:18:10
47891,94,13:18:11
47892,94,13:18:12
47893,94,13:18:13
47894,96,13:18:14
47895,94,13:18:15
47896,94,13:18:16
47897,92,13:18:17
47898,92,13:18:18
47899,92,13:18:19
47900,94,13:18:20
47901,94,13:18:21
47902,94,13:18:22
47903,96,13:18:23
47904,94,13:18:24
47905,94,13:18:25
47906,91,13:18:26
47907,91,13:18:27
47908,85,13:18:28
