Seconds Since Midnight,Heartbeat,Time HH:MM:SS
37994,67,10:33:14
37995,67,10:33:15
37996,68,10:33:16
37997,68,10:33:17
37998,75,10:33:18
37999,76,10:33:19
38000,78,10:33:20
38001,78,10:33:21
38002,78,10:33:22
38003,75,10:33:23
38004,75,10:33:24
38005,76,10:33:25
38006,76,10:33:26
38007,77,10:33:27
38008,77,10:33:28
38009,77,10:33:29
38010,76,10:33:30
38011,76,10:33:31
38012,78,10:33:32
38013,78,10:33:33
38014,78,10:33:34
38015,76,10:33:35
38016,76,10:33:36
38017,76,10:33:37
38018,76,10:33:38
38019,76,10:33:39
38020,75,10:33:40
38021,74,10:33:41
38022,74,10:33:42
38023,74,10:33:43
38024,74,10:33:44
38025,74,10:33:45
38026,73,10:33:46
38027,73,10:33:47
38028,71,10:33:48
38029,70,10:33:49
38030,70,10:33:50
38031,70,10:33:51
38032,71,10:33:52
38033,71,10:33:53
38034,71,10:33:54
38035,71,10:33:55
38036,75,10:33:56
38037,74,10:33:57
38038,74,10:33:58
38039,73,10:33:59
38040,72,10:34:00
38041,72,10:34:01
38042,73,10:34:02
38043,73,10:34:03
38044,75,10:34:04
38045,75,10:34:05
38046,75,10:34:06
38047,74,10:34:07
38048,73,10:34:08
38049,72,10:34:09
38050,72,10:34:10
38051,72,10:34:11
38052,72,10:34:12
38053,75,10:34:13
38054,76,10:34:14
38055,76,10:34:15
38056,76,10:34:16
38057,76,10:34:17
38058,76,10:34:18
38059,76,10:34:19
38060,75,10:34:20
38061,75,10:34:21
38062,75,10:34:22
38063,79,10:34:23
38064,80,10:34:24
38065,80,10:34:25
38066,79,10:34:26
38067,79,10:34:27
38068,76,10:34:28
38069,76,10:34:29
38070,76,10:34:30
38071,77,10:34:31
38072,77,10:34:32
38073,78,10:34:33
38074,78,10:34:34
38075,78,10:34:35
38076,76,10:34:36
38077,75,10:34:37
38078,75,10:34:38
38079,75,10:34:39
38080,75,10:34:40
38081,76,10:34:41
38082,76,10:34:42
38083,76,10:34:43
38084,76,10:34:44
38085,77,10:34:45
38086,77,10:34:46
38087,77,10:34:47
38088,77,10:34:48
38089,74,10:34:49
38090,75,10:34:50
38091,76,10:34:51
38092,76,10:34:52
38093,76,10:34:53
38094,76,10:34:54
38095,76,10:34:55
38096,72,10:34:56
38097,72,10:34:57
38098,72,10:34:58
38099,71,10:34:59
38100,71,10:35:00
38101,70,10:35:01
38102,69,10:35:02
38103,68,10:35:03
38104,68,10:35:04
38105,66,10:35:05
38106,66,10:35:06
38107,66,10:35:07
38108,67,10:35:08
38109,67,10:35:09
38110,68,10:35:10
38111,68,10:35:11
38112,68,10:35:12
38113,68,10:35:13
38114,69,10:35:14
38115,68,10:35:15
38116,68,10:35:16
38117,69,10:35:17
38118,69,10:35:18
38119,74,10:35:19
38120,79,10:35:20
38121,80,10:35:21
38122,80,10:35:22
38123,79,10:35:23
38124,79,10:35:24
38125,78,10:35:25
38126,78,10:35:26
38127,78,10:35:27
38128,79,10:35:28
38129,78,10:35:29
38130,78,10:35:30
38131,78,10:35:31
38132,81,10:35:32
38133,81,10:35:33
38134,81,10:35:34
38135,82,10:35:35
38136,82,10:35:36
38137,82,10:35:37
