Seconds Since Midnight,Heartbeat,Time HH:MM:SS
47062,82,13:04:22
47063,76,13:04:23
47064,74,13:04:24
47065,74,13:04:25
47066,74,13:04:26
47067,75,13:04:27
47068,75,13:04:28
47069,76,13:04:29
47070,76,13:04:30
47071,76,13:04:31
47072,76,13:04:32
47073,77,13:04:33
47074,79,13:04:34
47075,79,13:04:35
47076,82,13:04:36
47077,84,13:04:37
47078,86,13:04:38
47079,88,13:04:39
47080,90,13:04:40
47081,91,13:04:41
47082,93,13:04:42
47083,93,13:04:43
47084,94,13:04:44
47085,95,13:04:45
47086,95,13:04:46
47087,92,13:04:47
47088,90,13:04:48
47089,87,13:04:49
47090,87,13:04:50
47091,87,13:04:51
47092,88,13:04:52
47093,89,13:04:53
47094,89,13:04:54
47095,89,13:04:55
47096,89,13:04:56
47097,88,13:04:57
47098,86,13:04:58
47099,87,13:04:59
47100,86,13:05:00
47101,85,13:05:01
47102,83,13:05:02
47103,82,13:05:03
47104,82,13:05:04
47105,81,13:05:05
47106,80,13:05:06
47107,80,13:05:07
47108,80,13:05:08
47109,81,13:05:09
47110,82,13:05:10
47111,83,13:05:11
47112,82,13:05:12
47113,81,13:05:13
47114,80,13:05:14
47115,78,13:05:15
47116,78,13:05:16
47117,78,13:05:17
47118,80,13:05:18
47119,80,13:05:19
47120,80,13:05:20
47121,80,13:05:21
47122,79,13:05:22
47123,79,13:05:23
47124,78,13:05:24
47125,78,13:05:25
47126,78,13:05:26
47127,80,13:05:27
47128,83,13:05:28
47129,85,13:05:29
47130,87,13:05:30
47131,88,13:05:31
47132,90,13:05:32
47133,93,13:05:33
47134,94,13:05:34
47135,93,13:05:35
47136,91,13:05:36
47137,89,13:05:37
47138,90,13:05:38
47139,90,13:05:39
47140,93,13:05:40
47141,95,13:05:41
47142,95,13:05:42
47143,95,13:05:43
47144,91,13:05:44
47145,89,13:05:45
47146,87,13:05:46
47147,85,13:05:47
47148,85,13:05:48
47149,84,13:05:49
47150,84,13:05:50
47151,85,13:05:51
47152,87,13:05:52
47153,89,13:05:53
47154,89,13:05:54
47155,92,13:05:55
47156,93,13:05:56
47157,93,13:05:57
47158,92,13:05:58
47159,89,13:05:59
47160,87,13:06:00
47161,85,13:06:01
47162,83,13:06:02
47163,83,13:06:03
47164,83,13:06:04
47165,83,13:06:05
47166,83,13:06:06
47167,82,13:06:07
47168,81,13:06:08
47169,81,13:06:09
47170,80,13:06:10
47171,80,13:06:11
47172,80,13:06:12
47173,80,13:06:13
47174,79,13:06:14
47175,79,13:06:15
47176,79,13:06:16
47177,79,13:06:17
47178,79,13:06:18
47179,79,13:06:19
47180,79,13:06:20
47181,80,13:06:21
47182,80,13:06:22
47183,80,13:06:23
47184,80,13:06:24
47185,81,13:06:25
47186,81,13:06:26
47187,85,13:06:27
47188,87,13:06:28
47189,87,13:06:29
47190,87,13:06:30
47191,83,13:06:31
47192,82,13:06:32
47193,81,13:06:33
47194,81,13:06:34
47195,79,13:06:35
47196,78,13:06:36
47197,77,13:06:37
47198,77,13:06:38
47199,78,13:06:39
47200,78,13:06:40
47201,78,13:06:41
47202,78,13:06:42
47203,78,13:06:43
47204,78,13:06:44
47205,78,13:06:45
47206,78,13:06:46
47207,78,13:06:47
47208,79,13:06:48
47209,79,13:06:49
47210,81,13:06:50
47211,82,13:06:51
47212,83,13:06:52
47213,84,13:06:53
47214,83,13:06:54
47215,83,13:06:55
47216,83,13:06:56
47217,84,13:06:57
47218,84,13:06:58
47219,83,13:06:59
47220,82,13:07:00
47221,81,13:07:01
47222,80,13:07:02
47223,79,13:07:03
47224,78,13:07:04
47225,76,13:07:05
47226,76,13:07:06
47227,76,13:07:07
47228,76,13:07:08
47229,76,13:07:09
47230,77,13:07:10
47231,77,13:07:11
47232,77,13:07:12
47233,77,13:07:13
47234,76,13:07:14
47235,76,13:07:15
47236,76,13:07:16
47237,76,13:07:17
47238,76,13:07:18
47239,78,13:07:19
47240,79,13:07:20
47241,80,13:07:21
47242,82,13:07:22
47243,81,13:07:23
47244,81,13:07:24
47245,80,13:07:25
47246,80,13:07:26
47247,78,13:07:27
47248,78,13:07:28
47249,78,13:07:29
47250,78,13:07:30
47251,80,13:07:31
47252,80,13:07:32
47253,81,13:07:33
47254,83,13:07:34
47255,83,13:07:35
47256,84,13:07:36
47257,85,13:07:37
47258,85,13:07:38
47259,83,13:07:39
47260,82,13:07:40
47261,81,13:07:41
47262,79,13:07:42
47263,79,13:07:43
47264,78,13:07:44
47265,78,13:07:45
47266,78,13:07:46
47267,78,13:07:47
47268,79,13:07:48
47269,80,13:07:49
47270,80,13:07:50
47271,81,13:07:51
47272,81,13:07:52
47273,80,13:07:53
47274,80,13:07:54
47275,82,13:07:55
47276,82,13:07:56
47277,84,13:07:57
47278,84,13:07:58
47279,84,13:07:59
47280,84,13:08:00
47281,86,13:08:01
47282,88,13:08:02
47283,89,13:08:03
47284,91,13:08:04
47285,92,13:08:05
47286,93,13:08:06
47287,94,13:08:07
47288,94,13:08:08
47289,94,13:08:09
47290,94,13:08:10
47291,94,13:08:11
47292,95,13:08:12
47293,96,13:08:13
47294,96,13:08:14
47295,95,13:08:15
47296,93,13:08:16
47297,91,13:08:17
47298,87,13:08:18
47299,86,13:08:19
47300,85,13:08:20
47301,84,13:08:21
47302,84,13:08:22
47303,84,13:08:23
47304,84,13:08:24
47305,83,13:08:25
47306,83,13:08:26
47307,84,13:08:27
47308,86,13:08:28
47309,88,13:08:29
47310,90,13:08:30
47311,90,13:08:31
47312,90,13:08:32
47313,90,13:08:33
47314,90,13:08:34
47315,89,13:08:35
47316,89,13:08:36
47317,87,13:08:37
47318,87,13:08:38
47319,87,13:08:39
47320,86,13:08:40
47321,86,13:08:41
47322,85,13:08:42
47323,84,13:08:43
47324,82,13:08:44
47325,80,13:08:45
47326,80,13:08:46
47327,80,13:08:47
47328,79,13:08:48
47329,78,13:08:49
47330,78,13:08:50
47331,77,13:08:51
47332,77,13:08:52
47333,77,13:08:53
47334,78,13:08:54
47335,77,13:08:55
47336,77,13:08:56
47337,77,13:08:57
47338,77,13:08:58
47339,76,13:08:59
47340,75,13:09:00
47341,75,13:09:01
47342,75,13:09:02
47343,76,13:09:03
47344,76,13:09:04
47345,76,13:09:05
47346,77,13:09:06
47347,78,13:09:07
47348,79,13:09:08
47349,79,13:09:09
47350,78,13:09:10
47351,77,13:09:11
47352,77,13:09:12
47353,77,13:09:13
47354,76,13:09:14
47355,76,13:09:15
47356,76,13:09:16
47357,78,13:09:17
47358,78,13:09:18
47359,77,13:09:19
47360,77,13:09:20
47361,77,13:09:21
47362,76,13:09:22
47363,74,13:09:23
47364,74,13:09:24
47365,74,13:09:25
47366,74,13:09:26
47367,74,13:09:27
47368,73,13:09:28
47369,73,13:09:29
47370,73,13:09:30
47371,73,13:09:31
47372,73,13:09:32
47373,73,13:09:33
47374,73,13:09:34
47375,73,13:09:35
47376,73,13:09:36
47377,73,13:09:37
47378,73,13:09:38
47379,74,13:09:39
47380,73,13:09:40
47381,73,13:09:41
47382,73,13:09:42
47383,73,13:09:43
47384,73,13:09:44
47385,73,13:09:45
47386,73,13:09:46
47387,73,13:09:47
47388,75,13:09:48
47389,75,13:09:49
47390,76,13:09:50
47391,76,13:09:51
47392,76,13:09:52
47393,75,13:09:53
47394,75,13:09:54
47395,75,13:09:55
47396,75,13:09:56
47397,75,13:09:57
47398,75,13:09:58
47399,75,13:09:59
47400,76,13:10:00
47401,76,13:10:01
47402,76,13:10:02
47403,75,13:10:03
47404,75,13:10:04
47405,75,13:10:05
47406,74,13:10:06
47407,74,13:10:07
47408,74,13:10:08
47409,75,13:10:09
47410,75,13:10:10
47411,76,13:10:11
47412,76,13:10:12
47413,76,13:10:13
47414,75,13:10:14
47415,75,13:10:15
47416,75,13:10:16
47417,76,13:10:17
47418,76,13:10:18
47419,77,13:10:19
47420,77,13:10:20
47421,77,13:10:21
47422,76,13:10:22
47423,74,13:10:23
47424,74,13:10:24
47425,74,13:10:25
47426,74,13:10:26
47427,74,13:10:27
47428,73,13:10:28
47429,73,13:10:29
47430,74,13:10:30
47431,74,13:10:31
47432,74,13:10:32
47433,74,13:10:33
47434,75,13:10:34
47435,75,13:10:35
47436,75,13:10:36
47437,74,13:10:37
47438,74,13:10:38
47439,73,13:10:39
47440,73,13:10:40
47441,73,13:10:41
47442,73,13:10:42
47443,73,13:10:43
47444,73,13:10:44
47445,73,13:10:45
47446,73,13:10:46
47447,73,13:10:47
47448,74,13:10:48
47449,74,13:10:49
47450,73,13:10:50
47451,73,13:10:51
47452,73,13:10:52
47453,73,13:10:53
47454,73,13:10:54
47455,73,13:10:55
47456,73,13:10:56
47457,73,13:10:57
47458,73,13:10:58
47459,73,13:10:59
47460,74,13:11:00
47461,74,13:11:01
47462,74,13:11:02
47463,74,13:11:03
47464,74,13:11:04
47465,73,13:11:05
47466,73,13:11:06
47467,73,13:11:07
47468,73,13:11:08
47469,73,13:11:09
47470,74,13:11:10
47471,75,13:11:11
47472,74,13:11:12
47473,74,13:11:13
47474,73,13:11:14
47475,73,13:11:15
47476,73,13:11:16
47477,73,13:11:17
47478,73,13:11:18
47479,72,13:11:19
47480,73,13:11:20
47481,73,13:11:21
47482,73,13:11:22
47483,73,13:11:23
47484,73,13:11:24
47485,73,13:11:25
47486,72,13:11:26
47487,72,13:11:27
47488,72,13:11:28
47489,72,13:11:29
47490,72,13:11:30
47491,72,13:11:31
47492,73,13:11:32
47493,73,13:11:33
47494,74,13:11:34
47495,74,13:11:35
47496,74,13:11:36
47497,74,13:11:37
47498,74,13:11:38
47499,74,13:11:39
47500,73,13:11:40
47501,73,13:11:41
47502,73,13:11:42
47503,73,13:11:43
47504,74,13:11:44
47505,74,13:11:45
47506,74,13:11:46
47507,74,13:11:47
47508,74,13:11:48
47509,74,13:11:49
47510,74,13:11:50
47511,74,13:11:51
47512,74,13:11:52
47513,74,13:11:53
47514,74,13:11:54
47515,73,13:11:55
