Seconds Since Midnight,Heartbeat,Time HH:MM:SS
56700,79,15:45:00
56701,79,15:45:01
56702,78,15:45:02
56703,78,15:45:03
56704,78,15:45:04
56705,77,15:45:05
56706,77,15:45:06
56707,77,15:45:07
56708,79,15:45:08
56709,79,15:45:09
56710,78,15:45:10
56711,78,15:45:11
56712,78,15:45:12
56713,78,15:45:13
56714,78,15:45:14
56715,78,15:45:15
56716,77,15:45:16
56717,77,15:45:17
56718,77,15:45:18
56719,77,15:45:19
56720,77,15:45:20
56721,79,15:45:21
56722,79,15:45:22
56723,80,15:45:23
56724,79,15:45:24
56725,79,15:45:25
56726,79,15:45:26
56727,78,15:45:27
56728,79,15:45:28
56729,80,15:45:29
56730,81,15:45:30
56731,82,15:45:31
56732,82,15:45:32
56733,83,15:45:33
56734,84,15:45:34
56735,85,15:45:35
56736,85,15:45:36
56737,85,15:45:37
56738,85,15:45:38
56739,84,15:45:39
56740,83,15:45:40
56741,82,15:45:41
56742,82,15:45:42
56743,81,15:45:43
56744,79,15:45:44
56745,79,15:45:45
56746,79,15:45:46
56747,79,15:45:47
56748,78,15:45:48
56749,77,15:45:49
56750,77,15:45:50
56751,76,15:45:51
56752,76,15:45:52
56753,75,15:45:53
56754,75,15:45:54
56755,75,15:45:55
56756,75,15:45:56
56757,76,15:45:57
56758,77,15:45:58
56759,77,15:45:59
56760,76,15:46:00
56761,75,15:46:01
56762,76,15:46:02
56763,77,15:46:03
56764,77,15:46:04
56765,77,15:46:05
56766,78,15:46:06
56767,79,15:46:07
56768,79,15:46:08
56769,78,15:46:09
56770,77,15:46:10
56771,77,15:46:11
56772,77,15:46:12
56773,77,15:46:13
56774,77,15:46:14
56775,77,15:46:15
56776,77,15:46:16
56777,78,15:46:17
56778,78,15:46:18
56779,76,15:46:19
56780,75,15:46:20
56781,75,15:46:21
