Seconds Since Midnight,Heartbeat,Time HH:MM:SS
53854,114,14:57:34
53855,114,14:57:35
53856,113,14:57:36
53857,113,14:57:37
53858,98,14:57:38
53859,97,14:57:39
53860,99,14:57:40
53861,98,14:57:41
53862,98,14:57:42
53863,98,14:57:43
53864,98,14:57:44
53865,98,14:57:45
53866,100,14:57:46
53867,100,14:57:47
53868,99,14:57:48
53869,98,14:57:49
53870,95,14:57:50
53871,95,14:57:51
53872,93,14:57:52
53873,92,14:57:53
53874,91,14:57:54
53875,91,14:57:55
53876,91,14:57:56
53877,90,14:57:57
53878,90,14:57:58
53879,90,14:57:59
53880,91,14:58:00
53881,91,14:58:01
53882,90,14:58:02
53883,90,14:58:03
53884,90,14:58:04
53885,90,14:58:05
53886,89,14:58:06
53887,88,14:58:07
53888,87,14:58:08
53889,87,14:58:09
53890,88,14:58:10
53891,88,14:58:11
53892,89,14:58:12
53893,89,14:58:13
53894,89,14:58:14
53895,89,14:58:15
53896,89,14:58:16
53897,89,14:58:17
53898,89,14:58:18
53899,87,14:58:19
53900,87,14:58:20
53901,88,14:58:21
53902,89,14:58:22
53903,89,14:58:23
53904,89,14:58:24
53905,89,14:58:25
53906,89,14:58:26
53907,95,14:58:27
53908,95,14:58:28
53909,99,14:58:29
53910,100,14:58:30
53911,99,14:58:31
53912,94,14:58:32
53913,93,14:58:33
53914,93,14:58:34
53915,93,14:58:35
53916,94,14:58:36
53917,94,14:58:37
53918,94,14:58:38
53919,93,14:58:39
53920,87,14:58:40
53921,80,14:58:41
53922,80,14:58:42
53923,74,14:58:43
53924,75,14:58:44
53925,75,14:58:45
53926,80,14:58:46
53927,85,14:58:47
53928,87,14:58:48
53929,90,14:58:49
53930,90,14:58:50
53931,81,14:58:51
53932,80,14:58:52
53933,80,14:58:53
53934,79,14:58:54
53935,78,14:58:55
53936,77,14:58:56
53937,76,14:58:57
53938,76,14:58:58
53939,75,14:58:59
53940,73,14:59:00
53941,73,14:59:01
53942,72,14:59:02
53943,72,14:59:03
53944,73,14:59:04
53945,74,14:59:05
53946,76,14:59:06
53947,78,14:59:07
53948,78,14:59:08
53949,83,14:59:09
53950,85,14:59:10
53951,85,14:59:11
53952,85,14:59:12
53953,85,14:59:13
53954,86,14:59:14
53955,86,14:59:15
53956,83,14:59:16
53957,83,14:59:17
53958,80,14:59:18
53959,79,14:59:19
53960,79,14:59:20
53961,79,14:59:21
53962,78,14:59:22
53963,78,14:59:23
53964,75,14:59:24
53965,73,14:59:25
53966,73,14:59:26
53967,73,14:59:27
53968,73,14:59:28
53969,72,14:59:29
53970,72,14:59:30
53971,71,14:59:31
53972,71,14:59:32
53973,71,14:59:33
53974,71,14:59:34
53975,71,14:59:35
53976,70,14:59:36
53977,69,14:59:37
53978,69,14:59:38
53979,69,14:59:39
53980,69,14:59:40
53981,69,14:59:41
53982,69,14:59:42
53983,70,14:59:43
53984,70,14:59:44
53985,71,14:59:45
53986,72,14:59:46
53987,73,14:59:47
53988,75,14:59:48
53989,76,14:59:49
53990,79,14:59:50
53991,81,14:59:51
53992,81,14:59:52
53993,84,14:59:53
53994,84,14:59:54
53995,83,14:59:55
53996,83,14:59:56
53997,84,14:59:57
53998,84,14:59:58
53999,86,14:59:59
54000,88,15:00:00
54001,91,15:00:01
54002,93,15:00:02
54003,94,15:00:03
54004,93,15:00:04
54005,87,15:00:05
54006,78,15:00:06
54007,78,15:00:07
54008,78,15:00:08
54009,78,15:00:09
54010,78,15:00:10
54011,78,15:00:11
54012,78,15:00:12
54013,77,15:00:13
54014,76,15:00:14
54015,76,15:00:15
54016,77,15:00:16
54017,77,15:00:17
54018,78,15:00:18
54019,78,15:00:19
54020,76,15:00:20
54021,71,15:00:21
54022,69,15:00:22
54023,69,15:00:23
54024,68,15:00:24
54025,68,15:00:25
54026,68,15:00:26
54027,67,15:00:27
54028,67,15:00:28
54029,67,15:00:29
54030,66,15:00:30
54031,67,15:00:31
54032,67,15:00:32
54033,68,15:00:33
54034,68,15:00:34
54035,68,15:00:35
54036,68,15:00:36
54037,67,15:00:37
54038,67,15:00:38
54039,67,15:00:39
54040,67,15:00:40
