Seconds Since Midnight,Heartbeat,Time HH:MM:SS
40145,80,11:09:05
40146,80,11:09:06
40147,80,11:09:07
40148,80,11:09:08
40149,80,11:09:09
40150,85,11:09:10
40151,86,11:09:11
40152,85,11:09:12
40153,85,11:09:13
40154,83,11:09:14
40155,83,11:09:15
40156,83,11:09:16
40157,83,11:09:17
40158,85,11:09:18
40159,86,11:09:19
40160,87,11:09:20
40161,87,11:09:21
40162,89,11:09:22
40163,90,11:09:23
40164,91,11:09:24
40165,91,11:09:25
40166,90,11:09:26
40167,88,11:09:27
40168,87,11:09:28
40169,86,11:09:29
40170,87,11:09:30
40171,87,11:09:31
40172,90,11:09:32
40173,90,11:09:33
40174,91,11:09:34
40175,91,11:09:35
40176,91,11:09:36
40177,83,11:09:37
40178,83,11:09:38
40179,75,11:09:39
40180,75,11:09:40
40181,75,11:09:41
40182,75,11:09:42
40183,75,11:09:43
40184,75,11:09:44
40185,74,11:09:45
40186,73,11:09:46
40187,73,11:09:47
40188,72,11:09:48
40189,71,11:09:49
40190,71,11:09:50
40191,71,11:09:51
40192,72,11:09:52
40193,72,11:09:53
40194,73,11:09:54
40195,73,11:09:55
40196,73,11:09:56
40197,73,11:09:57
40198,73,11:09:58
40199,72,11:09:59
