Seconds Since Midnight,Heartbeat,Time HH:MM:SS
30812,113,8:33:32
30813,113,8:33:33
30814,113,8:33:34
30815,112,8:33:35
30816,111,8:33:36
30817,111,8:33:37
30818,110,8:33:38
30819,110,8:33:39
30820,110,8:33:40
30821,108,8:33:41
30822,108,8:33:42
30823,106,8:33:43
30824,106,8:33:44
30825,106,8:33:45
30826,106,8:33:46
30827,106,8:33:47
30828,106,8:33:48
30829,106,8:33:49
30830,107,8:33:50
30831,107,8:33:51
30832,107,8:33:52
30833,107,8:33:53
30834,107,8:33:54
30835,107,8:33:55
30836,107,8:33:56
30837,108,8:33:57
30838,108,8:33:58
30839,107,8:33:59
30840,107,8:34:00
30841,107,8:34:01
30842,106,8:34:02
30843,106,8:34:03
30844,106,8:34:04
30845,106,8:34:05
30846,107,8:34:06
30847,107,8:34:07
30848,109,8:34:08
30849,109,8:34:09
30850,110,8:34:10
30851,110,8:34:11
30852,110,8:34:12
30853,110,8:34:13
30854,109,8:34:14
30855,109,8:34:15
30856,109,8:34:16
30857,109,8:34:17
30858,108,8:34:18
30859,108,8:34:19
30860,108,8:34:20
30861,107,8:34:21
30862,106,8:34:22
30863,106,8:34:23
30864,106,8:34:24
30865,105,8:34:25
30866,104,8:34:26
30867,104,8:34:27
30868,104,8:34:28
30869,103,8:34:29
30870,103,8:34:30
30871,103,8:34:31
30872,103,8:34:32
30873,103,8:34:33
30874,102,8:34:34
30875,102,8:34:35
30876,101,8:34:36
30877,101,8:34:37
30878,101,8:34:38
30879,101,8:34:39
30880,104,8:34:40
30881,105,8:34:41
30882,105,8:34:42
30883,105,8:34:43
30884,105,8:34:44
30885,106,8:34:45
30886,105,8:34:46
30887,105,8:34:47
30888,104,8:34:48
30889,104,8:34:49
30890,104,8:34:50
30891,105,8:34:51
30892,105,8:34:52
30893,105,8:34:53
30894,106,8:34:54
30895,106,8:34:55
30896,105,8:34:56
30897,105,8:34:57
30898,105,8:34:58
30899,104,8:34:59
30900,104,8:35:00
30901,103,8:35:01
30902,102,8:35:02
30903,101,8:35:03
30904,100,8:35:04
30905,100,8:35:05
30906,100,8:35:06
30907,100,8:35:07
30908,100,8:35:08
30909,102,8:35:09
30910,102,8:35:10
30911,103,8:35:11
30912,105,8:35:12
30913,106,8:35:13
30914,106,8:35:14
30915,107,8:35:15
30916,107,8:35:16
30917,108,8:35:17
30918,109,8:35:18
30919,109,8:35:19
30920,111,8:35:20
30921,111,8:35:21
30922,112,8:35:22
30923,112,8:35:23
30924,112,8:35:24
30925,112,8:35:25
30926,111,8:35:26
30927,111,8:35:27
30928,111,8:35:28
30929,111,8:35:29
30930,111,8:35:30
30931,110,8:35:31
30932,110,8:35:32
30933,110,8:35:33
30934,110,8:35:34
30935,108,8:35:35
30936,107,8:35:36
30937,106,8:35:37
30938,106,8:35:38
30939,106,8:35:39
30940,104,8:35:40
30941,103,8:35:41
30942,102,8:35:42
30943,101,8:35:43
30944,100,8:35:44
30945,100,8:35:45
30946,99,8:35:46
30947,99,8:35:47
30948,99,8:35:48
30949,99,8:35:49
30950,99,8:35:50
30951,98,8:35:51
30952,98,8:35:52
30953,98,8:35:53
30954,98,8:35:54
30955,98,8:35:55
30956,96,8:35:56
30957,95,8:35:57
30958,94,8:35:58
30959,93,8:35:59
30960,91,8:36:00
30961,90,8:36:01
30962,90,8:36:02
30963,90,8:36:03
30964,90,8:36:04
30965,89,8:36:05
30966,89,8:36:06
30967,90,8:36:07
30968,91,8:36:08
30969,91,8:36:09
30970,91,8:36:10
30971,91,8:36:11
30972,91,8:36:12
30973,91,8:36:13
30974,91,8:36:14
30975,91,8:36:15
30976,92,8:36:16
30977,92,8:36:17
30978,92,8:36:18
30979,92,8:36:19
30980,93,8:36:20
30981,93,8:36:21
30982,93,8:36:22
30983,93,8:36:23
30984,94,8:36:24
30985,95,8:36:25
30986,95,8:36:26
30987,95,8:36:27
30988,95,8:36:28
30989,95,8:36:29
30990,94,8:36:30
30991,94,8:36:31
30992,94,8:36:32
30993,93,8:36:33
30994,92,8:36:34
30995,92,8:36:35
30996,91,8:36:36
30997,91,8:36:37
30998,90,8:36:38
30999,90,8:36:39
31000,90,8:36:40
31001,90,8:36:41
31002,91,8:36:42
31003,91,8:36:43
31004,93,8:36:44
31005,94,8:36:45
31006,95,8:36:46
31007,95,8:36:47
31008,96,8:36:48
31009,97,8:36:49
31010,99,8:36:50
31011,99,8:36:51
31012,102,8:36:52
31013,103,8:36:53
31014,102,8:36:54
31015,102,8:36:55
31016,102,8:36:56
31017,101,8:36:57
31018,101,8:36:58
31019,101,8:36:59
31020,101,8:37:00
31021,101,8:37:01
31022,101,8:37:02
31023,101,8:37:03
31024,101,8:37:04
31025,101,8:37:05
31026,101,8:37:06
31027,101,8:37:07
31028,101,8:37:08
31029,102,8:37:09
31030,104,8:37:10
31031,105,8:37:11
31032,105,8:37:12
31033,105,8:37:13
31034,105,8:37:14
31035,104,8:37:15
31036,104,8:37:16
31037,102,8:37:17
31038,102,8:37:18
31039,100,8:37:19
31040,100,8:37:20
31041,98,8:37:21
31042,98,8:37:22
31043,96,8:37:23
31044,96,8:37:24
31045,94,8:37:25
31046,94,8:37:26
31047,93,8:37:27
31048,92,8:37:28
31049,92,8:37:29
