Seconds Since Midnight,Heartbeat,Time HH:MM:SS
47239,90,13:07:19
47240,89,13:07:20
47241,87,13:07:21
47242,85,13:07:22
47243,84,13:07:23
47244,82,13:07:24
47245,81,13:07:25
47246,81,13:07:26
47247,81,13:07:27
47248,81,13:07:28
47249,81,13:07:29
47250,81,13:07:30
47251,80,13:07:31
47252,80,13:07:32
47253,80,13:07:33
47254,80,13:07:34
47255,80,13:07:35
47256,80,13:07:36
47257,80,13:07:37
47258,80,13:07:38
47259,80,13:07:39
47260,80,13:07:40
47261,80,13:07:41
47262,81,13:07:42
47263,81,13:07:43
47264,81,13:07:44
47265,82,13:07:45
47266,82,13:07:46
47267,83,13:07:47
47268,83,13:07:48
47269,84,13:07:49
47270,85,13:07:50
47271,85,13:07:51
47272,86,13:07:52
47273,99,13:07:53
47274,101,13:07:54
47275,99,13:07:55
47276,97,13:07:56
47277,95,13:07:57
47278,97,13:07:58
47279,100,13:07:59
47280,102,13:08:00
47281,102,13:08:01
47282,104,13:08:02
47283,107,13:08:03
47284,108,13:08:04
47285,107,13:08:05
47286,106,13:08:06
47287,104,13:08:07
47288,100,13:08:08
47289,99,13:08:09
47290,99,13:08:10
47291,99,13:08:11
47292,99,13:08:12
47293,99,13:08:13
47294,103,13:08:14
47295,103,13:08:15
47296,104,13:08:16
47297,104,13:08:17
47298,103,13:08:18
47299,102,13:08:19
47300,99,13:08:20
47301,98,13:08:21
47302,98,13:08:22
47303,98,13:08:23
47304,98,13:08:24
47305,98,13:08:25
47306,98,13:08:26
47307,98,13:08:27
47308,98,13:08:28
47309,98,13:08:29
47310,98,13:08:30
47311,98,13:08:31
47312,98,13:08:32
47313,98,13:08:33
47314,98,13:08:34
47315,98,13:08:35
47316,98,13:08:36
47317,98,13:08:37
47318,98,13:08:38
47319,98,13:08:39
47320,98,13:08:40
47321,98,13:08:41
47322,98,13:08:42
47323,98,13:08:43
47324,98,13:08:44
47325,97,13:08:45
47326,97,13:08:46
47327,97,13:08:47
47328,98,13:08:48
47329,98,13:08:49
47330,98,13:08:50
47331,98,13:08:51
47332,98,13:08:52
47333,96,13:08:53
47334,96,13:08:54
47335,96,13:08:55
47336,96,13:08:56
47337,96,13:08:57
47338,96,13:08:58
47339,95,13:08:59
47340,94,13:09:00
47341,94,13:09:01
47342,93,13:09:02
47343,89,13:09:03
47344,87,13:09:04
47345,86,13:09:05
47346,84,13:09:06
47347,83,13:09:07
47348,83,13:09:08
47349,82,13:09:09
47350,81,13:09:10
47351,81,13:09:11
47352,81,13:09:12
47353,81,13:09:13
47354,80,13:09:14
47355,80,13:09:15
47356,79,13:09:16
47357,79,13:09:17
47358,80,13:09:18
47359,81,13:09:19
47360,82,13:09:20
47361,83,13:09:21
47362,84,13:09:22
47363,83,13:09:23
47364,83,13:09:24
47365,80,13:09:25
47366,80,13:09:26
47367,79,13:09:27
47368,80,13:09:28
47369,83,13:09:29
47370,85,13:09:30
47371,86,13:09:31
47372,87,13:09:32
47373,87,13:09:33
47374,86,13:09:34
47375,86,13:09:35
47376,87,13:09:36
47377,89,13:09:37
47378,90,13:09:38
47379,90,13:09:39
47380,90,13:09:40
47381,89,13:09:41
47382,86,13:09:42
47383,85,13:09:43
47384,85,13:09:44
47385,85,13:09:45
47386,86,13:09:46
47387,87,13:09:47
47388,88,13:09:48
47389,86,13:09:49
47390,86,13:09:50
47391,85,13:09:51
47392,85,13:09:52
47393,86,13:09:53
47394,86,13:09:54
47395,87,13:09:55
47396,87,13:09:56
47397,88,13:09:57
47398,90,13:09:58
47399,93,13:09:59
47400,94,13:10:00
47401,95,13:10:01
47402,95,13:10:02
47403,95,13:10:03
47404,93,13:10:04
47405,91,13:10:05
47406,90,13:10:06
47407,89,13:10:07
47408,89,13:10:08
47409,88,13:10:09
47410,86,13:10:10
47411,85,13:10:11
47412,84,13:10:12
47413,84,13:10:13
47414,85,13:10:14
47415,85,13:10:15
47416,85,13:10:16
47417,85,13:10:17
47418,83,13:10:18
47419,83,13:10:19
47420,84,13:10:20
47421,85,13:10:21
47422,87,13:10:22
47423,87,13:10:23
47424,88,13:10:24
47425,88,13:10:25
47426,89,13:10:26
47427,90,13:10:27
47428,91,13:10:28
47429,91,13:10:29
47430,93,13:10:30
47431,93,13:10:31
47432,94,13:10:32
47433,94,13:10:33
47434,93,13:10:34
47435,93,13:10:35
47436,94,13:10:36
47437,95,13:10:37
47438,96,13:10:38
47439,97,13:10:39
47440,97,13:10:40
47441,97,13:10:41
47442,97,13:10:42
47443,95,13:10:43
47444,95,13:10:44
47445,93,13:10:45
47446,93,13:10:46
47447,92,13:10:47
47448,92,13:10:48
47449,91,13:10:49
47450,91,13:10:50
47451,91,13:10:51
47452,91,13:10:52
47453,92,13:10:53
47454,94,13:10:54
47455,94,13:10:55
47456,93,13:10:56
47457,92,13:10:57
47458,91,13:10:58
47459,88,13:10:59
47460,87,13:11:00
47461,88,13:11:01
47462,90,13:11:02
47463,92,13:11:03
47464,93,13:11:04
47465,94,13:11:05
47466,95,13:11:06
47467,94,13:11:07
47468,93,13:11:08
47469,92,13:11:09
47470,92,13:11:10
47471,93,13:11:11
47472,95,13:11:12
47473,96,13:11:13
47474,96,13:11:14
47475,95,13:11:15
47476,93,13:11:16
47477,90,13:11:17
47478,89,13:11:18
47479,90,13:11:19
47480,92,13:11:20
47481,94,13:11:21
47482,95,13:11:22
47483,95,13:11:23
47484,92,13:11:24
47485,91,13:11:25
47486,90,13:11:26
47487,90,13:11:27
47488,90,13:11:28
47489,89,13:11:29
47490,87,13:11:30
47491,88,13:11:31
47492,89,13:11:32
47493,91,13:11:33
47494,91,13:11:34
47495,91,13:11:35
47496,90,13:11:36
47497,89,13:11:37
47498,89,13:11:38
47499,90,13:11:39
47500,91,13:11:40
47501,92,13:11:41
47502,92,13:11:42
47503,92,13:11:43
47504,92,13:11:44
47505,91,13:11:45
47506,91,13:11:46
47507,91,13:11:47
47508,92,13:11:48
47509,92,13:11:49
47510,94,13:11:50
47511,93,13:11:51
47512,92,13:11:52
47513,91,13:11:53
47514,94,13:11:54
47515,95,13:11:55
47516,99,13:11:56
47517,102,13:11:57
47518,103,13:11:58
47519,103,13:11:59
47520,98,13:12:00
47521,88,13:12:01
47522,86,13:12:02
47523,86,13:12:03
47524,88,13:12:04
47525,92,13:12:05
47526,93,13:12:06
47527,95,13:12:07
47528,97,13:12:08
47529,97,13:12:09
47530,98,13:12:10
47531,97,13:12:11
47532,96,13:12:12
47533,92,13:12:13
47534,91,13:12:14
47535,91,13:12:15
47536,91,13:12:16
47537,91,13:12:17
47538,89,13:12:18
47539,91,13:12:19
47540,93,13:12:20
47541,96,13:12:21
47542,96,13:12:22
47543,96,13:12:23
47544,95,13:12:24
47545,95,13:12:25
47546,95,13:12:26
