Seconds Since Midnight,Heartbeat,Time HH:MM:SS
37249,94,10:20:49
37250,94,10:20:50
37251,93,10:20:51
37252,94,10:20:52
37253,94,10:20:53
37254,98,10:20:54
37255,107,10:20:55
37256,110,10:20:56
37257,117,10:20:57
37258,121,10:20:58
37259,121,10:20:59
37260,124,10:21:00
37261,125,10:21:01
37262,125,10:21:02
37263,125,10:21:03
37264,123,10:21:04
37265,123,10:21:05
37266,99,10:21:06
37267,99,10:21:07
37268,99,10:21:08
37269,99,10:21:09
37270,95,10:21:10
37271,95,10:21:11
37272,95,10:21:12
37273,98,10:21:13
37274,98,10:21:14
37275,100,10:21:15
37276,100,10:21:16
37277,99,10:21:17
37278,98,10:21:18
37279,97,10:21:19
37280,97,10:21:20
37281,92,10:21:21
37282,90,10:21:22
37283,88,10:21:23
37284,85,10:21:24
37285,84,10:21:25
37286,84,10:21:26
37287,84,10:21:27
37288,84,10:21:28
37289,83,10:21:29
37290,83,10:21:30
37291,82,10:21:31
37292,81,10:21:32
37293,80,10:21:33
37294,80,10:21:34
37295,80,10:21:35
37296,79,10:21:36
37297,79,10:21:37
37298,79,10:21:38
37299,78,10:21:39
37300,78,10:21:40
37301,78,10:21:41
37302,78,10:21:42
37303,77,10:21:43
37304,78,10:21:44
37305,78,10:21:45
37306,79,10:21:46
37307,90,10:21:47
37308,100,10:21:48
37309,102,10:21:49
37310,102,10:21:50
37311,102,10:21:51
37312,98,10:21:52
37313,95,10:21:53
37314,96,10:21:54
37315,97,10:21:55
37316,96,10:21:56
37317,94,10:21:57
37318,90,10:21:58
37319,89,10:21:59
37320,90,10:22:00
37321,98,10:22:01
37322,99,10:22:02
37323,99,10:22:03
37324,92,10:22:04
37325,90,10:22:05
37326,88,10:22:06
37327,86,10:22:07
37328,83,10:22:08
37329,83,10:22:09
37330,84,10:22:10
37331,84,10:22:11
37332,84,10:22:12
37333,84,10:22:13
37334,83,10:22:14
37335,82,10:22:15
37336,82,10:22:16
37337,82,10:22:17
37338,83,10:22:18
37339,88,10:22:19
37340,91,10:22:20
37341,91,10:22:21
37342,92,10:22:22
37343,94,10:22:23
37344,99,10:22:24
37345,99,10:22:25
37346,101,10:22:26
37347,104,10:22:27
37348,104,10:22:28
37349,104,10:22:29
37350,103,10:22:30
37351,99,10:22:31
37352,90,10:22:32
37353,90,10:22:33
37354,98,10:22:34
37355,100,10:22:35
37356,100,10:22:36
37357,103,10:22:37
37358,101,10:22:38
37359,96,10:22:39
37360,94,10:22:40
37361,96,10:22:41
37362,100,10:22:42
37363,101,10:22:43
37364,101,10:22:44
37365,98,10:22:45
37366,98,10:22:46
37367,101,10:22:47
37368,103,10:22:48
37369,102,10:22:49
37370,97,10:22:50
37371,97,10:22:51
37372,98,10:22:52
37373,100,10:22:53
37374,100,10:22:54
37375,101,10:22:55
37376,102,10:22:56
37377,103,10:22:57
37378,105,10:22:58
37379,107,10:22:59
37380,110,10:23:00
37381,113,10:23:01
37382,116,10:23:02
37383,119,10:23:03
37384,123,10:23:04
37385,126,10:23:05
37386,128,10:23:06
37387,131,10:23:07
37388,133,10:23:08
37389,135,10:23:09
37390,135,10:23:10
37391,135,10:23:11
37392,137,10:23:12
37393,138,10:23:13
37394,138,10:23:14
37395,137,10:23:15
37396,135,10:23:16
37397,132,10:23:17
37398,128,10:23:18
37399,124,10:23:19
37400,122,10:23:20
37401,124,10:23:21
37402,126,10:23:22
37403,129,10:23:23
37404,131,10:23:24
37405,133,10:23:25
37406,134,10:23:26
37407,136,10:23:27
37408,138,10:23:28
37409,139,10:23:29
37410,139,10:23:30
37411,140,10:23:31
37412,140,10:23:32
37413,140,10:23:33
37414,137,10:23:34
37415,135,10:23:35
37416,132,10:23:36
37417,131,10:23:37
37418,128,10:23:38
37419,125,10:23:39
37420,125,10:23:40
37421,124,10:23:41
37422,125,10:23:42
37423,126,10:23:43
37424,127,10:23:44
37425,122,10:23:45
37426,118,10:23:46
37427,118,10:23:47
37428,113,10:23:48
37429,115,10:23:49
37430,116,10:23:50
37431,118,10:23:51
37432,119,10:23:52
37433,118,10:23:53
37434,115,10:23:54
37435,114,10:23:55
37436,116,10:23:56
37437,119,10:23:57
37438,120,10:23:58
37439,119,10:23:59
37440,119,10:24:00
37441,119,10:24:01
37442,118,10:24:02
37443,118,10:24:03
37444,118,10:24:04
37445,115,10:24:05
37446,113,10:24:06
37447,113,10:24:07
37448,115,10:24:08
37449,116,10:24:09
37450,116,10:24:10
37451,117,10:24:11
37452,116,10:24:12
37453,115,10:24:13
37454,109,10:24:14
37455,99,10:24:15
37456,98,10:24:16
37457,97,10:24:17
37458,96,10:24:18
37459,95,10:24:19
37460,92,10:24:20
37461,91,10:24:21
37462,90,10:24:22
37463,92,10:24:23
37464,95,10:24:24
37465,95,10:24:25
37466,93,10:24:26
37467,87,10:24:27
37468,83,10:24:28
37469,82,10:24:29
37470,81,10:24:30
37471,81,10:24:31
37472,80,10:24:32
37473,80,10:24:33
37474,79,10:24:34
37475,80,10:24:35
37476,79,10:24:36
37477,79,10:24:37
37478,78,10:24:38
37479,78,10:24:39
37480,79,10:24:40
37481,79,10:24:41
37482,79,10:24:42
37483,78,10:24:43
37484,76,10:24:44
37485,76,10:24:45
37486,75,10:24:46
37487,75,10:24:47
37488,74,10:24:48
37489,75,10:24:49
37490,80,10:24:50
37491,90,10:24:51
37492,90,10:24:52
37493,89,10:24:53
37494,89,10:24:54
37495,84,10:24:55
37496,81,10:24:56
37497,81,10:24:57
37498,80,10:24:58
37499,79,10:24:59
37500,78,10:25:00
37501,77,10:25:01
37502,76,10:25:02
37503,76,10:25:03
37504,76,10:25:04
37505,75,10:25:05
37506,76,10:25:06
37507,76,10:25:07
37508,76,10:25:08
37509,76,10:25:09
37510,75,10:25:10
37511,75,10:25:11
37512,74,10:25:12
37513,75,10:25:13
37514,75,10:25:14
37515,76,10:25:15
37516,77,10:25:16
37517,78,10:25:17
37518,78,10:25:18
37519,77,10:25:19
37520,76,10:25:20
37521,75,10:25:21
37522,75,10:25:22
37523,74,10:25:23
37524,74,10:25:24
37525,73,10:25:25
37526,72,10:25:26
37527,71,10:25:27
37528,71,10:25:28
37529,71,10:25:29
37530,70,10:25:30
37531,70,10:25:31
37532,71,10:25:32
37533,71,10:25:33
37534,70,10:25:34
37535,70,10:25:35
37536,69,10:25:36
37537,70,10:25:37
37538,70,10:25:38
37539,70,10:25:39
37540,70,10:25:40
37541,70,10:25:41
37542,70,10:25:42
37543,70,10:25:43
37544,70,10:25:44
37545,70,10:25:45
37546,71,10:25:46
37547,71,10:25:47
37548,71,10:25:48
37549,71,10:25:49
37550,72,10:25:50
37551,73,10:25:51
37552,74,10:25:52
37553,74,10:25:53
37554,73,10:25:54
37555,73,10:25:55
37556,77,10:25:56
37557,86,10:25:57
37558,88,10:25:58
37559,89,10:25:59
37560,89,10:26:00
37561,88,10:26:01
37562,85,10:26:02
37563,83,10:26:03
37564,81,10:26:04
37565,81,10:26:05
37566,83,10:26:06
37567,84,10:26:07
37568,85,10:26:08
37569,86,10:26:09
37570,85,10:26:10
37571,84,10:26:11
37572,82,10:26:12
37573,81,10:26:13
37574,81,10:26:14
37575,83,10:26:15
37576,84,10:26:16
37577,86,10:26:17
37578,85,10:26:18
37579,84,10:26:19
37580,82,10:26:20
37581,80,10:26:21
37582,79,10:26:22
37583,80,10:26:23
37584,81,10:26:24
37585,83,10:26:25
37586,84,10:26:26
37587,84,10:26:27
37588,83,10:26:28
37589,82,10:26:29
37590,82,10:26:30
37591,82,10:26:31
37592,82,10:26:32
37593,82,10:26:33
37594,82,10:26:34
37595,81,10:26:35
37596,80,10:26:36
37597,80,10:26:37
37598,80,10:26:38
37599,80,10:26:39
37600,78,10:26:40
37601,78,10:26:41
37602,77,10:26:42
37603,77,10:26:43
37604,76,10:26:44
37605,76,10:26:45
37606,76,10:26:46
37607,76,10:26:47
37608,76,10:26:48
37609,75,10:26:49
37610,76,10:26:50
37611,77,10:26:51
37612,78,10:26:52
37613,80,10:26:53
37614,80,10:26:54
37615,80,10:26:55
37616,79,10:26:56
37617,79,10:26:57
37618,79,10:26:58
37619,80,10:26:59
37620,81,10:27:00
37621,81,10:27:01
37622,80,10:27:02
37623,80,10:27:03
37624,80,10:27:04
37625,81,10:27:05
37626,81,10:27:06
37627,81,10:27:07
37628,81,10:27:08
37629,79,10:27:09
37630,78,10:27:10
37631,78,10:27:11
37632,78,10:27:12
37633,78,10:27:13
37634,78,10:27:14
37635,77,10:27:15
37636,77,10:27:16
37637,77,10:27:17
37638,78,10:27:18
37639,88,10:27:19
37640,96,10:27:20
37641,98,10:27:21
37642,100,10:27:22
37643,100,10:27:23
37644,100,10:27:24
37645,99,10:27:25
37646,95,10:27:26
37647,94,10:27:27
37648,94,10:27:28
37649,93,10:27:29
37650,92,10:27:30
37651,90,10:27:31
37652,84,10:27:32
37653,81,10:27:33
37654,80,10:27:34
37655,79,10:27:35
37656,79,10:27:36
37657,79,10:27:37
37658,79,10:27:38
37659,79,10:27:39
37660,78,10:27:40
37661,77,10:27:41
37662,77,10:27:42
37663,77,10:27:43
37664,77,10:27:44
37665,77,10:27:45
37666,78,10:27:46
37667,78,10:27:47
37668,78,10:27:48
37669,78,10:27:49
37670,78,10:27:50
37671,78,10:27:51
37672,80,10:27:52
37673,81,10:27:53
37674,84,10:27:54
37675,85,10:27:55
37676,85,10:27:56
37677,83,10:27:57
37678,83,10:27:58
37679,82,10:27:59
37680,82,10:28:00
37681,83,10:28:01
