Seconds Since Midnight,Heartbeat,Time HH:MM:SS
47244,88,13:07:24
47245,88,13:07:25
47246,88,13:07:26
47247,88,13:07:27
47248,88,13:07:28
47249,88,13:07:29
47250,85,13:07:30
47251,85,13:07:31
47252,83,13:07:32
47253,82,13:07:33
47254,82,13:07:34
47255,82,13:07:35
47256,82,13:07:36
47257,82,13:07:37
47258,82,13:07:38
47259,82,13:07:39
47260,82,13:07:40
47261,81,13:07:41
47262,81,13:07:42
47263,83,13:07:43
47264,83,13:07:44
47265,83,13:07:45
47266,84,13:07:46
47267,84,13:07:47
47268,84,13:07:48
47269,84,13:07:49
47270,83,13:07:50
47271,83,13:07:51
47272,82,13:07:52
47273,82,13:07:53
47274,82,13:07:54
47275,82,13:07:55
47276,82,13:07:56
47277,82,13:07:57
47278,83,13:07:58
47279,83,13:07:59
47280,84,13:08:00
47281,84,13:08:01
47282,84,13:08:02
47283,84,13:08:03
47284,85,13:08:04
47285,85,13:08:05
47286,85,13:08:06
47287,87,13:08:07
47288,87,13:08:08
47289,87,13:08:09
47290,87,13:08:10
47291,88,13:08:11
47292,88,13:08:12
47293,88,13:08:13
47294,88,13:08:14
47295,87,13:08:15
47296,86,13:08:16
47297,86,13:08:17
47298,85,13:08:18
47299,84,13:08:19
47300,84,13:08:20
47301,83,13:08:21
47302,83,13:08:22
47303,83,13:08:23
47304,83,13:08:24
47305,83,13:08:25
47306,84,13:08:26
47307,84,13:08:27
47308,84,13:08:28
47309,83,13:08:29
47310,83,13:08:30
47311,83,13:08:31
47312,82,13:08:32
47313,83,13:08:33
47314,83,13:08:34
47315,83,13:08:35
47316,83,13:08:36
47317,83,13:08:37
47318,83,13:08:38
47319,83,13:08:39
47320,83,13:08:40
47321,84,13:08:41
47322,84,13:08:42
47323,84,13:08:43
47324,84,13:08:44
47325,84,13:08:45
47326,84,13:08:46
47327,85,13:08:47
47328,85,13:08:48
47329,86,13:08:49
47330,87,13:08:50
47331,87,13:08:51
47332,88,13:08:52
47333,88,13:08:53
47334,88,13:08:54
47335,87,13:08:55
47336,87,13:08:56
47337,84,13:08:57
47338,84,13:08:58
47339,85,13:08:59
47340,85,13:09:00
47341,85,13:09:01
47342,91,13:09:02
47343,92,13:09:03
47344,93,13:09:04
47345,93,13:09:05
47346,93,13:09:06
47347,93,13:09:07
47348,89,13:09:08
47349,89,13:09:09
47350,87,13:09:10
