Seconds Since Midnight,Heartbeat,Time HH:MM:SS
33300,124,9:15:00
33301,126,9:15:01
33302,127,9:15:02
33303,128,9:15:03
33304,128,9:15:04
33305,128,9:15:05
33306,128,9:15:06
33307,128,9:15:07
33308,127,9:15:08
33309,127,9:15:09
33310,127,9:15:10
33311,127,9:15:11
33312,127,9:15:12
33313,127,9:15:13
33314,127,9:15:14
33315,127,9:15:15
33316,124,9:15:16
33317,122,9:15:17
33318,122,9:15:18
33319,122,9:15:19
33320,120,9:15:20
33321,118,9:15:21
33322,118,9:15:22
33323,117,9:15:23
33324,115,9:15:24
33325,115,9:15:25
33326,113,9:15:26
33327,112,9:15:27
33328,109,9:15:28
33329,108,9:15:29
33330,108,9:15:30
33331,104,9:15:31
33332,104,9:15:32
33333,104,9:15:33
33334,102,9:15:34
33335,103,9:15:35
33336,106,9:15:36
33337,106,9:15:37
33338,108,9:15:38
33339,109,9:15:39
33340,110,9:15:40
33341,110,9:15:41
33342,113,9:15:42
33343,115,9:15:43
33344,115,9:15:44
33345,115,9:15:45
33346,115,9:15:46
33347,115,9:15:47
33348,116,9:15:48
33349,116,9:15:49
33350,116,9:15:50
33351,113,9:15:51
33352,113,9:15:52
33353,113,9:15:53
33354,114,9:15:54
33355,115,9:15:55
33356,115,9:15:56
33357,116,9:15:57
33358,116,9:15:58
33359,116,9:15:59
33360,116,9:16:00
33361,115,9:16:01
33362,115,9:16:02
33363,114,9:16:03
33364,114,9:16:04
33365,114,9:16:05
33366,114,9:16:06
33367,114,9:16:07
33368,114,9:16:08
33369,114,9:16:09
33370,115,9:16:10
33371,117,9:16:11
33372,117,9:16:12
33373,117,9:16:13
33374,119,9:16:14
33375,119,9:16:15
33376,119,9:16:16
33377,122,9:16:17
33378,126,9:16:18
33379,126,9:16:19
33380,131,9:16:20
33381,131,9:16:21
33382,135,9:16:22
33383,135,9:16:23
33384,135,9:16:24
33385,135,9:16:25
33386,135,9:16:26
33387,137,9:16:27
33388,136,9:16:28
33389,136,9:16:29
33390,136,9:16:30
33391,134,9:16:31
33392,133,9:16:32
33393,133,9:16:33
33394,126,9:16:34
33395,123,9:16:35
33396,123,9:16:36
33397,117,9:16:37
33398,116,9:16:38
33399,116,9:16:39
33400,115,9:16:40
33401,115,9:16:41
33402,115,9:16:42
33403,114,9:16:43
33404,113,9:16:44
33405,113,9:16:45
33406,113,9:16:46
33407,114,9:16:47
33408,115,9:16:48
33409,116,9:16:49
33410,116,9:16:50
33411,116,9:16:51
33412,116,9:16:52
33413,117,9:16:53
33414,119,9:16:54
33415,119,9:16:55
33416,119,9:16:56
33417,121,9:16:57
33418,121,9:16:58
33419,120,9:16:59
33420,120,9:17:00
33421,121,9:17:01
33422,121,9:17:02
33423,121,9:17:03
33424,121,9:17:04
33425,119,9:17:05
33426,119,9:17:06
33427,117,9:17:07
33428,117,9:17:08
33429,117,9:17:09
33430,117,9:17:10
33431,117,9:17:11
33432,117,9:17:12
33433,116,9:17:13
33434,116,9:17:14
33435,114,9:17:15
33436,113,9:17:16
33437,113,9:17:17
33438,112,9:17:18
33439,112,9:17:19
33440,113,9:17:20
33441,114,9:17:21
33442,114,9:17:22
33443,114,9:17:23
33444,114,9:17:24
33445,114,9:17:25
33446,114,9:17:26
33447,115,9:17:27
33448,115,9:17:28
33449,115,9:17:29
33450,115,9:17:30
33451,117,9:17:31
33452,117,9:17:32
33453,117,9:17:33
33454,117,9:17:34
33455,117,9:17:35
33456,117,9:17:36
33457,116,9:17:37
33458,116,9:17:38
33459,115,9:17:39
33460,115,9:17:40
33461,114,9:17:41
33462,114,9:17:42
33463,114,9:17:43
33464,115,9:17:44
33465,115,9:17:45
33466,115,9:17:46
33467,115,9:17:47
33468,115,9:17:48
33469,115,9:17:49
33470,115,9:17:50
33471,116,9:17:51
33472,116,9:17:52
33473,117,9:17:53
33474,117,9:17:54
33475,117,9:17:55
33476,117,9:17:56
33477,117,9:17:57
33478,118,9:17:58
33479,118,9:17:59
33480,118,9:18:00
33481,118,9:18:01
33482,120,9:18:02
33483,121,9:18:03
33484,121,9:18:04
33485,121,9:18:05
33486,122,9:18:06
33487,123,9:18:07
33488,123,9:18:08
33489,123,9:18:09
33490,122,9:18:10
33491,122,9:18:11
33492,121,9:18:12
33493,122,9:18:13
33494,122,9:18:14
33495,123,9:18:15
33496,124,9:18:16
33497,124,9:18:17
33498,124,9:18:18
33499,124,9:18:19
33500,124,9:18:20
33501,124,9:18:21
33502,124,9:18:22
33503,124,9:18:23
33504,124,9:18:24
33505,124,9:18:25
33506,124,9:18:26
33507,124,9:18:27
33508,123,9:18:28
33509,123,9:18:29
33510,123,9:18:30
33511,123,9:18:31
33512,123,9:18:32
33513,123,9:18:33
33514,123,9:18:34
33515,123,9:18:35
33516,123,9:18:36
33517,123,9:18:37
33518,122,9:18:38
33519,122,9:18:39
33520,120,9:18:40
33521,119,9:18:41
33522,119,9:18:42
33523,118,9:18:43
33524,117,9:18:44
33525,117,9:18:45
33526,117,9:18:46
33527,116,9:18:47
33528,116,9:18:48
33529,116,9:18:49
33530,116,9:18:50
33531,116,9:18:51
33532,113,9:18:52
33533,112,9:18:53
33534,112,9:18:54
33535,112,9:18:55
33536,112,9:18:56
33537,113,9:18:57
33538,113,9:18:58
33539,112,9:18:59
33540,110,9:19:00
33541,110,9:19:01
33542,110,9:19:02
33543,109,9:19:03
33544,109,9:19:04
33545,109,9:19:05
33546,108,9:19:06
33547,108,9:19:07
33548,108,9:19:08
33549,108,9:19:09
33550,108,9:19:10
