Seconds Since Midnight,Heartbeat,Time HH:MM:SS
30939,77,8:35:39
30940,77,8:35:40
30941,77,8:35:41
30942,77,8:35:42
30943,77,8:35:43
30944,77,8:35:44
30945,77,8:35:45
30946,77,8:35:46
30947,78,8:35:47
30948,78,8:35:48
30949,78,8:35:49
30950,79,8:35:50
30951,79,8:35:51
30952,79,8:35:52
30953,79,8:35:53
30954,80,8:35:54
30955,80,8:35:55
30956,80,8:35:56
30957,80,8:35:57
30958,80,8:35:58
30959,80,8:35:59
30960,80,8:36:00
30961,81,8:36:01
30962,81,8:36:02
30963,81,8:36:03
30964,81,8:36:04
30965,81,8:36:05
30966,81,8:36:06
30967,81,8:36:07
30968,82,8:36:08
30969,82,8:36:09
30970,82,8:36:10
30971,82,8:36:11
30972,82,8:36:12
30973,82,8:36:13
30974,82,8:36:14
30975,82,8:36:15
30976,82,8:36:16
30977,82,8:36:17
30978,81,8:36:18
30979,81,8:36:19
30980,81,8:36:20
30981,81,8:36:21
30982,81,8:36:22
30983,80,8:36:23
30984,81,8:36:24
30985,81,8:36:25
30986,81,8:36:26
30987,82,8:36:27
30988,81,8:36:28
30989,80,8:36:29
30990,80,8:36:30
30991,80,8:36:31
30992,79,8:36:32
30993,79,8:36:33
30994,80,8:36:34
30995,81,8:36:35
30996,81,8:36:36
30997,81,8:36:37
30998,82,8:36:38
30999,83,8:36:39
31000,83,8:36:40
31001,84,8:36:41
31002,84,8:36:42
31003,84,8:36:43
31004,85,8:36:44
31005,86,8:36:45
31006,87,8:36:46
31007,88,8:36:47
31008,89,8:36:48
31009,89,8:36:49
31010,89,8:36:50
31011,90,8:36:51
31012,90,8:36:52
31013,92,8:36:53
31014,92,8:36:54
31015,92,8:36:55
31016,94,8:36:56
31017,95,8:36:57
31018,97,8:36:58
31019,97,8:36:59
31020,98,8:37:00
31021,98,8:37:01
31022,98,8:37:02
31023,98,8:37:03
31024,98,8:37:04
31025,98,8:37:05
31026,98,8:37:06
31027,98,8:37:07
31028,98,8:37:08
31029,98,8:37:09
31030,98,8:37:10
31031,97,8:37:11
31032,97,8:37:12
31033,96,8:37:13
31034,96,8:37:14
31035,96,8:37:15
31036,96,8:37:16
31037,96,8:37:17
31038,96,8:37:18
31039,97,8:37:19
31040,97,8:37:20
31041,97,8:37:21
31042,97,8:37:22
31043,96,8:37:23
31044,95,8:37:24
31045,94,8:37:25
31046,94,8:37:26
31047,95,8:37:27
31048,95,8:37:28
31049,95,8:37:29
31050,94,8:37:30
31051,93,8:37:31
31052,93,8:37:32
31053,92,8:37:33
31054,92,8:37:34
31055,90,8:37:35
31056,89,8:37:36
31057,89,8:37:37
31058,84,8:37:38
31059,83,8:37:39
31060,82,8:37:40
31061,82,8:37:41
31062,82,8:37:42
31063,82,8:37:43
31064,83,8:37:44
31065,83,8:37:45
31066,83,8:37:46
31067,83,8:37:47
31068,83,8:37:48
31069,83,8:37:49
31070,83,8:37:50
31071,83,8:37:51
31072,84,8:37:52
31073,85,8:37:53
31074,85,8:37:54
31075,86,8:37:55
31076,86,8:37:56
31077,88,8:37:57
31078,88,8:37:58
31079,88,8:37:59
31080,88,8:38:00
31081,89,8:38:01
31082,89,8:38:02
31083,89,8:38:03
31084,89,8:38:04
31085,90,8:38:05
31086,90,8:38:06
31087,90,8:38:07
31088,89,8:38:08
31089,89,8:38:09
31090,89,8:38:10
31091,89,8:38:11
31092,89,8:38:12
31093,89,8:38:13
31094,87,8:38:14
31095,86,8:38:15
31096,85,8:38:16
31097,85,8:38:17
31098,86,8:38:18
31099,86,8:38:19
31100,87,8:38:20
31101,87,8:38:21
31102,87,8:38:22
31103,88,8:38:23
31104,88,8:38:24
31105,88,8:38:25
31106,88,8:38:26
31107,88,8:38:27
31108,88,8:38:28
31109,88,8:38:29
31110,88,8:38:30
31111,87,8:38:31
31112,87,8:38:32
31113,87,8:38:33
31114,87,8:38:34
31115,87,8:38:35
31116,87,8:38:36
31117,86,8:38:37
31118,86,8:38:38
31119,84,8:38:39
31120,84,8:38:40
31121,84,8:38:41
31122,83,8:38:42
31123,83,8:38:43
31124,83,8:38:44
31125,83,8:38:45
31126,83,8:38:46
31127,84,8:38:47
31128,84,8:38:48
31129,84,8:38:49
31130,85,8:38:50
31131,85,8:38:51
31132,85,8:38:52
31133,85,8:38:53
31134,85,8:38:54
31135,85,8:38:55
31136,85,8:38:56
31137,85,8:38:57
31138,85,8:38:58
31139,85,8:38:59
31140,85,8:39:00
31141,85,8:39:01
31142,85,8:39:02
31143,85,8:39:03
31144,84,8:39:04
31145,84,8:39:05
31146,84,8:39:06
31147,82,8:39:07
31148,82,8:39:08
31149,82,8:39:09
31150,80,8:39:10
31151,78,8:39:11
31152,75,8:39:12
31153,75,8:39:13
31154,75,8:39:14
31155,75,8:39:15
31156,74,8:39:16
31157,74,8:39:17
31158,74,8:39:18
31159,73,8:39:19
31160,73,8:39:20
31161,73,8:39:21
31162,73,8:39:22
31163,72,8:39:23
31164,72,8:39:24
31165,71,8:39:25
31166,71,8:39:26
31167,71,8:39:27
31168,71,8:39:28
31169,70,8:39:29
31170,70,8:39:30
31171,70,8:39:31
31172,70,8:39:32
31173,70,8:39:33
31174,71,8:39:34
31175,71,8:39:35
31176,71,8:39:36
31177,71,8:39:37
31178,71,8:39:38
31179,72,8:39:39
31180,72,8:39:40
31181,73,8:39:41
31182,73,8:39:42
31183,74,8:39:43
31184,74,8:39:44
31185,75,8:39:45
31186,76,8:39:46
31187,76,8:39:47
31188,76,8:39:48
31189,77,8:39:49
31190,77,8:39:50
31191,79,8:39:51
31192,79,8:39:52
31193,79,8:39:53
31194,79,8:39:54
31195,80,8:39:55
31196,80,8:39:56
31197,79,8:39:57
31198,79,8:39:58
31199,79,8:39:59
31200,79,8:40:00
31201,79,8:40:01
31202,79,8:40:02
31203,79,8:40:03
31204,79,8:40:04
31205,79,8:40:05
31206,79,8:40:06
31207,79,8:40:07
31208,79,8:40:08
31209,79,8:40:09
31210,79,8:40:10
31211,79,8:40:11
31212,79,8:40:12
31213,78,8:40:13
31214,76,8:40:14
31215,76,8:40:15
31216,76,8:40:16
31217,76,8:40:17
31218,76,8:40:18
31219,77,8:40:19
31220,77,8:40:20
31221,77,8:40:21
31222,77,8:40:22
31223,77,8:40:23
31224,77,8:40:24
31225,78,8:40:25
31226,79,8:40:26
31227,80,8:40:27
31228,80,8:40:28
31229,80,8:40:29
31230,81,8:40:30
31231,80,8:40:31
31232,80,8:40:32
31233,78,8:40:33
31234,78,8:40:34
31235,78,8:40:35
31236,79,8:40:36
31237,79,8:40:37
31238,79,8:40:38
31239,79,8:40:39
31240,79,8:40:40
31241,80,8:40:41
31242,80,8:40:42
31243,81,8:40:43
31244,81,8:40:44
31245,82,8:40:45
31246,82,8:40:46
31247,82,8:40:47
31248,82,8:40:48
31249,83,8:40:49
