Seconds Since Midnight,Heartbeat,Time HH:MM:SS
46825,98,13:00:25
46826,96,13:00:26
46827,95,13:00:27
46828,95,13:00:28
46829,95,13:00:29
46830,95,13:00:30
46831,95,13:00:31
46832,95,13:00:32
46833,95,13:00:33
46834,95,13:00:34
46835,95,13:00:35
46836,97,13:00:36
46837,98,13:00:37
46838,101,13:00:38
46839,100,13:00:39
46840,98,13:00:40
46841,97,13:00:41
46842,94,13:00:42
46843,94,13:00:43
46844,93,13:00:44
46845,93,13:00:45
46846,96,13:00:46
46847,96,13:00:47
46848,100,13:00:48
46849,100,13:00:49
46850,100,13:00:50
46851,101,13:00:51
46852,98,13:00:52
46853,97,13:00:53
46854,96,13:00:54
46855,96,13:00:55
46856,97,13:00:56
46857,96,13:00:57
46858,94,13:00:58
46859,92,13:00:59
46860,90,13:01:00
46861,87,13:01:01
46862,86,13:01:02
46863,86,13:01:03
46864,87,13:01:04
46865,87,13:01:05
46866,86,13:01:06
46867,84,13:01:07
46868,81,13:01:08
46869,80,13:01:09
46870,80,13:01:10
46871,80,13:01:11
46872,81,13:01:12
46873,80,13:01:13
46874,79,13:01:14
46875,78,13:01:15
46876,77,13:01:16
46877,76,13:01:17
46878,76,13:01:18
46879,76,13:01:19
46880,77,13:01:20
46881,77,13:01:21
46882,77,13:01:22
46883,77,13:01:23
46884,76,13:01:24
46885,76,13:01:25
46886,76,13:01:26
46887,76,13:01:27
46888,76,13:01:28
46889,75,13:01:29
46890,75,13:01:30
46891,75,13:01:31
46892,75,13:01:32
46893,75,13:01:33
46894,78,13:01:34
46895,79,13:01:35
46896,79,13:01:36
46897,80,13:01:37
46898,81,13:01:38
46899,83,13:01:39
46900,83,13:01:40
46901,83,13:01:41
46902,83,13:01:42
46903,81,13:01:43
46904,80,13:01:44
46905,79,13:01:45
46906,79,13:01:46
46907,79,13:01:47
46908,79,13:01:48
46909,80,13:01:49
46910,81,13:01:50
46911,81,13:01:51
46912,83,13:01:52
46913,85,13:01:53
46914,87,13:01:54
46915,88,13:01:55
46916,87,13:01:56
46917,86,13:01:57
46918,86,13:01:58
46919,86,13:01:59
46920,87,13:02:00
46921,88,13:02:01
