Seconds Since Midnight,Heartbeat,Time HH:MM:SS
53968,99,14:59:28
53969,97,14:59:29
53970,97,14:59:30
53971,97,14:59:31
53972,95,14:59:32
53973,95,14:59:33
53974,95,14:59:34
53975,95,14:59:35
53976,95,14:59:36
53977,95,14:59:37
53978,95,14:59:38
53979,94,14:59:39
53980,94,14:59:40
53981,93,14:59:41
53982,92,14:59:42
53983,92,14:59:43
53984,91,14:59:44
53985,91,14:59:45
53986,90,14:59:46
53987,90,14:59:47
53988,90,14:59:48
53989,90,14:59:49
53990,91,14:59:50
53991,91,14:59:51
53992,89,14:59:52
53993,89,14:59:53
53994,88,14:59:54
53995,88,14:59:55
53996,85,14:59:56
53997,85,14:59:57
53998,85,14:59:58
53999,86,14:59:59
54000,86,15:00:00
54001,86,15:00:01
54002,87,15:00:02
54003,88,15:00:03
54004,88,15:00:04
54005,88,15:00:05
54006,88,15:00:06
54007,87,15:00:07
54008,87,15:00:08
54009,86,15:00:09
54010,85,15:00:10
54011,84,15:00:11
54012,84,15:00:12
54013,83,15:00:13
54014,83,15:00:14
54015,83,15:00:15
54016,83,15:00:16
54017,82,15:00:17
54018,82,15:00:18
54019,82,15:00:19
54020,82,15:00:20
54021,82,15:00:21
54022,81,15:00:22
54023,81,15:00:23
54024,81,15:00:24
54025,80,15:00:25
54026,80,15:00:26
54027,80,15:00:27
54028,81,15:00:28
54029,82,15:00:29
54030,82,15:00:30
54031,84,15:00:31
54032,85,15:00:32
54033,85,15:00:33
54034,86,15:00:34
54035,86,15:00:35
54036,86,15:00:36
54037,85,15:00:37
54038,85,15:00:38
54039,85,15:00:39
54040,85,15:00:40
54041,85,15:00:41
54042,85,15:00:42
54043,86,15:00:43
54044,86,15:00:44
54045,86,15:00:45
54046,87,15:00:46
54047,87,15:00:47
54048,87,15:00:48
54049,86,15:00:49
54050,86,15:00:50
54051,87,15:00:51
54052,87,15:00:52
54053,87,15:00:53
54054,88,15:00:54
54055,89,15:00:55
54056,89,15:00:56
54057,89,15:00:57
54058,87,15:00:58
54059,86,15:00:59
54060,86,15:01:00
54061,86,15:01:01
54062,83,15:01:02
54063,83,15:01:03
54064,82,15:01:04
54065,82,15:01:05
54066,82,15:01:06
54067,82,15:01:07
54068,82,15:01:08
54069,82,15:01:09
54070,83,15:01:10
54071,83,15:01:11
54072,83,15:01:12
54073,83,15:01:13
54074,83,15:01:14
54075,82,15:01:15
54076,82,15:01:16
54077,82,15:01:17
54078,82,15:01:18
54079,82,15:01:19
54080,83,15:01:20
54081,83,15:01:21
54082,83,15:01:22
54083,83,15:01:23
54084,83,15:01:24
54085,85,15:01:25
54086,87,15:01:26
54087,86,15:01:27
54088,85,15:01:28
54089,85,15:01:29
54090,84,15:01:30
54091,84,15:01:31
54092,83,15:01:32
54093,83,15:01:33
54094,84,15:01:34
54095,84,15:01:35
54096,84,15:01:36
54097,87,15:01:37
54098,87,15:01:38
54099,87,15:01:39
54100,87,15:01:40
54101,87,15:01:41
54102,86,15:01:42
54103,86,15:01:43
54104,84,15:01:44
54105,84,15:01:45
54106,83,15:01:46
54107,83,15:01:47
54108,83,15:01:48
54109,81,15:01:49
54110,81,15:01:50
54111,81,15:01:51
54112,81,15:01:52
54113,81,15:01:53
54114,81,15:01:54
54115,81,15:01:55
54116,81,15:01:56
54117,83,15:01:57
54118,84,15:01:58
54119,84,15:01:59
54120,84,15:02:00
54121,84,15:02:01
54122,84,15:02:02
54123,87,15:02:03
54124,87,15:02:04
54125,87,15:02:05
54126,89,15:02:06
54127,89,15:02:07
54128,89,15:02:08
54129,89,15:02:09
54130,89,15:02:10
54131,88,15:02:11
54132,88,15:02:12
54133,88,15:02:13
54134,88,15:02:14
54135,85,15:02:15
54136,85,15:02:16
54137,81,15:02:17
54138,81,15:02:18
54139,79,15:02:19
54140,78,15:02:20
54141,78,15:02:21
54142,77,15:02:22
54143,78,15:02:23
54144,78,15:02:24
54145,79,15:02:25
54146,79,15:02:26
54147,80,15:02:27
54148,80,15:02:28
54149,80,15:02:29
54150,81,15:02:30
54151,81,15:02:31
54152,83,15:02:32
54153,85,15:02:33
54154,86,15:02:34
54155,86,15:02:35
54156,88,15:02:36
54157,88,15:02:37
54158,89,15:02:38
54159,89,15:02:39
54160,88,15:02:40
54161,87,15:02:41
54162,87,15:02:42
54163,86,15:02:43
54164,86,15:02:44
54165,85,15:02:45
54166,85,15:02:46
54167,85,15:02:47
54168,85,15:02:48
54169,84,15:02:49
54170,84,15:02:50
54171,85,15:02:51
54172,85,15:02:52
54173,85,15:02:53
54174,86,15:02:54
54175,86,15:02:55
54176,86,15:02:56
54177,85,15:02:57
54178,85,15:02:58
54179,83,15:02:59
54180,83,15:03:00
54181,82,15:03:01
54182,82,15:03:02
54183,79,15:03:03
54184,79,15:03:04
54185,79,15:03:05
54186,79,15:03:06
54187,77,15:03:07
54188,76,15:03:08
54189,75,15:03:09
54190,75,15:03:10
54191,75,15:03:11
54192,75,15:03:12
54193,75,15:03:13
54194,75,15:03:14
54195,75,15:03:15
54196,75,15:03:16
54197,75,15:03:17
54198,78,15:03:18
54199,79,15:03:19
54200,80,15:03:20
54201,80,15:03:21
54202,81,15:03:22
54203,83,15:03:23
54204,84,15:03:24
54205,84,15:03:25
54206,84,15:03:26
54207,81,15:03:27
54208,81,15:03:28
54209,81,15:03:29
54210,82,15:03:30
54211,82,15:03:31
54212,82,15:03:32
54213,82,15:03:33
54214,83,15:03:34
54215,83,15:03:35
54216,84,15:03:36
54217,84,15:03:37
54218,84,15:03:38
54219,83,15:03:39
54220,82,15:03:40
54221,82,15:03:41
54222,83,15:03:42
54223,83,15:03:43
54224,83,15:03:44
54225,83,15:03:45
54226,83,15:03:46
54227,83,15:03:47
54228,84,15:03:48
54229,84,15:03:49
54230,85,15:03:50
54231,85,15:03:51
54232,86,15:03:52
54233,85,15:03:53
54234,85,15:03:54
54235,83,15:03:55
54236,83,15:03:56
54237,81,15:03:57
54238,80,15:03:58
54239,80,15:03:59
54240,78,15:04:00
54241,78,15:04:01
54242,78,15:04:02
54243,78,15:04:03
54244,78,15:04:04
54245,79,15:04:05
54246,79,15:04:06
54247,78,15:04:07
54248,78,15:04:08
54249,78,15:04:09
54250,78,15:04:10
54251,78,15:04:11
54252,78,15:04:12
54253,78,15:04:13
54254,78,15:04:14
54255,79,15:04:15
54256,79,15:04:16
54257,79,15:04:17
54258,79,15:04:18
54259,79,15:04:19
54260,79,15:04:20
54261,79,15:04:21
54262,79,15:04:22
54263,79,15:04:23
54264,78,15:04:24
54265,78,15:04:25
54266,78,15:04:26
54267,78,15:04:27
54268,78,15:04:28
54269,77,15:04:29
54270,77,15:04:30
54271,76,15:04:31
54272,75,15:04:32
54273,75,15:04:33
54274,75,15:04:34
54275,75,15:04:35
54276,77,15:04:36
54277,77,15:04:37
54278,77,15:04:38
54279,77,15:04:39
54280,76,15:04:40
54281,75,15:04:41
54282,75,15:04:42
54283,75,15:04:43
54284,75,15:04:44
54285,75,15:04:45
54286,78,15:04:46
54287,78,15:04:47
54288,77,15:04:48
54289,77,15:04:49
54290,78,15:04:50
54291,79,15:04:51
54292,79,15:04:52
54293,80,15:04:53
54294,80,15:04:54
54295,80,15:04:55
54296,81,15:04:56
54297,81,15:04:57
54298,81,15:04:58
54299,81,15:04:59
54300,81,15:05:00
54301,81,15:05:01
54302,81,15:05:02
54303,80,15:05:03
54304,80,15:05:04
54305,80,15:05:05
54306,79,15:05:06
54307,79,15:05:07
54308,77,15:05:08
54309,75,15:05:09
54310,74,15:05:10
54311,74,15:05:11
54312,72,15:05:12
54313,72,15:05:13
54314,72,15:05:14
54315,71,15:05:15
54316,72,15:05:16
54317,72,15:05:17
54318,72,15:05:18
54319,73,15:05:19
54320,73,15:05:20
54321,73,15:05:21
54322,74,15:05:22
54323,76,15:05:23
54324,76,15:05:24
54325,78,15:05:25
54326,79,15:05:26
54327,79,15:05:27
54328,80,15:05:28
54329,81,15:05:29
54330,81,15:05:30
54331,80,15:05:31
54332,79,15:05:32
54333,78,15:05:33
54334,78,15:05:34
54335,77,15:05:35
54336,77,15:05:36
54337,76,15:05:37
54338,76,15:05:38
54339,77,15:05:39
54340,77,15:05:40
54341,77,15:05:41
54342,78,15:05:42
54343,78,15:05:43
54344,78,15:05:44
54345,78,15:05:45
54346,79,15:05:46
54347,80,15:05:47
54348,80,15:05:48
54349,80,15:05:49
54350,81,15:05:50
54351,81,15:05:51
54352,80,15:05:52
54353,80,15:05:53
54354,80,15:05:54
54355,79,15:05:55
54356,79,15:05:56
54357,79,15:05:57
54358,79,15:05:58
54359,78,15:05:59
54360,78,15:06:00
54361,76,15:06:01
54362,76,15:06:02
54363,75,15:06:03
54364,75,15:06:04
54365,76,15:06:05
54366,76,15:06:06
54367,76,15:06:07
54368,78,15:06:08
54369,79,15:06:09
54370,80,15:06:10
54371,81,15:06:11
54372,81,15:06:12
54373,81,15:06:13
54374,84,15:06:14
54375,85,15:06:15
54376,85,15:06:16
54377,85,15:06:17
54378,84,15:06:18
54379,83,15:06:19
54380,82,15:06:20
54381,80,15:06:21
54382,80,15:06:22
54383,78,15:06:23
54384,78,15:06:24
54385,76,15:06:25
54386,75,15:06:26
54387,75,15:06:27
54388,75,15:06:28
54389,75,15:06:29
54390,77,15:06:30
54391,77,15:06:31
54392,79,15:06:32
54393,79,15:06:33
54394,81,15:06:34
54395,81,15:06:35
54396,81,15:06:36
54397,80,15:06:37
54398,79,15:06:38
54399,79,15:06:39
54400,79,15:06:40
54401,78,15:06:41
54402,78,15:06:42
54403,79,15:06:43
54404,80,15:06:44
54405,80,15:06:45
54406,81,15:06:46
54407,82,15:06:47
54408,82,15:06:48
54409,84,15:06:49
54410,84,15:06:50
54411,84,15:06:51
54412,83,15:06:52
54413,83,15:06:53
54414,83,15:06:54
54415,79,15:06:55
54416,79,15:06:56
54417,78,15:06:57
54418,77,15:06:58
54419,77,15:06:59
54420,77,15:07:00
54421,77,15:07:01
54422,77,15:07:02
54423,79,15:07:03
54424,79,15:07:04
54425,79,15:07:05
54426,80,15:07:06
54427,80,15:07:07
54428,80,15:07:08
54429,79,15:07:09
54430,77,15:07:10
54431,77,15:07:11
54432,75,15:07:12
54433,75,15:07:13
54434,76,15:07:14
54435,78,15:07:15
54436,78,15:07:16
54437,80,15:07:17
54438,80,15:07:18
54439,79,15:07:19
54440,79,15:07:20
54441,77,15:07:21
54442,75,15:07:22
54443,75,15:07:23
54444,74,15:07:24
54445,74,15:07:25
54446,73,15:07:26
54447,73,15:07:27
54448,73,15:07:28
54449,72,15:07:29
54450,72,15:07:30
54451,72,15:07:31
54452,72,15:07:32
54453,72,15:07:33
54454,72,15:07:34
54455,72,15:07:35
54456,72,15:07:36
54457,72,15:07:37
54458,72,15:07:38
54459,73,15:07:39
54460,74,15:07:40
54461,74,15:07:41
54462,74,15:07:42
54463,75,15:07:43
54464,75,15:07:44
54465,75,15:07:45
54466,76,15:07:46
54467,76,15:07:47
54468,75,15:07:48
54469,75,15:07:49
54470,76,15:07:50
54471,76,15:07:51
54472,76,15:07:52
54473,76,15:07:53
54474,76,15:07:54
54475,77,15:07:55
54476,78,15:07:56
54477,78,15:07:57
54478,79,15:07:58
54479,80,15:07:59
54480,80,15:08:00
54481,79,15:08:01
54482,79,15:08:02
54483,78,15:08:03
54484,78,15:08:04
54485,78,15:08:05
54486,79,15:08:06
54487,79,15:08:07
54488,79,15:08:08
54489,79,15:08:09
54490,80,15:08:10
54491,80,15:08:11
54492,80,15:08:12
54493,81,15:08:13
54494,81,15:08:14
54495,82,15:08:15
54496,82,15:08:16
54497,82,15:08:17
54498,81,15:08:18
54499,81,15:08:19
54500,81,15:08:20
54501,81,15:08:21
54502,82,15:08:22
54503,83,15:08:23
54504,83,15:08:24
54505,84,15:08:25
54506,84,15:08:26
54507,85,15:08:27
54508,85,15:08:28
54509,85,15:08:29
54510,85,15:08:30
54511,85,15:08:31
54512,83,15:08:32
54513,83,15:08:33
54514,82,15:08:34
54515,82,15:08:35
54516,82,15:08:36
54517,82,15:08:37
54518,82,15:08:38
54519,82,15:08:39
54520,81,15:08:40
54521,81,15:08:41
54522,81,15:08:42
54523,81,15:08:43
