Seconds Since Midnight,Heartbeat,Time HH:MM:SS
37976,86,10:32:56
37977,86,10:32:57
37978,83,10:32:58
37979,82,10:32:59
37980,82,10:33:00
37981,81,10:33:01
37982,80,10:33:02
37983,80,10:33:03
37984,79,10:33:04
37985,78,10:33:05
37986,78,10:33:06
37987,78,10:33:07
37988,78,10:33:08
37989,78,10:33:09
37990,79,10:33:10
37991,79,10:33:11
37992,79,10:33:12
37993,79,10:33:13
37994,79,10:33:14
37995,80,10:33:15
37996,80,10:33:16
37997,80,10:33:17
37998,81,10:33:18
37999,81,10:33:19
38000,82,10:33:20
38001,82,10:33:21
38002,83,10:33:22
38003,84,10:33:23
38004,84,10:33:24
38005,85,10:33:25
38006,85,10:33:26
38007,85,10:33:27
38008,85,10:33:28
38009,85,10:33:29
38010,85,10:33:30
38011,85,10:33:31
38012,85,10:33:32
38013,85,10:33:33
38014,84,10:33:34
38015,84,10:33:35
38016,84,10:33:36
38017,84,10:33:37
38018,83,10:33:38
38019,83,10:33:39
38020,83,10:33:40
38021,82,10:33:41
38022,82,10:33:42
38023,82,10:33:43
38024,83,10:33:44
38025,83,10:33:45
38026,83,10:33:46
38027,84,10:33:47
38028,84,10:33:48
38029,84,10:33:49
38030,84,10:33:50
38031,84,10:33:51
38032,83,10:33:52
38033,83,10:33:53
38034,83,10:33:54
38035,82,10:33:55
38036,82,10:33:56
38037,84,10:33:57
38038,84,10:33:58
38039,84,10:33:59
38040,84,10:34:00
38041,83,10:34:01
38042,82,10:34:02
38043,82,10:34:03
38044,82,10:34:04
38045,80,10:34:05
38046,80,10:34:06
38047,79,10:34:07
38048,79,10:34:08
38049,79,10:34:09
38050,80,10:34:10
38051,80,10:34:11
38052,80,10:34:12
38053,80,10:34:13
38054,80,10:34:14
38055,80,10:34:15
38056,79,10:34:16
38057,79,10:34:17
38058,79,10:34:18
38059,79,10:34:19
38060,79,10:34:20
38061,78,10:34:21
38062,78,10:34:22
38063,77,10:34:23
38064,75,10:34:24
38065,75,10:34:25
38066,75,10:34:26
38067,75,10:34:27
38068,73,10:34:28
38069,74,10:34:29
38070,74,10:34:30
38071,75,10:34:31
38072,75,10:34:32
38073,77,10:34:33
38074,77,10:34:34
38075,77,10:34:35
38076,77,10:34:36
38077,77,10:34:37
38078,77,10:34:38
38079,77,10:34:39
38080,77,10:34:40
38081,76,10:34:41
38082,76,10:34:42
38083,75,10:34:43
38084,75,10:34:44
38085,75,10:34:45
38086,75,10:34:46
38087,76,10:34:47
38088,76,10:34:48
38089,76,10:34:49
38090,77,10:34:50
38091,77,10:34:51
38092,78,10:34:52
38093,78,10:34:53
38094,79,10:34:54
38095,80,10:34:55
38096,80,10:34:56
38097,81,10:34:57
38098,81,10:34:58
38099,81,10:34:59
38100,81,10:35:00
38101,81,10:35:01
38102,81,10:35:02
38103,81,10:35:03
38104,81,10:35:04
38105,81,10:35:05
38106,81,10:35:06
38107,81,10:35:07
38108,81,10:35:08
38109,79,10:35:09
38110,79,10:35:10
38111,77,10:35:11
38112,77,10:35:12
38113,77,10:35:13
38114,75,10:35:14
38115,74,10:35:15
38116,74,10:35:16
38117,73,10:35:17
38118,73,10:35:18
38119,73,10:35:19
38120,74,10:35:20
38121,74,10:35:21
38122,75,10:35:22
38123,75,10:35:23
38124,75,10:35:24
38125,76,10:35:25
38126,76,10:35:26
38127,76,10:35:27
38128,77,10:35:28
38129,77,10:35:29
38130,77,10:35:30
38131,77,10:35:31
38132,77,10:35:32
38133,77,10:35:33
38134,76,10:35:34
38135,76,10:35:35
38136,76,10:35:36
38137,76,10:35:37
38138,77,10:35:38
38139,77,10:35:39
38140,77,10:35:40
38141,77,10:35:41
38142,76,10:35:42
38143,76,10:35:43
38144,76,10:35:44
38145,75,10:35:45
38146,75,10:35:46
38147,75,10:35:47
38148,75,10:35:48
38149,75,10:35:49
38150,77,10:35:50
38151,77,10:35:51
38152,77,10:35:52
38153,77,10:35:53
38154,77,10:35:54
38155,77,10:35:55
38156,77,10:35:56
38157,77,10:35:57
38158,77,10:35:58
38159,78,10:35:59
38160,78,10:36:00
38161,79,10:36:01
38162,81,10:36:02
38163,81,10:36:03
38164,82,10:36:04
38165,82,10:36:05
38166,82,10:36:06
38167,82,10:36:07
38168,82,10:36:08
38169,83,10:36:09
38170,84,10:36:10
38171,84,10:36:11
38172,86,10:36:12
38173,86,10:36:13
38174,88,10:36:14
38175,88,10:36:15
38176,88,10:36:16
38177,88,10:36:17
38178,89,10:36:18
38179,90,10:36:19
38180,90,10:36:20
38181,90,10:36:21
38182,90,10:36:22
38183,90,10:36:23
38184,92,10:36:24
38185,92,10:36:25
38186,93,10:36:26
38187,93,10:36:27
38188,94,10:36:28
38189,94,10:36:29
38190,95,10:36:30
38191,95,10:36:31
38192,95,10:36:32
38193,94,10:36:33
38194,94,10:36:34
38195,95,10:36:35
38196,96,10:36:36
38197,96,10:36:37
38198,97,10:36:38
38199,97,10:36:39
38200,97,10:36:40
38201,99,10:36:41
38202,99,10:36:42
38203,100,10:36:43
38204,100,10:36:44
38205,101,10:36:45
38206,101,10:36:46
38207,101,10:36:47
38208,101,10:36:48
38209,100,10:36:49
38210,100,10:36:50
38211,100,10:36:51
38212,98,10:36:52
38213,97,10:36:53
38214,95,10:36:54
38215,94,10:36:55
38216,92,10:36:56
38217,92,10:36:57
38218,88,10:36:58
38219,88,10:36:59
38220,84,10:37:00
38221,84,10:37:01
38222,82,10:37:02
38223,82,10:37:03
38224,81,10:37:04
38225,81,10:37:05
38226,81,10:37:06
38227,80,10:37:07
38228,80,10:37:08
38229,80,10:37:09
38230,80,10:37:10
38231,78,10:37:11
38232,77,10:37:12
38233,77,10:37:13
38234,76,10:37:14
38235,75,10:37:15
38236,75,10:37:16
38237,75,10:37:17
38238,74,10:37:18
38239,74,10:37:19
38240,74,10:37:20
38241,74,10:37:21
38242,74,10:37:22
38243,73,10:37:23
38244,73,10:37:24
38245,73,10:37:25
38246,73,10:37:26
38247,73,10:37:27
38248,73,10:37:28
38249,73,10:37:29
38250,73,10:37:30
38251,73,10:37:31
38252,73,10:37:32
38253,73,10:37:33
38254,73,10:37:34
38255,74,10:37:35
38256,74,10:37:36
38257,74,10:37:37
38258,75,10:37:38
38259,75,10:37:39
38260,76,10:37:40
38261,76,10:37:41
38262,76,10:37:42
38263,76,10:37:43
38264,76,10:37:44
38265,77,10:37:45
38266,77,10:37:46
38267,77,10:37:47
38268,77,10:37:48
38269,78,10:37:49
38270,78,10:37:50
38271,78,10:37:51
38272,78,10:37:52
38273,78,10:37:53
38274,78,10:37:54
38275,78,10:37:55
38276,79,10:37:56
38277,79,10:37:57
38278,79,10:37:58
38279,79,10:37:59
38280,79,10:38:00
38281,81,10:38:01
38282,82,10:38:02
38283,82,10:38:03
38284,84,10:38:04
38285,85,10:38:05
38286,85,10:38:06
38287,86,10:38:07
38288,85,10:38:08
38289,85,10:38:09
38290,84,10:38:10
38291,83,10:38:11
38292,83,10:38:12
38293,83,10:38:13
38294,80,10:38:14
38295,79,10:38:15
38296,77,10:38:16
38297,77,10:38:17
38298,77,10:38:18
38299,75,10:38:19
38300,75,10:38:20
38301,74,10:38:21
38302,73,10:38:22
38303,73,10:38:23
38304,73,10:38:24
38305,73,10:38:25
38306,74,10:38:26
38307,74,10:38:27
38308,74,10:38:28
38309,75,10:38:29
38310,75,10:38:30
38311,75,10:38:31
38312,75,10:38:32
38313,75,10:38:33
38314,75,10:38:34
38315,75,10:38:35
38316,76,10:38:36
38317,76,10:38:37
38318,77,10:38:38
38319,77,10:38:39
38320,77,10:38:40
38321,78,10:38:41
38322,78,10:38:42
38323,79,10:38:43
38324,79,10:38:44
38325,79,10:38:45
38326,78,10:38:46
38327,77,10:38:47
38328,77,10:38:48
38329,76,10:38:49
38330,74,10:38:50
38331,73,10:38:51
38332,73,10:38:52
38333,73,10:38:53
38334,73,10:38:54
38335,73,10:38:55
38336,74,10:38:56
38337,74,10:38:57
38338,74,10:38:58
38339,74,10:38:59
38340,73,10:39:00
38341,73,10:39:01
38342,73,10:39:02
38343,72,10:39:03
38344,73,10:39:04
38345,73,10:39:05
38346,73,10:39:06
38347,74,10:39:07
38348,74,10:39:08
38349,74,10:39:09
38350,74,10:39:10
38351,74,10:39:11
38352,74,10:39:12
38353,74,10:39:13
38354,75,10:39:14
38355,75,10:39:15
38356,76,10:39:16
38357,76,10:39:17
38358,77,10:39:18
38359,78,10:39:19
38360,78,10:39:20
38361,76,10:39:21
38362,75,10:39:22
38363,74,10:39:23
38364,74,10:39:24
38365,75,10:39:25
38366,75,10:39:26
38367,76,10:39:27
38368,75,10:39:28
38369,75,10:39:29
38370,73,10:39:30
38371,72,10:39:31
38372,72,10:39:32
38373,71,10:39:33
38374,71,10:39:34
38375,72,10:39:35
38376,72,10:39:36
38377,72,10:39:37
38378,72,10:39:38
38379,72,10:39:39
38380,73,10:39:40
38381,73,10:39:41
